丹参,川芎,甘草,莲子心,当归,薄荷
油,油,白蜡,商陆根,黄丹,柳白皮
没药,乳香,白蜡,铅粉,轻粉,密陀僧
冰片,乳香,白蜡,樟脑,轻粉,官粉
冰片,樟脑,轻粉,石膏,红粉
冰片,熊胆,炉甘石,硇砂,珍珠,麝香
可铁刺,李子树胶,白锡粉,阿飞勇
紫苏,木瓜,羌活,大腹皮,槟榔,陈皮
没药,乳香,雄黄,轻粉,黄蜡,官粉
板蓝根,糖粉,菠萝香精油,淀粉
黄蘖,寒水石,石膏,甘草
没药,乳香,铜绿,白蜡,松香,麻油
没药,血竭,香油,乳香,木鳖子,儿茶
金银花,没药,血竭,木鳖子,乳香,儿茶
赤小豆,黄丹,白芷,蒲黄,半夏
芙蓉叶,五倍子,赤芍,赤小豆,白芷,黄柏
冰片,没药,乳香,麝香,犀黄,斑蝥
寒水石,黄柏,石膏,甘草
木鳖子,花粉,无名异,黄柏,牡蛎,大黄
一点红,九里明,射干,甘草
乳香,黄丹,麝香,轻粉,白矾,白垩
大戟,甘遂,土狗,芫花,大黄
冰片,玄明粉,黄柏,麝香,煅硼砂,鹿角霜
冰片,玄明粉,黄柏,麝香,炒硼砂,鹿角霜
冰片,硼砂,胆矾,雄黄,麝香,人中黄
冰片,玄明粉,硼砂,朱砂
冰片,鸡蛋,黄油
冰片,西丹参,熊胆,珠粉,青鱼胆,麝香
梅片,硼砂,珠子,炉甘石,琥珀,麝香
冰片,乳香,文蛤,雄黄,全蝎,蜈蚣
冬瓜皮,车前子,鸡内金,白茅根,陈葫芦,旱莲草
冰片,血竭,没药,乳香,樟脑,金不换
冰片,三七,血竭,没药,香油,乳香
三七,没药,血竭,乳香,自然铜,土鳖虫
马钱子,血竭,没药,自然铜,乳香,土鳖虫
三七,没药,血竭,乳香,土鳖虫,赤芍
没药,乳香,花粉,山甲,知母,蜈蚣
银花,乳香,没药,白芷,连翘,血余
芥菜花1味
麻黄素,葡萄糖粉,辛夷花,鹅不食草
核桃仁
核桃仁
没药,乳香,蓖麻子仁,白芷,独活,老葱
乳香,白胶香,白芷,定粉,白蔹
一十,十,木通,地黄,栀子,滑石
紫苏,木瓜,砂仁,大腹皮,槟榔,陈皮
芙蓉叶,白芷,独活,天南星,紫金皮
山柰,官桂,麝香,川芎,红花,升麻
瓜子,牡丹,桃仁,皮硝,大黄
瓜子,牡丹,桃仁,皮硝,大黄
葶苈,木通,莽草,大黄
蒲公英,银花,木鳖子,乳香,花粉,赤芍
白酒,麻子仁,大豆,乌蛇
白酒,牛蒡,杉木节,大麻仁,地骨皮,独活
蒲公英,银花,野菊花,连翘,半枝莲,黑山栀
冰片,木鳖子,白菊花,熊胆,木贼草,青葙子
冰片,银花,熊胆,炉甘石,木贼草,硼砂
香油,核桃仁,蝈蝈,牛胆
胖大海,海浮石,月石,诃子
马钱子,蜂房,胡连,荆芥,穿山甲,白蒺藜
秦皮,朱砂,前胡,细辛,犀角屑,芎
粳米,茯苓
炒白芍,黄苓,地黄,栀子,厚朴,川芎
芙蓉叶,榆面,皮硝,大黄
芙蓉叶,冰片,黄柏,泽兰叶,黄连,大黄
芙蓉叶,冰片,黄柏,番泻叶,黄连,大黄
泽兰,绿豆,秦皮,连翘,夏枯草,白芷
泽兰,绿豆,秦皮,连翘,夏枯草,白芷
赤芍,夏枯草,穿山甲,莪术,川芎,三棱
蒲公英,赤芍,甘草,大青叶,丹皮,黄芩
肿节风浸膏,薄荷,薄荷
银花,红藤,三颗针,薏仁,桃仁,甘草
高粱酒,50,食用乙醇,两背针,苏木,红花
金银花,赤芍,连翘,赤小豆,车前子,鸡血藤
车前子,太子参,猪苓,党参,五加皮,泽泻
连翘,甘草3寸半,陈皮,青皮
抱鸡蛋壳
葶苈,甘草,防己
白酒,瓜蒌,甘草
冬瓜皮,赤小豆,西瓜皮,白茅根,玉米须
梅片,硼砂,熊胆,炉甘石,琥珀,珍珠
冰片,血竭,没药,乳香,白信,五灵脂
冰片,西瓜霜,硼砂,贝母,黄柏,薄荷
金银花,连翘,花粉,牛蒡,栀子,栝楼
没药,乳香,栝楼,甘草,当归
蒲公英,没药,阿胶,槟榔,三仙,白芍
毛冬青,山芝麻,金钱风,岗梅,牛膝
赤芍,莪术,三棱,桃仁,丹参
冰片,雄黄,滑石,朱砂面,甘草
铜绿,新针,甘石,胆矾,归尾,乌梅
金银花,赤芍,木通,龙胆草,吴萸,甘草
冰片,乳没,草乌,硇砂,麝香,生磁石
五倍子,葱白,小麦,白矾,朴消
银花,赤芍,黄柏,牛蒡,栀子,甘草
赤小豆,青盐,黄柏,马牙消,麒麟竭,杏仁
金银花,赤芍,连翘,归尾,桔梗,羌活
银花,花粉,赤芍,连翘,黄柏,薄荷
食盐,鲜黄花菜
冬瓜皮,白糖,生姜皮,茯苓皮,黄芪,枣仁
清油,零陵香,地黄,天麻,黄蜡,芎
大戟,甘遂,麦蘖,陈曲,陈皮,陈皮
五倍子,枯矾,黄丹,白芷,蛇床子,陈米醋
冰片,儿茶,甘石,轻粉,元连,红粉
马钱子,穿山甲,黑附子
茵陈,连翘,贝母,木通,山栀仁,甘草
粳米,陈葫芦粉
冬瓜皮,西瓜皮,葫芦壳,枣仁
橘核,乳香,昆布,莪术,穿山甲,荔枝核
金银花,木通,薏仁,木瓜,皂角,归尾
白酒,红蓝花
酒精,75,红花
冰片,松香,白芷,贝母,轻粉,潮脑
赤芍,白及,红花,当归,防风
冰片,枯矾,硼砂,鸡内金,麝香,滑石
冰片,枯矾面,棉胭脂
冰片,西瓜霜,元明粉,月石,朱砂,石膏
血竭,海藻,京墨,海带,琥珀,麝香
油,木鳖子,黄丹,桂心,白芷,琥珀
梅片,儿茶,熊胆,血琥珀,珍珠,丹参
没药,乳香,黑丑,琥珀,白丑,槟榔
獾油,冰片面
獾油,地榆,石膏,大黄
没药,乳香,雄黄,菖蒲,蜈蚣,黄米
冰片,血竭,没药,香油,乳香,黄丹
冰片,三七,自然铜,乳香,土鳖虫,当归
三七,乳香,自然铜,土鳖虫,当归
冰片,自然铜,血竭,没药,乳香,土鳖虫
用纱布蘸透此液,贴敷患处,胶布固定,外盖纱布,6次,活蚯蚓数条
泽兰,茯苓皮,车前子,金钱草,炮甲,黄芪
金银花,没药,乳香,连翘,花粉,穿山甲
姜黄,花粉,白芷,芍药
赤芍,花粉,白芷,郁金
槐角,地榆,枳壳,当归,防风,黄芩
没药,乳香,栝楼,苏木,忍冬,甘草
五倍子
冰片,西瓜霜,玄明粉,熊胆,人指甲,雄黄
没药,乳香,赤芍,花粉,贝母,木通
葶苈,甘遂,红芽大戟,灵脂,芫花,神曲
大戟,葶苈,甘遂,灵脂,芫花,江子霜
化毒散,祛湿药膏
没药,乳香,草乌,浮石,巴豆
五倍子,枯矾,蛇床子,雄黄,川椒,桃仁
鸡蛋
冬瓜,鲫鱼
野菊花,贝母,白茅根,薄荷
蒲公英,红藤,厚朴,大黄
淮地,薄荷,川乌
冰片,硼砂,硇砂,火消,雄黄,僵蚕
鲜金针菜根,猪蹄
干蟾皮不拘多少
川军,明雄,山甲,朱砂,全蝎,僵蚕
山菊花,黄柏,栀子,黄连,黄芩
叶子雌黄,郁金,麝香,槟榔,黄连,大黄
三七,马钱子霜,金刚莲,接骨木,红花,陈皮
三七,马钱子霜,金刚莲,18厘米,见血清,捆仙绳
冰片,枪消,牙皂,蒲黄,僵蚕
京红粉,元明粉,轻粉
芙蓉叶,大青叶,人中黄,青黛
冰片,松香,连翘,白芷,薄荷,冬青油
蟾酥,雄黄,朱砂,丁香
蒲公英,银花,花粉,赤芍,连翘,薄荷
银花,花粉,赤芍,白芷,连翘,薏仁
蒲公英,金银花,赤芍,川军,赤小豆,连翘
白菊花
花椒,陈酒糟,生葱,广胶,葱白,艾叶
香油,章丹
金银花,连翘,山栀,甘草,黄连,丹皮
车前子,茱萸,地黄,山药,黑附子,牛膝
橘核,川军,乌药,玄胡,金铃子,胡芦巴
没药,血竭,自然铜,乳香,土鳖虫,发灰
花椒,黄丹,槐枝,大蒜头,葱白,生姜
马钱子,草乌,枳壳
没药,乳香,苏木,好麻
没药,自然铜,木鳖子,羊胫骨灰,虎骨随多少,故纸
小黄米面,皂角末,发灰
冰片,没药,乳香,熊胆,白占,黄柏
鸡内金,薄荷,栀子,升麻,黄连
没药,葱,乳香,木鳖子,白胶香,清油
乌药,穿山甲,独活,川芎,陈皮,甘草
蒲公英,瓜蒌,赤芍,马勃,草河车,元参
车前子,官桂,地黄,茱萸,黑附子,山药
西瓜霜,珠粉,西黄,琥珀
白果,地肤子,白茅根,桑白皮,黄芪,白僵蚕
海藻,昆布,木通,白僵蚕,半夏,甘草
没药,乳香,紫苏,黄柏,薄荷,轻粉
没药,乳香,黄柏,苏叶,薄荷,轻粉
冰片,月石,贝母,滑石,朱砂,龙骨
没药,乳香,麻黄,马钱子粉
没药,乳香,自然铜,土鳖虫,麻黄,马前子
醋2500毫升,半夏
广地龙,西秦艽,大独活,威灵仙,骨碎补,甘草
或,9克,9克,3克,萝卜子,厚朴
鸡蛋,龙衣,细盐
冰片,蝙蝠
冰片,西瓜霜,马勃,麝香,蒲黄,甘草
粳米,蔓荆子,鹿头肉,香子,高良姜
冬瓜,鲤鱼头
黄丹,蛇床人,蛇蜕皮,乱发,杏仁,黄蜡
冰片,血竭,没药,乳香,儿茶,熊胆
银花,红藤,炙山甲,桃仁,皂角刺,川楝
蒲公英,金银花,红藤,夏枯草,连翘,贝母
银花,花粉,赤芍,白芷,连翘,黄柏
金银花,赤芍,连翘,花粉,白芷,黄柏
连翘,荠苨,人参,桑白皮,桔梗,前胡
鲜萝卜缨
粳米,绿豆
白糖,绿豆
葶苈,贝母,人参,桑白皮,紫菀,杏仁
蟾酥,乳香,硇砂,雄黄,麝香,朱砂
蟾酥,血竭,没药,朱砂,轻粉,龙脑
蟾酥,血竭,京墨,胆矾,朱砂,麝香
蟾酥,血竭,京墨,胆矾,朱砂,麝香
海石,贝母,天葵子,昆布,牡蛎
赤芍,炒桃仁,刘寄奴,生地,枳壳,大黄
没药,乳香,自然铜,木鳖子,黄丹,蓖麻子
葱,赤芍,紫苏,玄胡,黄柏,荆芥
冬瓜皮,车前子,官桂,急性子,蝼蛄虫,姜川朴
蟾酥,西丹参,珠粉,飞腰黄,飞朱砂,麝香
冰片,蟾酥,雄黄,珍珠,丹参,丁香
芙蓉叶,草乌,野芋头,天南星,川乌
大麻子仁,大黄
大米,白茅根
葶苈,商陆根,海藻,栝楼,蜀漆,泽泻
冰片,蟾酥,血竭,葶苈,没药,乳香
生姜皮,车前子,砂仁,川萆解,木通,莪术
蒲公英,粳米
紫草茸,白芷,地黄,藿香,甘草,半夏
银花,赤芍,连翘,牛蒡,薄荷,山栀
金银花,北豆根,青果,桔梗,麦冬,玄参
紫苏,地肤子,葫芦巴,猪苓,槟榔,桃仁
冰片,白糖,大蚯蚓
赤芍,连翘,黄柏,甘草,黄连,黄芩
连翘,白芷,射干,荆芥,桔梗,羌活
冰片,血竭,没药,乳香,儿茶,赤小豆
闹羊花
芙蓉叶,花粉,生川柏,滑石,东丹,大黄
茶叶末,生清油
赤芍,连翘,花粉,黄柏,知母,地黄
赤芍,连翘,花粉,黄柏,知母,地黄
金银花,薏仁,地榆,麦冬,甘草,玄参
蒲公英,金银花,瓜蒌,野菊花,连翘,生地
蒲公英,金银花,赤芍,连翘,车前子,地骨皮
金银花,连翘,地黄,山栀,甘草,川芎
连翘,牛蒡,薄荷,荆芥,栀子,桔梗
金银花,玄明粉,连翘,薄荷,荆芥,鼠粘子
芙蓉叶,赤小豆,白芷,黄柏,雄黄,紫车前
冰片,血竭,没药,乳香,儿茶,麝香
金银花,麦冬,生地,熟地,甘菊花
姜黄,花粉,白芷,黄柏,天南星,厚朴
白酒,如意草
赤芍,海藻,昆布,鸡血藤,王不留行,柴胡
连翘,元参,花粉,鼠粘子,桅子,葛根
冰片,三七,血竭,樟脑,薄荷,麝香
冰片,自然铜,血竭,没药,乳香,儿茶
乌药,人参,贝母,甘草,枣仁,远志
白酒,苏木
没药,人参,栝楼,甘草,当归
续随子,红芽大戟,山慈菇,文蛤,麝香
金银花,没药,乳香,花粉,贝母,白芷
甜石榴,清酒,酸石榴,苍耳子,羌活,党参
车前子,生枳,车前草,蝉衣,薏仁,荆芥
冰片,虎杖,黄柏
白芷,黄柏,郁金,白及,轻粉,绿豆粉
紫苏,人参,官桂,五灵脂,砂仁,莪术
如意金黄散,樟冰
金银花,赤芍,牛蒡,射干,山豆根,知母
大腹子,木瓜,厚朴,干姜,草果仁,甘草
芙蓉叶,黄柏,泽兰叶,黄连,大黄,黄芩
黄柏末,大黄末,雄黄,丹参
狼毒,草乌,天南星,半夏
粳米,商陆
大梅片,西丹参,马勃,硼砂,贝母,人指甲
马钱子,枳壳
连翘,白芷,黄柏,薄荷,荆芥,栀子
白菊花,北防风,黄柏,白蒺藜,地黄,石膏
芙蓉叶,五倍子,赤小豆,草乌,川乌,半夏
芙蓉叶,薄荷,金桐叶,耳草叶,泽兰叶,大黄
没药,桂心,琥珀,麝香,细辛,芍药
葶苈,辣桂,猪苓,木通,滑石,甘草
葶苈,贝母,人参,桑白皮,紫菀,杏仁
没药,乳香,透骨草,白芷,川椒,木瓜
连翘,夏枯草,莱菔,僵蛹,大力子,薄荷
粳米,桃花瓣
没药,乳香,硇砂,糯米,丁香
白酒,天天果
灯心草,猪苓,滑石,茯苓,茯神,泽泻
赤小豆,白樟柳根,陈皮,木香
没药,乳香,黄柏,骨碎补,白及,肉桂
猪蹄蜕,蚕蜕,穿山甲,荆芥,蝉蜕,粉草
白芷,穿山甲,生地,黄耆,当归
赤芍,连翘,牛蒡,桔梗,地黄,水牛角浓缩粉
生姜皮,茯苓皮,桑白皮,大腹皮,陈皮
蒲公英,银花,野菊花,紫背天葵子,地丁
没药,乳香,雄精,麝香
冰片,西瓜霜,薄荷,薄荷
升麻22,犀角,甘草,玄参,大黄
芙蓉叶,紫荆皮,白芷,橙橘叶,菖蒲,独活
葶苈,生姜皮,车前子,猪苓,海金沙,地骨皮
芙蓉叶,五倍子,草乌,陈小粉,天南星,半夏
乳香,白及,上冰片,丹皮
姜黄,散血草,透骨草,黄柏,甘草,陈皮
通脱木,黑牵牛,瞿麦,木通,滑石,半夏
蒲公英,没药,乳香,木瓜,栀子,地鳖虫
冰片,熊胆,硼砂,寒水石,甘草,孩儿茶
芙蓉叶,蒲公英,金银花,花粉,牛蒡,甘草
蓖麻仁,连翘,夏枯草
银花,花粉,白芷,贝母,僵蚕,柴胡
连翘,元参,花粉,栝楼,山栀,半夏
蚯蚓,雄黄,麻黄,荆芥,天南星,羌活
金银花,没药,瓜蒌,乳香,连翘,穿山甲
大戟,葶苈,甘遂,桑白皮,巴戟,雄黄
乳香,硼砂,雄黄,麝香,朱砂,5克
癞虾蟆草,枳壳
没药,乳香,木鳖子,草乌,麝香,五灵脂
冰片,没药,乳香,花粉,赤芍,贝母
粳米,青头雄鸭,葱白
没药,乳香,樟冰,甲片,麝香,轻粉
冰片,铜绿,姜黄,樟冰,胆矾,甲片
没药,乳香,赤芍,牛蒡,草乌,白芷
金银花,没药,乳香,赤芍,花粉,贝母
葶苈,海藻,桂心,郁李核仁,松萝,通草
败酱,薏仁,黑附子
瓜蒌仁,薏仁,桃仁,白芍,丹皮
黑牵牛头末,茴香
石苇,制萸肉,黄芪,山楂,党参,甘草
乳没,乌药,莪术,黄芪,吴萸,蒲黄
瓜蒌,麻黄蓍,零香,白芨,白芷,麻油
血竭,白占,白芷,麻油,轻粉,甘草
杭菊,辛荑花,北芪,苍耳子,白芷,木通
蟾酥,雄黄,朱砂,甘草
金银花,硼砂,山豆根,甘草
金银花,泽兰,赤芍,蝉蜕,独活,金线重楼
没药,乳香,硇砂,麝香,雄黄,白矾
五倍子,红大戟,山慈姑,千金子霜,雄黄,朱砂
没药,乳香,五倍子,肥皂肉
贝母,紫菀,桑白皮,猪苓,麻黄,杏仁
金银花,地丁,甘草,黄耆,当归,芍药
蒲公英,赤芍,黄柏,白芷,桃仁,茯苓
血竭,儿茶,甘草,白芍,木香,红花
土鳖虫,穿壁风,九龙川,过江龙,羊耳菊,朱砂根
没药,血竭,乳香,儿茶,琥珀,珍珠
