红花,三七,山楂,葛根,川芎
红花,三七,山楂,葛根,川芎
归尾,松节,伸筋草,活,路路通,落得打
香油,没药,乳香,麝香,轻粉,蛇蜕
桃仁,红花,白蒺藜,荆芥,蝉衣,赤芍
桃仁,归尾,玄胡,赤芍,半夏,防风
蝙蝠,骨碎补,补骨脂,大黄,当归,桂
丹参,泽兰,金钱草,泽泻,黄芪,茯苓皮
丹参,没药,乳香,当归
丹参,没药,乳香,当归
桃仁,三棱,莪术
红花,丹皮,赤芍,酒归尾,防风,木香
刘寄奴,酒生地,血竭,苏木,赤芍,川芎
红花,蟾酥,人参,珍珠,麝香,附子
没药,白术,乳香,肉桂,附子,黄芪
桃仁,红花,红花,黑豆,玄胡,五灵脂
红花,丹参,虫,秦艽,桂枝,细辛
桃仁,丹参,三棱,莪术,穿山甲,赤芍
桃仁,丹参,三棱,莪术,穿山甲,赤芍
丹参,三七,茜草,降香,赤芍
丹参,三七,益母草,香附,党参,川芎
桃仁,红花,五灵脂,没药,姜黄,人参
刘寄奴,香油,茜草,松节,伸筋草,透骨草
鸡血藤,双花,元参,土茯苓,乳香,甘草
桃仁,玄胡,丹皮,银藤,生石膏,赤芍
丹参,泽兰,鸡血藤,玄胡,没药,元参
蒲公英,川军,丹皮,赤小豆,犀黄丸,冬瓜子
香油,章丹
红花,丹参,降香,赤芍,川芎
自然铜,鸡子,孩儿牙齿,朱砂
桃仁,红花,黑豆,玄胡,益母草,香附
自然铜,没药,熟军,血竭,乳香,土鳖虫
桃仁,红花,白术,附子,党参,甘草
红花,泽泻,乌药,穿山甲,茯苓,独活
桃仁,益母草,芥穗,炮姜,炙草,川芎
没药,瓜蒌,乳香,橘核,荔核,甘草
桃仁,红花,归尾,炮山甲,板蓝根,白术
桃仁,红花,白芍药,熟地黄,川芎,当归
茅根,丹皮,蒲黄,芍药,川芎,生地黄
丹参,茜草,元参,土贝母,白术,生地
酒黄芩,秦皮,丹皮,木通,生地,赤芍
茅根,茜草,鸡血藤,丹皮,仙鹤草,山栀
红花,黄耆,茯苓,赤芍,地锦草,白术1
红花,丹参,鸡血藤,丹皮,女贞子,玉竹
桃仁,红花,丹参,田七,生地,赤芍
自然铜,没药,乳香,土鳖虫,马前子,麻黄
醋,半夏
桃仁,红花,海藻,海金砂,昆布,琥珀
泽兰,山栀,香附,川楝,郁金,枳实
丹参,沙参,制半夏,五味子,茯苓,枳实
没药,赤芍,凌霄花,木香,当归,桂心
红花,五灵脂,生地,赤芍,赤茯苓,川芎
炉甘石,珍珠,麝香,牛黄,硼砂,冰片
丹参,茯苓,麦门冬,芍药,牡丹,败酱
归尾,草决,黄连,荆芥,生地,蒺藜
玄胡,三棱,肉桂,槟榔,莪术,茯苓
丹参,茜草,王不留行,茯苓,黄柏,薏米仁
地龙,玄胡,没药,赤小豆,血竭,乳香
红花,归尾,刘寄奴,益母草,酒生地,赤芍
桃仁,泽兰,瓦楞子,郁金,新绛,参三七
桃仁,红花,泽兰,丹参,蒲公英,没药
地龙,仙灵脾,盐知母,盐黄柏,肉桂,木通
丹参,白花蛇舌草,三棱,牡蛎,香附,郁金
丹参,地龙,王不留行,川楝,橘叶,皂角刺
丹参,海藻,瓜蒌,昆布,三棱,牡蛎
红花,三七,麝香,樟脑,地黄,独活
桃仁,红花,地龙,灵脂,没药,香附
红花,蒲黄,三棱,黄芪,党参,川芎
桃仁,人参,生地,鳖甲,大黄,黄芩
玄胡,乳香,香附,枳实,白芍,广郁金
桃仁,红花,泽兰,香附,酒丹参,当归尾
桃仁,黑姜,炙草,川芎,当归
红花,干葛,香附,苏叶,细辛,半夏
没药,元胡,灵脂,香附
玄胡,五灵脂,没药,蒲黄,赤芍,小茴香
五灵脂,蒲黄
茅根,半枝莲,海金砂,石苇,金钱草,三棱
桃仁,黄连,吴萸,半夏,陈皮
生甘草,干葛,山楂,僵蚕,升麻,蝉蜕
玄胡,蓬术,丹皮,北芍药,川芎,甘草
元胡,灵脂,藏红花,丹皮,熟军,三棱
桃仁,红花,元胡,桂枝,防己,制南星
红花,山楂,泽泻,香附,乌药,当归尾
桃仁,红花,丹参,归尾,乳香,蕺莱
桃仁,芍药,芎藭,干漆,甘草,桂心
桃仁,蒲黄,大枣,消石,大黄,甘草
桃仁,白术,三棱,赤芍,陈橘皮,鳖甲
桃仁,红花,山栀,丹皮,郁金,楂肉
莪茂,丹皮,人参,牛膝,芍药,川芎
红花,自然铜,没药,血竭,乳香,苏木
没药,芥子,丹皮,骨碎补,乳香,肉桂
丹参,地龙,鸡血藤,蜈蚣,黄芪,钩藤
桃仁,红花,路路通,石菖蒲,丝瓜络,生地
丹参,瓜蒌,没药,血竭,乳香,金银花
桃仁,红花,生地,赤芍,川芎,牛膝
玄胡,苦楝,地黄,芍药,川芎,当归
玄胡,当归
桃仁,木通,琥珀,荆芥,制香附,青龙齿
九肋鳖甲,干蟾,海藻,麦蘖,使君子,黄连
蒲公英,没药,乳香,大黄,栀子,木瓜
红花,蓬术,透骨草,川山甲,三棱,萝卜子
麻仁,炮山甲,牡蛎,苦参,五倍子,乌梅
丹参,三七,山楂,泽泻,槐花,桂枝
茅根,凤尾草,过路黄,山楂
桃仁,丹参,自然铜,玄胡,没药,骨碎补
泽兰,佛手,山楂,白术,王不留行,牡蛎
虎杖,仙灵脾,半枝莲,鹿衔草,仙鹤草,生鸡内金
桃仁,没药,三棱,乳香,金钱草,莪术
桃仁,红花,玄参,生地,麦冬,杷叶
虎杖,泽兰,蒲公英,板蓝根,酒大黄,土茯苓
虎杖,朱砂根,千斤拔,海风藤,豆豉姜,两面针
桃仁,地龙,红花,丹参,鸡血藤,伸筋草
槐皮,苦楝皮,雄黄
