珍珠母,磁石,酒曲,赭石,酒曲,半夏
茯神,枣仁,秦艽,黄耆,芍药,麦门冬
牡丹,覆盆子,黑附子,黄耆,肉苁蓉,鹿角胶
乌犀角,拣人参,菟丝子,枸杞,麦门冬,肉苁蓉
甘桑椹,黄精,枸杞,麦门冬,天门冬,牛膝
远志,巴戟,菖蒲,肉苁蓉,枸杞,山药
朱砂,芍药,黄芩,枳壳,麝香,人参
朱砂,远志,琥珀,菖蒲,丹参,白芍
茯神,枣仁,朱砂,远志,琥珀,菖蒲
檀香,朱砂,天竺黄,琥珀,枳壳,山药
朱砂,天竺黄,琥珀,丹参,赤苓,麝香
朱砂,天竺黄,珍珠,琥珀,天麻,防风
茯神,远志,菖蒲,天南星,人参,真琥珀
茯神,枣仁,远志,琥珀,辰砂,当归
茯神,远志,人参,真琥珀,羚羊角,甘草
茯神,枣仁,朱砂,远志,琥珀,生地
茯神,枣仁,巴戟,远志,琥珀,辰砂
琥珀,辰砂,麝香,乳香,没药
茯神,金箔,远志,辰砂,黄耆,丹参
朱砂,琥珀,珍珠,丹参,麝香,犀角粉
红糖,粳米,合欢花
鸡蛋,去芯莲子,芡实,山药
朱砂,铁粉,蛇黄,羌活,山药,蜈蚣
茯神,金箔,天竺黄,朱砂,防风,丹参
茯神,金箔,天竺黄,朱砂,远志,铁粉
金箔,辰砂,天麻,防风,羌活,丹参
金箔,天竺黄,铁粉,龙齿,丹参,铅霜
茯神,金箔,朱砂,远志,铁粉,犀角屑
金箔,天竺黄,辰砂,皂荚仁,白矾,二
金箔,天竺黄,辰砂,皂荚仁,白矾,生白龙脑
茯神,金箔,远志,辰砂,菖蒲,丹参
茯神,枣仁,合欢花,郁金,丹参,当归
辰砂,明矾,天南星,半夏
茯神,枣仁,朱砂,远志,菖蒲,芍药
枣仁,远志,阿胶,麦门冬,丹皮,枳壳
枣仁,远志,丹皮,厚朴,熟地,枳壳
朱砂,琥珀,天麻,丹参,钩藤,大黄
2钱,土鳖虫,熟军,钱,当归,自然铜
朱砂,黄芩,减半,雄黄,山栀仁,黄柏
大腹子,随风子,谷蘖,薏仁,石斛,枇杷叶
川姜,天麻,天南星,干蝎,白附子,白僵蚕
茯神,远志,菖蒲,丹参,麦冬,贝母
枣仁,远志,陈皮,枳实,五味子,人参
茯神,枣仁,远志,菖蒲,柏子仁,人参
枣仁,朱砂,远志,柏子仁,菖蒲,当归
茯神,远志,厚朴,半夏,茯苓,紫苏
茯神,枣仁,琥珀,菖蒲,肉苁蓉,枸杞
川姜,天麻,天南星,干蝎,白附子,白僵蚕
茯神,枣仁,远志,丹皮,麦冬,石斛
茯神,远志,麦冬,当归,犀角,知母
茯神,巴戟,黑附子,阳起石,干姜,肉苁蓉
生川连,肉桂心
琥珀,香附,茯苓
檀香,石灰华,洪连,榜嘎,高山辣根菜,红景天
檀香,石灰华,洪连,榜嘎,高山辣根菜,红景天
珍珠母,太子参,当归,菟丝子,山药,地骨皮
远志,菖蒲,龙骨,龟甲
茯神,远志,桂心,麦门冬,龙齿,天门冬
枣仁,远志,琥珀,菖蒲,芍药,桂枝
枣仁,粳米,龙眼肉
红糖,粳米,莲子粉
茯神,朱砂,琥珀,郁金,丹参,沉香
洗去蜜酒令尽,菟丝子,锉,用药同水酒入银石器内煮半日,入银石器内水熬烂,搜下项药
巴戟,阳起石,钟乳,金铃子,灵砂,肉蔻
辰砂,蝎梢,真麝香1字,蜈蚣,白僵蚕,人参
干百合,蜂蜜
茯神,枣仁,当归,陈皮,五味子,人参
茯神,金箔,枣仁,远志,琥珀,辰砂
茯神,枣仁,远志,黄耆,当归,陈皮
茯神,天竺黄,防风,贝母,枳壳,陈皮
羊心,鲜玫瑰花,食盐
茯神,远志,辰砂,山药,麝香,人参
茯神,枣仁,朱砂,远志,麦门冬,龙齿
茯神,远志,菖蒲,丹参,丹参,麦冬
茯神,肉苁蓉,枸杞,芡实,韭子,牛膝
珍珠母,枣仁,合欢皮,丹参,钩藤,夏枯草
真豆粉,大朱砂,梅花片,丹参,甘草
珍珠母,胆酸,板蓝根,黄芩,猪脱氧胆酸,水牛角
枣仁,沉香,牛心粉,枫香脂,丁香,木香
茯神,枣仁,朱砂,远志,牡蛎,人参
枣仁,知母,茯苓,芎藭,甘草
枣仁,粳米
枣仁,夜交藤,丹参,生地,龙骨,炒柏子仁
光明砂,磁石,神曲
琥珀,辰砂,当归,滴乳,麝香,没药
使君子仁,铁粉,蛇黄,天南星,茯苓
茯神,远志,辰砂,菖蒲,丹参,麦冬
远志,肉苁蓉,巴戟天,菟丝子,牛膝,山萸
枣仁,干姜,当归,山药,白术,莲肉
朱砂,琥珀,天南星
朱砂,远志,琥珀,黄耆,生地,白芍
檀香,朱砂,琥珀,天麻,降香,麝香
檀香,朱砂,琥珀,天麻,降香,郁金
茯神,枣仁,远志,辰砂,柏子仁,黄耆
檀香,枣仁,石灰华,高山辣根菜,红花,沉香
金箔,琥珀,朱砂,羌活,天南星,白僵蚕
茯神,金箔,远志,铁粉,丹参,丹参
远志,巴戟,牛膝,菟丝子,地黄,杜仲
檀香,三,白芷,川芎,甘草,桔梗
枣仁,远志,柏子仁,麦门冬,丹参,当归
茯神,枣仁,远志,菖蒲,柏子仁,麦门冬
枣仁,朱砂,远志,柏子仁,菖蒲,丹参
枣仁,山药,山萸,五味子,党参,茯苓
枣仁,远志,桂心,麦门冬,黄芩,萆薢
葱,鸡,酒,乌灵参,姜,盐
朱砂,郁金,黄芩,丹参,栀子,黄连
枣仁,柏子仁,丹皮,丹参,莲子心,玄参
茯神,犀角屑,麦门冬,龙齿,黄芩,人参
琥珀,辰砂,枸杞,青龙齿,白芍,赤芍
茯神,珍珠母,合欢皮,丹参,夏枯草,钩藤
红糖,小米,龙眼肉
鸡蛋,小米
枣仁,小米,蜂蜜
朱砂,胆南星,人参,脑,真珠,麝
天竺黄,飞朱砂,珠粉,菖蒲,胡连,贝母
远志,辰砂,干姜,肉苁蓉,牡蛎,人参
茯神,枣仁,远志,柏子仁,黄耆,当归
朱砂,钩藤,白术,人参,茯苓,甘草
枣仁,远志,黄耆,麦门冬,当归,胆南星
葱,白糖,香油,味精,花椒,玉竹
枣仁,合欢皮,女贞子,浮小麦,何首乌,灵芝
枣仁,白糖,夜交藤,粳米
远志,芍药,桂心,黄耆,当归,五味子
枣仁,薏仁,麦冬,当归,山药,川断
茯神,枣仁,柏子仁,丹皮,丹参,生地
茯神,枣仁,远志,柏子仁,黄耆,阿胶
寒水石,黄金,丁子香,磁石,犀角,沉香
朱砂,柏子仁,肉苁蓉,紫石英,麝香,人参
茯神,枣仁,远志,当归,人参,地黄
