红花,三七,山楂,葛根,川芎
红花,三七,山楂,葛根,川芎
桃仁,丹参,红花,田七,赤芍,生地
自然铜,没药,乳香,土鳖虫,麻黄,马前子
醋,半夏
桃仁,红花,海藻,海金砂,昆布,冬葵
泽兰,山栀,郁金,川楝,枳实,柴胡
丹参,茯苓,五味子,沙参,赤芍,枳实
没药,赤芍,凌霄花,木香,当归,桂心
红花,五灵脂,赤芍,生地,赤茯苓,黄芩
炉甘石,珍珠,麝香,牛黄,冰片,硼砂
丹参,薏苡仁,牡丹,茯苓,败酱,麦门冬
归尾,草决,黄连,蒺藜,连翘,生地
玄胡,肉桂,槟榔,三棱,莪术,茯苓
丹参,茜草,茯苓,地鳖,清风藤,黄柏
地龙,玄胡,赤小豆,没药,血竭,乳香
红花,归尾,刘寄奴,益母草,酒生地,赤芍
桃仁,泽兰,瓦楞子,新绛,郁金,赤芍
桃仁,泽兰,丹参,红花,蒲公英,败酱草
地龙,仙灵脾,盐黄柏,盐知母,肉桂,木通
丹参,牡蛎,白花蛇舌草,郁金,三棱,夏枯草
丹参,地龙,川楝,王不留行,橘叶,皂角刺
丹参,海藻,牡蛎,昆布,三棱,夏枯草
红花,三七,樟脑,麝香,薄荷脑,龙血竭
桃仁,地龙,红花,灵脂,没药,秦艽
红花,蒲黄,三棱,黄芪,川芎,党参
桃仁,人参,黄芩,生地,鳖甲,大黄
玄胡,乳香,广郁金,枳实,香附,柴胡
桃仁,泽兰,红花,酒丹参,当归尾,牛膝
桃仁,黑姜,炙草,川芎,当归
红花,干葛,苏叶,半夏,细辛,防风
没药,元胡,灵脂,香附
玄胡,五灵脂,没药,蒲黄,赤芍,官桂
五灵脂,蒲黄
茅根,半枝莲,金钱草,石苇,海金砂,郁金
桃仁,黄连,吴萸,半夏,陈皮
生甘草,干葛,山楂,升麻,僵蚕,蝉蜕
玄胡,北芍药,蓬术,丹皮,当归,川芎
熟军,元胡,灵脂,藏红花,三棱,丹皮
桃仁,红花,元胡,威灵仙,防己,桂枝
红花,山楂,泽泻,当归尾,乌药,青皮
桃仁,归尾,丹参,红花,乳香,蕺莱
桃仁,干漆,芎藭,芍药,当归,桂心
桃仁,蒲黄,消石,大枣,大黄,甘草
桃仁,白术,赤芍,三棱,陈橘皮,诃黎勒皮
桃仁,红花,山栀,丹皮,郁金,赤芍
莪茂,人参,丹皮,牛膝,芍药,川芎
红花,自然铜,没药,血竭,乳香,苏木
没药,乳香,丹皮,肉桂,骨碎补,黄柏
丹参,地龙,鸡血藤,乌梢蛇,蜈蚣,钩藤
桃仁,红花,路路通,赤芍,丝瓜络,石菖蒲
丹参,没药,血竭,乳香,金银花,公英
桃仁,红花,赤芍,柴胡,牛膝,生地
玄胡,苦楝,地黄,芍药,当归,川芎
玄胡,当归
桃仁,桑白皮,制香附,荆芥,赤芍,青龙齿
九肋鳖甲,干蟾,海藻,麦蘖,使君子,黄连
蒲公英,没药,乳香,木瓜,栀子,地鳖虫
红花,蓬术,透骨草,川山甲,萝卜子,三棱
炮山甲,麻仁,牡蛎,乌梅,五倍子,苦参
丹参,三七,山楂,郁金,泽泻,槐花
茅根,过路黄,凤尾草,山楂
桃仁,自然铜,丹参,玄胡,没药,乳香
泽兰,白术,佛手,牡蛎,山楂,王不留行
虎杖,仙灵脾,半枝莲,仙鹤草,生鸡内金,鹿衔草
桃仁,没药,金钱草,乳香,薏苡仁,车前子
桃仁,红花,杷叶,玄参,木蝴蝶,石斛
虎杖,泽兰,蒲公英,板蓝根,酒大黄,土茯苓
虎杖,横经席,羊耳菊,豆豉姜,香加皮,草乌薄荷脑
桃仁,地龙,丹参,红花,鸡血藤,伸筋草
槐皮,苦楝皮,雄黄
