丹参,川芎,甘草,当归,莲子心,薄荷
油,油,黄丹,白蜡,商陆根,柳白皮
没药,乳香,白蜡,铅粉,轻粉,密陀僧
冰片,乳香,樟脑,白蜡,轻粉,官粉
冰片,樟脑,轻粉,石膏,红粉
冰片,熊胆,炉甘石,硇砂,珍珠,麝香
白锡粉,阿飞勇,李子树胶,可铁刺
紫苏,大腹皮,木瓜,陈皮,羌活,槟榔
没药,乳香,雄黄,轻粉,孩儿茶,官粉
板蓝根,糖粉,淀粉,菠萝香精油
黄蘖,寒水石,甘草,石膏
没药,乳香,铜绿,白蜡,松香,麻油
没药,血竭,香油,木鳖子,乳香,硼砂
金银花,没药,血竭,赤芍,木鳖子,乳香
赤小豆,黄丹,白芷,蒲黄,半夏
芙蓉叶,赤小豆,赤芍,五倍子,白芷,黄柏
冰片,没药,乳香,前胡,麝香,犀黄
黄柏,寒水石,甘草,石膏
木鳖子,花粉,黄柏,无名异,大黄,黄芩
一点红,九里明,射干,甘草
乳香,黄丹,白矾,密陀僧,轻粉,麝香
大戟,甘遂,芫花,土狗,大黄
冰片,玄明粉,黄柏,麝香,煅硼砂,黄连
冰片,玄明粉,黄柏,麝香,黄连,炒硼砂
冰片,硼砂,胆矾,雄黄,麝香,朱砂
冰片,硼砂,玄明粉,朱砂
冰片,鸡蛋,黄油
冰片,西丹参,熊胆,青鱼胆,珠粉,麝香
梅片,硼砂,炉甘石,珠子,琥珀,麝香
冰片,乳香,文蛤,全蝎,雄黄,朱砂
冬瓜皮,车前子,鸡内金,白茅根,陈葫芦,旱莲草
冰片,血竭,没药,樟脑,乳香,东丹
冰片,三七,香油,没药,血竭,乳香
血竭,没药,三七,赤芍,乳香,土鳖虫
马钱子,没药,血竭,乳香,土鳖虫,自然铜
血竭,没药,三七,赤芍,乳香,土鳖虫
没药,乳香,山甲,知母,花粉,蜈蚣
银花,没药,乳香,血余,连翘,白芷
芥菜花1味
麻黄素,葡萄糖粉,辛夷花,鹅不食草
核桃仁
核桃仁
没药,乳香,蓖麻子仁,白芷,独活,老葱
乳香,白胶香,白芷,定粉,白蔹
十,一十,木通,地黄,茯苓,滑石
紫苏,白术,泽泻,木瓜,麦门冬,砂仁
芙蓉叶,白芷,天南星,独活,紫金皮
山柰,官桂,麝香,红花,川芎,白芍
瓜子,桃仁,牡丹,皮硝,大黄
瓜子,桃仁,牡丹,皮硝,大黄
葶苈,木通,莽草,大黄
蒲公英,银花,赤芍,木鳖子,乳香,黄柏
白酒,麻子仁,大豆,乌蛇
白酒,牛蒡,地骨皮,杉木节,大麻仁,独活
蒲公英,银花,野菊花,连翘,草河车,半枝莲
冰片,木鳖子,熊胆,白菊花,木贼草,青葙子
冰片,银花,枸杞,熊胆,硼砂,木贼草
香油,核桃仁,蝈蝈,牛胆
月石,海浮石,胖大海,诃子
马钱子,穿山甲,白蒺藜,蜂房,胡连,荆芥
秦皮,羚羊角,前胡,朱砂,犀角屑,细辛
粳米,茯苓
炒白芍,黄苓,白术,泽泻,地黄,麦门冬
芙蓉叶,榆面,皮硝,大黄
芙蓉叶,冰片,黄柏,泽兰叶,黄连,大黄
芙蓉叶,冰片,黄柏,番泻叶,黄连,大黄
绿豆,泽兰,秦皮,连翘,夏枯草,白芷
绿豆,泽兰,秦皮,连翘,夏枯草,白芷
赤芍,穿山甲,夏枯草,红花,桃仁,莪术
蒲公英,赤芍,甘草,大青叶,丹皮,黄芩
肿节风浸膏,薄荷,薄荷
银花,红藤,薏仁,三颗针,甘草,桃仁
50,食用乙醇,两背针,高粱酒,红花,苏木
金银花,赤芍,赤小豆,车前子,连翘,鸡血藤
车前子,太子参,泽泻,茯苓,猪苓,五加皮
连翘,甘草3寸半,陈皮,青皮
抱鸡蛋壳
葶苈,防己,甘草
白酒,瓜蒌,甘草
冬瓜皮,赤小豆,西瓜皮,白茅根,玉米须
梅片,硼砂,熊胆,炉甘石,琥珀,黄连
冰片,血竭,没药,乳香,白信,莪术
冰片,西瓜霜,山豆根,硼砂,黄柏,射干
金银花,连翘,牛蒡,花粉,柴胡,栝楼
没药,乳香,栝楼,甘草,当归
牛蒡,栝楼,甘草,生姜
蒲公英,没药,白芍,三仙,川朴,柴胡
岗梅,毛冬青,山芝麻,金钱风,牛膝
赤芍,桃仁,莪术,丹参,三棱
冰片,雄黄,朱砂面,滑石,甘草
铜绿,归尾,新针,苦参,甘石,胆矾
金银花,赤芍,木通,龙胆草,柴胡,吴萸
冰片,乳没,硇砂,草乌,天南星,麝香
五倍子,朴消,小麦,白矾,葱白
银花,赤芍,黄柏,牛蒡,黄连,升麻
赤小豆,青盐,黄柏,杏仁,黄连,马牙消
金银花,赤芍,连翘,归尾,柴胡,桔梗
银花,赤芍,连翘,黄柏,花粉,薄荷
食盐,鲜黄花菜
冬瓜皮,生姜皮,白糖,茯苓皮,黄芪,枣仁
清油,零陵香,天麻,地黄,芎,黄蜡
大戟,甘遂,麦蘖,陈曲,陈皮,陈皮
五倍子,枯矾,白芷,黄丹,雄黄,轻粉
冰片,儿茶,甘石,轻粉,元连,龙骨
马钱子,穿山甲,黑附子
连翘,茵陈,贝母,木通,甘草,藿香
粳米,陈葫芦粉
冬瓜皮,西瓜皮,葫芦壳,枣仁
橘核,乳香,昆布,莪术,穿山甲,荔枝核
金银花,茯苓,木通,归尾,皂角,木瓜
白酒,红蓝花
酒精,75,红花
冰片,松香,白芷,轻粉,贝母,潮脑
赤芍,红花,白及,当归,防风
冰片,枯矾,硼砂,鸡内金,麝香,朱砂
冰片,棉胭脂,枯矾面
冰片,西瓜霜,元明粉,月石,朱砂,石膏
血竭,海藻,琥珀,麝香,五灵脂,天南星
白芷,郁金,天南星,大黄
油,木鳖子,桂心,白芷,黄丹,木通
熊胆,梅片,血琥珀,儿茶,丹参,珍珠
没药,乳香,黑丑,琥珀,沉香,白丑
獾油,冰片面
獾油,地榆,石膏,大黄
没药,乳香,雄黄,菖蒲,蜈蚣,黄米
冰片,香油,血竭,没药,乳香,黄丹
冰片,三七,乳香,土鳖虫,自然铜,当归
三七,乳香,土鳖虫,自然铜,当归
冰片,血竭,没药,乳香,土鳖虫,儿茶
胶布固定,活蚯蚓数条,贴敷患处,外盖纱布,6次,用纱布蘸透此液
茯苓皮,泽兰,车前子,黄芪,泽泻,金钱草
金银花,没药,乳香,连翘,花粉,穿山甲
姜黄,白芷,花粉,芍药
赤芍,白芷,花粉,郁金
槐角,地榆,枳壳,当归,黄芩,防风
没药,乳香,栝楼,苏木,甘草,忍冬
五倍子
冰片,西瓜霜,熊胆,玄明粉,人指甲,雄黄
没药,乳香,赤芍,花粉,贝母,木通
葶苈,甘遂,红芽大戟,神曲,灵脂,芫花
葶苈,大戟,甘遂,灵脂,芫花,江子霜
化毒散,祛湿药膏
没药,乳香,草乌,浮石,巴豆
五倍子,枯矾,雄黄,桃仁,川椒,蛇床子
鸡蛋
冬瓜,鲫鱼
野菊花,贝母,白茅根,薄荷
蒲公英,红藤,厚朴,大黄
淮地,薄荷,川乌
冰片,硼砂,火消,硇砂,雄黄,僵蚕
鲜金针菜根,猪蹄
干蟾皮不拘多少
川军,明雄,山甲,全蝎,朱砂,僵蚕
山菊花,黄柏,栀子,黄连,黄芩
叶子雌黄,郁金,麝香,黄连,槟榔,大黄
三七,金刚莲,马钱子霜,接骨木,陈皮,五加皮
三七,金刚莲,马钱子霜,见血清,捆仙绳,18厘米
冰片,枪消,蒲黄,僵蚕,牙皂
元明粉,京红粉,轻粉
芙蓉叶,人中黄,大青叶,青黛
冰片,松香,连翘,白芷,薄荷,天南星
蟾酥,雄黄,朱砂,丁香
蒲公英,银花,赤芍,连翘,花粉,薄荷
银花,赤芍,连翘,白芷,薏仁,花粉
蒲公英,金银花,赤芍,赤小豆,川军,连翘
白菊花
花椒,生葱,陈酒糟,广胶,葱白,艾叶
香油,章丹
金银花,连翘,山栀,黄连,芍药,甘草
橘核,川军,茱萸,玄胡,干姜,乌药
血竭,没药,乳香,土鳖虫,发灰,自然铜
花椒,黄丹,大蒜头,槐枝,葱白,生姜
马钱子,草乌,枳壳
没药,乳香,好麻,苏木
没药,木鳖子,虎骨随多少,羊胫骨灰,自然铜,茯苓
发灰,皂角末,小黄米面
冰片,没药,熊胆,青鱼胆,乳香,黄柏
鸡内金,薄荷,栀子,黄连,升麻
没药,乳香,木鳖子,葱,白胶香,清油
乌药,穿山甲,茯苓,泽泻,红花,甘草
蒲公英,瓜蒌,元参,赤芍,郁金,马勃
车前子,官桂,茱萸,地黄,黑附子,泽泻
西瓜霜,珠粉,西黄,琥珀
白果,地肤子,黄芪,桑白皮,白茅根,熟地
昆布,海藻,木通,白术,甘草,黄连
没药,乳香,紫苏,黄柏,薄荷,轻粉
没药,乳香,黄柏,薄荷,苏叶,轻粉
冰片,月石,贝母,朱砂,滑石,龙骨
没药,乳香,麻黄,马钱子粉
没药,乳香,土鳖虫,自然铜,麻黄,马前子
醋2500毫升,半夏
广地龙,西秦艽,大独活,威灵仙,甘草,杜仲
或,9克,9克,3克,萝卜子,枳壳
鸡蛋,细盐,龙衣
冰片,蝙蝠
冰片,西瓜霜,马勃,麝香,青黛,蒲黄
粳米,高良姜,香子,蔓荆子,鹿头肉
冬瓜,鲤鱼头
黄丹,蛇床人,乱发,杏仁,黄蜡,蛇蜕皮
冰片,血竭,没药,山豆根,熊胆,硼砂
银花,红藤,炙山甲,川楝,桃仁,皂角刺
蒲公英,红藤,金银花,连翘,夏枯草,贝母
银花,赤芍,连翘,白芷,黄柏,柴胡
金银花,赤芍,连翘,白芷,黄柏,花粉
荠苨,连翘,人参,桑白皮,茯苓,甘草
鲜萝卜缨
粳米,绿豆
绿豆,白糖
葶苈,人参,桑白皮,贝母,紫菀,五味子
蟾酥,乳香,硇砂,雄黄,麝香,轻粉
血竭,没药,蟾酥,轻粉,金脚信,龙脑
血竭,蟾酥,胆矾,麝香,京墨,朱砂
血竭,蟾酥,胆矾,麝香,京墨,朱砂
昆布,海石,贝母,天葵子,牡蛎
赤芍,刘寄奴,炒桃仁,生地,大黄,枳壳
没药,乳香,木鳖子,黄丹,麻油,蓖麻子
葱,赤芍,紫苏,玄胡,黄柏,千里马
冬瓜皮,车前子,官桂,大腹皮,带皮苓,急性子
蟾酥,西丹参,珠粉,飞腰黄,飞朱砂,麝香
冰片,蟾酥,珍珠,雄黄,丹参,丁香
芙蓉叶,草乌,野芋头,天南星,川乌
大麻子仁,大黄
大米,白茅根
葶苈,海藻,泽泻,商陆根,栝楼,蜀漆
冰片,蟾酥,葶苈,血竭,没药,熊胆
生姜皮,车前子,莪术,木通,川萆解,山楂
蒲公英,粳米
紫草茸,白芷,地黄,茯苓,甘草,半夏
银花,赤芍,连翘,牛蒡,薄荷,莲子芯
金银花,桔梗,青果,北豆根,麦冬,白芍
紫苏,葫芦巴,白术,地肤子,泽泻,猪苓
冰片,白糖,大蚯蚓
赤芍,连翘,黄柏,甘草,黄连,黄芩
连翘,白芷,射干,荆芥,桔梗,柴胡
冰片,血竭,没药,乳香,赤小豆,儿茶
闹羊花
芙蓉叶,花粉,生川柏,东丹,滑石,大黄
生清油,茶叶末
赤芍,连翘,黄柏,花粉,知母,地黄
赤芍,连翘,黄柏,花粉,知母,地黄
金银花,地榆,薏仁,麦冬,甘草,玄参
蒲公英,野菊花,金银花,瓜蒌,连翘,甘草
蒲公英,金银花,赤芍,车前子,连翘,地骨皮
金银花,地黄,连翘,山栀,黄连,甘草
连翘,牛蒡,前胡,薄荷,桔梗,荆芥
金银花,玄明粉,连翘,薄荷,桔梗,鼠粘子
芙蓉叶,赤小豆,白芷,黄柏,雄黄,紫车前
冰片,血竭,没药,乳香,儿茶,麝香
金银花,甘菊花,麦冬,熟地,生地
姜黄,白芷,黄柏,花粉,天南星,甘草
白酒,如意草
赤芍,昆布,海藻,鸡血藤,柴胡,王不留行
连翘,元参,白术,花粉,甘草,鼠粘子
冰片,三七,血竭,樟脑,地黄,薄荷
冰片,血竭,没药,乳香,儿茶,自然铜
白酒,苏木
没药,人参,栝楼,甘草,当归
续随子,红芽大戟,山慈菇,文蛤,麝香
金银花,没药,乳香,贝母,花粉,白芷
甜石榴,酸石榴,清酒,党参,苍耳子,苦参
车前子,车前草,生枳,白术,薏仁,荆芥
冰片,虎杖,黄柏
白芷,黄柏,郁金,轻粉,绿豆粉,白及
紫苏,人参,莪术,官桂,五灵脂,甘草
樟冰,如意金黄散
金银花,赤芍,山豆根,牛蒡,知母,射干
大腹子,干姜,白术,木瓜,黑附子,甘草
芙蓉叶,黄柏,泽兰叶,黄连,大黄,黄芩
大黄末,黄柏末,雄黄,丹参
草乌,狼毒,天南星,半夏
粳米,商陆
西丹参,贝母,青鱼胆,硼砂,大梅片,血琥珀
马钱子,枳壳
连翘,白芷,黄柏,薄荷,桔梗,荆芥
白菊花,北防风,地黄,黄柏,白蒺藜,甘草
芙蓉叶,赤小豆,五倍子,草乌,白及,半夏
芙蓉叶,薄荷,泽兰叶,耳草叶,金桐叶,大黄
没药,桂心,琥珀,细辛,麝香,当归
葶苈,泽泻,木通,白术,辣桂,猪苓
葶苈,人参,桑白皮,贝母,紫菀,五味子
没药,乳香,透骨草,白芷,木瓜,川椒
连翘,大力子,僵蛹,莱菔,夏枯草,薄荷
粳米,桃花瓣
没药,乳香,硇砂,糯米,丁香
白酒,天天果
灯心草,猪苓,茯苓,泽泻,滑石,茯神
赤小豆,白樟柳根,陈皮,木香
没药,乳香,黄柏,骨碎补,肉桂,白及
猪蹄蜕,蚕蜕,穿山甲,荆芥,蝉蜕,蛇蜕
白芷,天南星,红花,防风,当归
白芷,穿山甲,生地,黄耆,当归
赤芍,连翘,牛蒡,地黄,甘草,水牛角浓缩粉
生姜皮,茯苓皮,大腹皮,桑白皮,陈皮
蒲公英,银花,野菊花,紫背天葵子,地丁
没药,乳香,雄精,麝香
冰片,西瓜霜,薄荷,薄荷
升麻22,犀角,甘草,玄参,大黄
芙蓉叶,白芷,紫荆皮,菖蒲,芍药,橙橘叶
葶苈,生姜皮,车前子,泽泻,木通,猪苓
芙蓉叶,草乌,五倍子,陈小粉,天南星,半夏
乳香,上冰片,白及,丹皮
姜黄,散血草,透骨草,黄柏,甘草,陈皮
通脱木,黑牵牛,木通,白术,瞿麦,滑石
蒲公英,没药,乳香,木瓜,地鳖虫,栀子
冰片,熊胆,硼砂,寒水石,黄连,甘草
蒲公英,芙蓉叶,金银花,牛蒡,花粉,甘草
连翘,蓖麻仁,夏枯草
银花,白芷,贝母,柴胡,花粉,僵蚕
连翘,元参,花粉,茯苓,桔梗,山栀
蚯蚓,细辛,雄黄,麻黄,荆芥,天南星
金银花,没药,乳香,瓜蒌,知母,连翘
大戟,葶苈,甘遂,泽泻,桑白皮,芫花
乳香,硼砂,5克,15克,1,芍药
癞虾蟆草,枳壳
没药,乳香,木鳖子,草乌,五灵脂,麝香
冰片,没药,赤芍,乳香,花粉,贝母
粳米,青头雄鸭,葱白
没药,乳香,樟冰,轻粉,麝香,甲片
冰片,铜绿,樟冰,姜黄,胆矾,轻粉
没药,乳香,赤芍,牛蒡,黑附子,草乌
金银花,没药,赤芍,乳香,山豆根,贝母
葶苈,桂心,海藻,松萝,郁李核仁,黄连
败酱,黑附子,薏仁
瓜蒌仁,桃仁,薏仁,白芍,丹皮
黑牵牛头末,茴香
制萸肉,石苇,黄芪,白术,甘草,山楂
乳没,乌药,黄芪,莪术,吴萸,蒲黄
瓜蒌,零香,白芷,麻黄蓍,白芨,麻油
血竭,白芷,麻油,白占,轻粉,甘草
白芷,北芪,辛荑花,杭菊,白术,木通
蟾酥,雄黄,甘草,朱砂
金银花,山豆根,硼砂,甘草
金银花,赤芍,泽兰,细辛,黄连,甘草
没药,乳香,硇砂,雄黄,麝香,白矾
五倍子,山慈姑,雄黄,麝香,朱砂,红大戟
没药,五倍子,乳香,肥皂肉
贝母,紫菀,桑白皮,麻黄,猪苓,杏仁
金银花,地丁,芍药,甘草,大黄,当归
蒲公英,赤芍,黄柏,茯苓,白芷,桃仁
血竭,儿茶,茯苓,红花,甘草,白芍
土鳖虫,樟脑,莪术,朱砂根,香樟,虎杖
血竭,没药,乳香,儿茶,琥珀,轻粉
