丹参,川芎,当归,菊花,甘草,连翘
没药,乳香,密陀僧,白蜡,铅粉,象皮
冰片,乳香,白蜡,轻粉,官粉,樟脑
冰片,红粉,石膏,轻粉,樟脑
冰片,熊胆,炉甘石,螵蛸,麝香,珍珠
李子树胶,可铁刺,白锡粉,阿飞勇
紫苏,香附,陈皮,木瓜,槟榔,木香
没药,乳香,孩儿茶,黄蜡,雄黄,官粉
板蓝根,菠萝香精油,糖粉,淀粉
黄蘖,寒水石,石膏,甘草
没药,乳香,白蜡,铜绿,松香,麻油
没药,血竭,香油,乳香,硼砂,巴豆
金银花,没药,血竭,赤芍,乳香,连翘
赤小豆,黄丹,白芷,半夏,蒲黄
芙蓉叶,赤芍,黄柏,赤小豆,五倍子,大黄
冰片,没药,斑蝥,前胡,乳香,巴豆
寒水石,黄柏,石膏,甘草
木鳖子,黄柏,花粉,无名异,大黄,牡蛎
九里明,一点红,射干,甘草
乳香,黄丹,密陀僧,麝香,白垩,白矾
大戟,甘遂,大黄,土狗,芫花
冰片,黄柏,麝香,黄连,煅硼砂,甘草
冰片,黄柏,明矾,麝香,黄连,甘草
冰片,硼砂,胆矾,朱砂,麝香,制僵蚕
冰片,硼砂,朱砂,玄明粉
冰片,鸡蛋,黄油
冰片,熊胆,西丹参,螵蛸,青鱼胆,制甘石
梅片,硼砂,炉甘石,珠子,麝香,琥珀
冰片,全蝎,乳香,炙穿山甲,朱砂,文蛤
冬瓜皮,车前子,鸡内金,生地,陈葫芦,旱莲草
冰片,没药,血竭,乳香,东丹,樟脑
冰片,三七,没药,香油,血竭,乳香
三七,没药,血竭,赤芍,自然铜,乳香
马钱子,没药,血竭,自然铜,土鳖虫,乳香
三七,没药,血竭,赤芍,土鳖虫,乳香
没药,乳香,山甲,花粉,皂刺,知母
银花,没药,刺猬皮,血余,海带,乳香
芥菜花1味
麻黄素,葡萄糖粉,辛夷花,鹅不食草
核桃仁
核桃仁
没药,乳香,蓖麻子仁,大黄,白芷,老葱
乳香,白胶香,白芷,定粉,白蔹
十,一十,木通,地黄,茯苓,滑石
紫苏,麦门冬,白术,茯苓,木瓜,砂仁
芙蓉叶,紫金皮,白芷,天南星,独活
山柰,官桂,川芎,麝香,当归,白芍
瓜子,桃仁,大黄,牡丹,皮硝
瓜子,桃仁,大黄,牡丹,皮硝
葶苈,木通,大黄,莽草
蒲公英,银花,赤芍,陈皮,全蝎,乳香
白酒,麻子仁,大豆,乌蛇
白酒,地骨皮,杉木节,牛蒡,大麻仁,丹参
蒲公英,银花,野菊花,连翘,草河车,地丁
冰片,熊胆,白菊花,黄柏,麝香,木鳖子
冰片,银花,枸杞,地黄,茯苓,熊胆
香油,核桃仁,牛胆,蝈蝈
贝母,天南星
月石,胖大海,海浮石,诃子
马钱子,刺猬皮,蜂房,苦参,胡连,穿山甲
秦皮,芎,朱砂,前胡,细辛,犀角屑
粳米,茯苓
炒白芍,黄苓,麦门冬,白术,地黄,茯苓
芙蓉叶,大黄,皮硝,榆面
芙蓉叶,冰片,黄柏,大黄,黄连,泽兰叶
芙蓉叶,冰片,黄柏,大黄,黄连,番泻叶
绿豆,连翘,秦皮,夏枯草,泽兰,白芷
绿豆,连翘,秦皮,夏枯草,泽兰,白芷
赤芍,穿山甲,夏枯草,川芎,莪术,桃仁
蒲公英,赤芍,丹皮,大青叶,甘草,黄芩
肿节风浸膏,薄荷,薄荷
银花,红藤,大黄,丹皮,薏仁,三颗针
高粱酒,50,两背针,食用乙醇,红花,苏木
金银花,赤芍,连翘,赤小豆,鸡血藤,车前子
车前子,猪苓,茯苓,太子参,党参,五加皮
连翘,甘草3寸半,陈皮,青皮
抱鸡蛋壳
葶苈,防己,甘草
白酒,瓜蒌,甘草
冬瓜皮,赤小豆,西瓜皮,玉米须,白茅根
梅片,熊胆,硼砂,炉甘石,珍珠,麝香
冰片,没药,血竭,乳香,莪术,白信
冰片,西瓜霜,硼砂,黄柏,大黄,射干
金银花,陈皮,连翘,牛蒡,花粉,柴胡
没药,乳香,当归,栝楼,甘草
牛蒡,栝楼,甘草,生姜
蒲公英,没药,阿胶,川连,槟榔,三仙
金钱风,山芝麻,毛冬青,岗梅,牛膝
赤芍,莪术,桃仁,三棱,丹参
冰片,滑石,朱砂面,雄黄,甘草
铜绿,胆矾,新针,甘石,苦参,归尾
金银花,赤芍,柴胡,木通,龙胆草,皂刺
冰片,麝香,乳没,草乌,天南星,硇砂
五倍子,朴消,葱白,小麦,白矾
银花,赤芍,牛蒡,黄柏,大黄,黄连
赤小豆,青盐,黄柏,大黄,黄连,马牙消
金银花,赤芍,连翘,柴胡,川芎,羌活
银花,赤芍,连翘,黄柏,川芎,花粉
食盐,鲜黄花菜
生姜皮,冬瓜皮,茯苓皮,白糖,黄芪,枣仁
清油,零陵香,地黄,芎,天麻,黄蜡
大戟,甘遂,陈皮,陈皮,陈曲,麦蘖
五倍子,白芷,黄丹,朱砂,蛇床子,明矾
冰片,龙骨,甘石,儿茶,元连,红粉
马钱子,黑附子,穿山甲
连翘,贝母,茵陈,木通,山栀仁,僵蚕
粳米,陈葫芦粉
冬瓜皮,葫芦壳,西瓜皮,枣仁
橘核,乳香,槟榔,昆布,木香,荔枝核
金银花,茯苓,皂角,木通,木瓜,薏仁
白酒,红蓝花
酒精,75,红花
冰片,松香,贝母,白芷,轻粉,蜈蚣
赤芍,白及,红花,当归,防风
冰片,滑石,硼砂,通草,朱砂,鸡内金
冰片,枯矾面,棉胭脂
冰片,西瓜霜,朱砂,元明粉,月石,石膏
血竭,京墨,木香,海藻,海带,天南星
白芷,天南星,大黄,郁金
油,桂心,木鳖子,白芷,黄丹,垂柳枝
梅片,熊胆,儿茶,珍珠,血琥珀,丹参
没药,乳香,槟榔,黑丑,木香,白丑
獾油,冰片面
獾油,地榆,大黄,石膏
没药,乳香,雄黄,黄米,蜈蚣,菖蒲
冰片,没药,香油,血竭,乳香,麝香
冰片,三七,土鳖虫,自然铜,乳香,当归
三七,乳香,土鳖虫,自然铜,当归
冰片,杜仲,没药,血竭,自然铜,土鳖虫
6次,胶布固定,贴敷患处,用纱布蘸透此液,活蚯蚓数条,外盖纱布
茯苓皮,车前子,黄芪,泽兰,炮甲,泽泻
金银花,没药,乳香,连翘,羌活,威灵仙
姜黄,白芷,花粉,芍药
赤芍,白芷,花粉,郁金
槐角,地榆,当归,防风,黄芩,枳壳
没药,乳香,栝楼,忍冬,苏木,甘草
五倍子
冰片,熊胆,西瓜霜,朱砂,人指甲,黄连
没药,乳香,赤芍,花粉,木通,贝母
葶苈,甘遂,陈皮,豆豉,红芽大戟,木香
葶苈,大戟,甘遂,大黄,灵脂,三棱
化毒散,祛湿药膏
没药,乳香,巴豆,草乌,浮石
五倍子,桃仁,蛇床子,乌梅,雄黄,枯矾
鸡蛋
鲫鱼,冬瓜
野菊花,贝母,白茅根,薄荷
蒲公英,红藤,大黄,厚朴
淮地,薄荷,川乌
冰片,硼砂,火消,僵蚕,雄黄,硇砂
鲜金针菜根,猪蹄
干蟾皮不拘多少
川军,明雄,全蝎,山甲,朱砂,僵蚕
山菊花,黄柏,栀子,黄连,黄芩
叶子雌黄,槟榔,麝香,黄连,郁金,大黄
三七,金刚莲,马钱子霜,陈皮,接骨木,五加皮
三七,金刚莲,马钱子霜,捆仙绳,五加皮,见血清
冰片,僵蚕,牙皂,枪消,蒲黄
京红粉,元明粉,轻粉
芙蓉叶,青黛,人中黄,大青叶
冰片,连翘,松香,薄荷,白芷,橡胶
蟾酥,朱砂,雄黄,丁香
蒲公英,赤芍,银花,连翘,薄荷,花粉
银花,赤芍,连翘,白芷,花粉,薏仁
蒲公英,金银花,赤芍,连翘,赤小豆,川军
白菊花
花椒,陈酒糟,生葱,葱白,广胶,艾叶
香油,章丹
金银花,连翘,黄连,丹皮,山栀,甘草
橘核,川军,干姜,茱萸,乌药,胡芦巴
没药,血竭,乳香,自然铜,土鳖虫,发灰
花椒,生姜,黄丹,葱白,槐枝,大蒜头
马钱子,草乌,枳壳
没药,乳香,好麻,苏木
没药,自然铜,茯苓,木鳖子,羊胫骨灰,故纸
小黄米面,皂角末,发灰
冰片,赤石脂,熊胆,没药,朴消,乳香
鸡内金,薄荷,黄连,栀子,升麻
没药,乳香,葱,白胶香,清油,川山甲
蒲公英,赤芍,马勃,元参,蜂房,薄荷
车前子,官桂,茱萸,黑附子,地黄,茯苓
西瓜霜,珠粉,琥珀,西黄
白果,地肤子,黄芪,阿胶,桑白皮,白茅根
昆布,海藻,木通,白术,茯苓,半夏
没药,乳香,紫苏,黄柏,薄荷,红粉
没药,乳香,黄柏,薄荷,红粉,轻粉
冰片,滑石,龙骨,朱砂,月石,贝母
没药,乳香,麻黄,马钱子粉
没药,乳香,自然铜,土鳖虫,麻黄,马前子
醋2500毫升,半夏
西秦艽,大独活,广地龙,杜仲,骨碎补,海桐皮
或,3克,9克,9克,厚朴,萝卜子
鸡蛋,龙衣,细盐
冰片,蝙蝠
冰片,西瓜霜,马勃,僵蚕,麝香,青黛
粳米,高良姜,香子,鹿头肉,蔓荆子
冬瓜,鲤鱼头
蛇床人,黄丹,露蜂房,蛇蜕皮,玄参,乱发
冰片,没药,熊胆,血竭,硼砂,黄柏
银花,红藤,丹皮,川楝,炙山甲,皂角刺
蒲公英,金银花,连翘,红藤,贝母,夏枯草
银花,赤芍,连翘,柴胡,黄柏,麻黄
金银花,赤芍,连翘,柴胡,黄柏,花粉
鲜萝卜缨
粳米,绿豆
白糖,绿豆
葶苈,人参,紫菀,贝母,桑白皮,五味子
蟾酥,乳香,朱砂,麝香,硇砂,雄黄
蟾酥,没药,血竭,朱砂,金脚信,麝香1字
蟾酥,血竭,京墨,朱砂,胆矾,麝香
蟾酥,血竭,京墨,朱砂,胆矾,麝香
贝母,昆布,天葵子,海石,牡蛎
赤芍,炒桃仁,刘寄奴,大黄,生地,枳壳
没药,乳香,自然铜,麻黄,黄丹,草乌
赤芍,紫苏,葱,玄胡,陈皮,槟榔
冬瓜皮,车前子,官桂,通草,急性子,姜川朴
蟾酥,西丹参,麝香,珠粉,飞腰黄,飞朱砂
冰片,蟾酥,珍珠,雄黄,丁香,丹参
芙蓉叶,天南星,草乌,川乌,野芋头
大麻子仁,大黄
大米,白茅根
葶苈,海藻,商陆根,蜀漆,泽泻,牡蛎
冰片,蟾酥,葶苈,没药,熊胆,血竭
生姜皮,车前子,陈皮,木香,木通,山楂
蒲公英,粳米
紫草茸,白芷,地黄,茯苓,川芎,半夏
银花,赤芍,连翘,牛蒡,川芎,羌活
金银花,麦冬,白芍,北豆根,玄参,青果
葫芦巴,紫苏,地肤子,白术,猪苓,桃仁
冰片,白糖,大蚯蚓
赤芍,连翘,黄柏,甘草,黄连,黄芩
连翘,射干,白芷,柴胡,川芎,羌活
冰片,没药,血竭,乳香,赤小豆,儿茶
闹羊花
芙蓉叶,滑石,生川柏,东丹,大黄,花粉
茶叶末,生清油
赤芍,连翘,地黄,花粉,黄柏,知母
赤芍,连翘,地黄,花粉,黄柏,知母
金银花,地榆,麦冬,当归,薏仁,玄参
蒲公英,金银花,连翘,野菊花,生地,瓜蒌
蒲公英,金银花,地骨皮,连翘,赤芍,匾蓄
金银花,地黄,连翘,川芎,甘草,黄连
连翘,牛蒡,薄荷,前胡,荆芥,桔梗
金银花,连翘,鼠粘子,大黄,玄明粉,黄连
芙蓉叶,黄柏,赤小豆,大黄,黄连,白及
冰片,没药,血竭,乳香,朱砂,儿茶
金银花,甘菊花,熟地,麦冬,生地
姜黄,白芷,陈皮,花粉,黄柏,天南星
白酒,如意草
赤芍,海藻,昆布,鸡血藤,王不留行,菟丝子
连翘,元参,白术,花粉,桔梗,桅子
冰片,地黄,三七,血竭,薄荷,麝香
冰片,没药,血竭,自然铜,黄柏,乳香
白酒,苏木
没药,人参,甘草,栝楼,当归
续随子,红芽大戟,山慈菇,麝香,文蛤
金银花,没药,乳香,陈皮,川山甲,角刺
酸石榴,甜石榴,苍耳子,清酒,羌活,苦参
车前子,生枳,白术,车前草,薏仁,荆芥
冰片,黄柏,虎杖
白芷,黄柏,郁金,白及,大黄,绿豆粉
如意金黄散,樟冰
金银花,赤芍,牛蒡,射干,挂金灯,炙僵蚕
大腹子,干姜,白术,黑附子,木瓜,厚朴
芙蓉叶,黄柏,大黄,黄连,泽兰叶,黄芩
黄柏末,大黄末,雄黄,丹参
草乌,狼毒,天南星,半夏
粳米,商陆
大梅片,硼砂,珍珠,西丹参,马勃,青鱼胆
马钱子,枳壳
连翘,白芷,黄柏,薄荷,川芎,荆芥
白菊花,地黄,北防风,白蒺藜,骨碎补,黄柏
芙蓉叶,赤小豆,五倍子,白及,草乌,川乌
芙蓉叶,大黄,牛膝,金桐叶,薄荷,耳草叶
没药,桂心,细辛,麝香,琥珀,芍药
葶苈,白术,猪苓,茯苓,木通,辣桂
葶苈,人参,紫菀,贝母,桑白皮,五味子
没药,乳香,透骨草,羌活,白芷,骨碎补
连翘,夏枯草,薄荷,僵蛹,大力子,莱菔
粳米,桃花瓣
没药,乳香,硇砂,糯米,丁香
白酒,天天果
灯心草,猪苓,茯神,茯苓,滑石,泽泻
赤小豆,白樟柳根,陈皮,木香
没药,乳香,黄柏,骨碎补,五加皮,大黄
猪蹄蜕,蚕蜕,荆芥,穿山甲,粉草,蝉蜕
白芷,天南星,当归,红花,防风
白芷,穿山甲,当归,生地,黄耆
赤芍,连翘,地黄,牛蒡,水牛角浓缩粉,桔梗
生姜皮,茯苓皮,陈皮,桑白皮,大腹皮
蒲公英,银花,野菊花,地丁,紫背天葵子
没药,乳香,雄精,麝香
冰片,西瓜霜,薄荷,薄荷
升麻22,大黄,犀角,玄参,甘草
芙蓉叶,紫荆皮,骨碎补,橙橘叶,当归,白芷
生姜皮,葶苈,地骨皮,海金沙,车前子,猪苓
芙蓉叶,五倍子,天南星,草乌,陈小粉,半夏
乳香,上冰片,白及,丹皮
姜黄,散血草,透骨草,陈皮,黄柏,香附
通脱木,白术,木通,瞿麦,黑牵牛,茯神
蒲公英,没药,乳香,大黄,木瓜,栀子
冰片,赤石脂,熊胆,硼砂,寒水石,黄连
芙蓉叶,蒲公英,牛蒡,金银花,花粉,当归
连翘,蓖麻仁,夏枯草
银花,柴胡,贝母,白芷,僵蚕,花粉
连翘,元参,花粉,茯苓,陈皮,桔梗
蚯蚓,细辛,荆芥,麻黄,川芎,天南星
金银花,没药,乳香,连翘,瓜蒌,穿山甲
葶苈,大戟,茯苓,甘遂,桑白皮,巴戟
乳香,硼砂,1,15克,5克,朱砂
癞虾蟆草,枳壳
没药,乳香,草乌,木鳖子,麝香,当归
冰片,赤芍,没药,乳香,花粉,大黄
粳米,葱白,青头雄鸭
没药,乳香,樟冰,麝香,甲片,牙皂
冰片,胆矾,姜黄,铜绿,麝香,樟冰
没药,乳香,黑附子,赤芍,草乌,牛蒡
金银花,没药,赤芍,乳香,花粉,白芷
葶苈,桂心,海藻,郁李核仁,松萝,通草
败酱,黑附子,薏仁
瓜蒌仁,桃仁,薏仁,丹皮,白芍
黑牵牛头末,茴香
石苇,制萸肉,白术,黄芪,茯苓,山楂
乳没,乌药,黄芪,川芎,莪术,吴萸
瓜蒌,白芷,零香,白芨,麻油,麻黄蓍
血竭,当归,白芷,白占,麻油,甘草
北芪,杭菊,辛荑花,苍耳子,白术,白芷
蟾酥,朱砂,雄黄,甘草
金银花,硼砂,山豆根,甘草
金银花,赤芍,细辛,泽兰,金线重楼,羌活
没药,乳香,片脑,麝香,硇砂,雄黄
五倍子,千金子霜,朱砂,红大戟,麝香,山慈姑
没药,五倍子,乳香,肥皂肉
贝母,紫菀,猪苓,桑白皮,茯苓,麻黄
金银花,大黄,当归,地丁,甘草,黄耆
蒲公英,赤芍,茯苓,白芷,桃仁,黄柏
血竭,茯苓,儿茶,木香,莲肉,甘草
土鳖虫,樟脑,千斤拔,穿壁风,羊耳菊,两面针
没药,血竭,乳香,龙骨,儿茶,螵蛸
