红花,三七,山楂,葛根,川芎
红花,三七,山楂,葛根,川芎
桃仁,益母草,川芎,芥穗,当归,炙草
没药,乳香,荔核,瓜蒌,橘核,当归
桃仁,红花,归尾,炮山甲,板蓝根,白术
桃仁,红花,白芍药,川芎,熟地黄,当归
茅根,蒲黄,丹皮,栀子,川芎,生地黄
丹参,茜草,元参,土贝母,白术,黄柏
酒黄芩,秦皮,丹皮,木通,赤芍,生地
茅根,茜草,鸡血藤,仙鹤草,三七粉,旱莲草
红花,黄耆,赤芍,茯苓,川芎,地锦草
丹参,红花,鸡血藤,丹皮,玉竹,桑椹
桃仁,红花,丹参,赤芍,生地,田七
没药,自然铜,乳香,土鳖虫,马前子,麻黄
醋,半夏
桃仁,红花,海藻,海金砂,昆布,冬葵
泽兰,山栀,郁金,川楝,枳实,香附
丹参,赤芍,沙参,制半夏,麦冬,川芎
没药,赤芍,凌霄花,当归,木香,桂心
红花,五灵脂,赤芍,生地,赤茯苓,黄芩
炉甘石,珍珠,麝香,硼砂,牛黄,冰片
丹参,败酱,牡丹,桔梗,薏苡仁,麦门冬
归尾,草决,黄连,白芍,黄芩,生地
玄胡,肉桂,莪术,三棱,槟榔,丁皮
丹参,茜草,王不留行,黄柏,薏米仁,地鳖
地龙,没药,玄胡,血竭,赤小豆,乳香
红花,归尾,刘寄奴,酒生地,益母草,赤芍
桃仁,泽兰,瓦楞子,新绛,赤芍,苏梗
桃仁,红花,丹参,泽兰,蒲公英,王不留行
地龙,仙灵脾,盐知母,盐黄柏,木通,莪术
丹参,牡蛎,三棱,白花蛇舌草,郁金,白芍
丹参,地龙,王不留行,皂角刺,川楝,橘叶
丹参,海藻,牡蛎,昆布,莪术,三棱
红花,三七,龙血竭,樟脑,薄荷脑,麝香
桃仁,红花,地龙,没药,灵脂,秦艽
红花,蒲黄,三棱,党参,黄芪,川芎
桃仁,人参,生地,黄芩,鳖甲,当归
玄胡,乳香,广郁金,白芍,枳实,柴胡
桃仁,红花,泽兰,酒丹参,牛膝,当归尾
桃仁,黑姜,川芎,当归,炙草
红花,干葛,半夏,苏叶,川芎,桔梗
没药,元胡,灵脂,香附
玄胡,五灵脂,没药,蒲黄,赤芍,川芎
五灵脂,蒲黄
茅根,半枝莲,金钱草,石苇,海金砂,木通
桃仁,黄连,半夏,吴萸,陈皮
生甘草,干葛,山楂,僵蚕,当归,升麻
玄胡,蓬术,北芍药,丹皮,川芎,当归
藏红花,熟军,元胡,灵脂,丹皮,三棱
桃仁,红花,元胡,黄柏,制南星,威灵仙
红花,山楂,泽泻,当归尾,乌药,香附
桃仁,红花,丹参,归尾,乳香,蕺莱
桃仁,芎藭,当归,干漆,甘草,芍药
桃仁,蒲黄,大枣,消石,大黄,甘草
桃仁,白术,赤芍,三棱,陈橘皮,鳖甲
桃仁,红花,楂肉,丹皮,赤芍,赤曲
莪茂,人参,丹皮,川芎,牛膝,当归
红花,自然铜,没药,血竭,乳香,丁香
没药,丹皮,肉桂,乳香,骨碎补,黄柏
丹参,地龙,鸡血藤,蜈蚣,黄芪,乌梢蛇
桃仁,红花,赤芍,生地,丝瓜络,路路通
丹参,没药,血竭,乳香,公英,柴胡
桃仁,红花,赤芍,生地,川芎,桔梗
玄胡,苦楝,川芎,地黄,当归,芍药
玄胡,当归
桃仁,木通,赤芍,青龙齿,制香附,白芍
海藻,干蟾,九肋鳖甲,麦蘖,使君子,黄连
蒲公英,没药,乳香,栀子,木瓜,地鳖虫
红花,蓬术,萝卜子,透骨草,川山甲,三棱
麻仁,炮山甲,牡蛎,五倍子,乌梅,苦参
丹参,三七,山楂,郁金,黄芪,槐花
茅根,山楂,凤尾草,过路黄
桃仁,丹参,自然铜,玄胡,没药,乳香
泽兰,王不留行,白术,佛手,山楂,牡蛎
虎杖,仙灵脾,半枝莲,仙鹤草,土茯苓,鹿衔草
桃仁,没药,金钱草,莪术,赤芍,乳香
桃仁,红花,生地,木蝴蝶,玄参,杷叶
虎杖,泽兰,蒲公英,板蓝根,酒大黄,土茯苓
虎杖,樟脑,穿壁风,鹰不扑,两面针,横经席
桃仁,红花,地龙,丹参,伸筋草,鸡血藤
槐皮,苦楝皮,雄黄
