半夏,白芥子,白术,益智,薏仁
贝母,青礞石,硼砂,沉香,人工竺黄
贝母,冰糖,粳米
贝母,粳米,砂糖
贝母,桔梗,陈皮,瓜蒌,茯苓
贝母,紫菀,百部,杏仁,五味子
贝母,款冬花,杏仁,五味子,知母
贝母,柴胡,杏仁,百合,麻黄
贝母,紫菀,杏仁,桔梗,甘草
紫菀,地黄,五味子,黄耆,桑白皮
半夏,胆南星,远志,黄芪,当归
半夏,紫菀,杏仁,桔梗,黄芪
缩砂仁,盐,栝楼,薄荷,白檀
缩砂仁,桔梗,四,三,薄荷
缩砂仁,桔梗,薄荷,川芎,防风
缩砂仁,桔梗,薄荷,川芎,防风
鸡苏叶,缩砂仁,盐,瓜蒌根十,荆芥
鸡苏叶,缩砂仁,盐,瓜蒌根,荆芥
鸡苏叶,缩砂仁,盐,瓜蒌根,荆芥
蓬莪荗,京三棱,枳实,陈皮,黑牵牛
百部,杏仁,麻黄
梅片,朱砂,熊胆,丹参5厘,麝香5厘
紫菀,杏仁,葶苈,石膏,五爪红
贝母,柴胡,上肉桂,厚朴,巴豆
贝母,桔梗,元参,当归,麦冬
贝母,桔梗,当归,麦冬,百合
牵牛,雷丸末,甘遂末,龙脑,粉霜
贝母,板蓝根,木通,连翘,麦冬
生龙脑,朱砂,麦门冬,茯苓,枣仁
贝母,诃黎勒皮,地黄,玄参,知母
半夏,干姜,白术,人参,甘草
天南星,白僵蚕,全蝎,地龙干,五灵脂
天南星,天麻,远志,麝1字,辰砂
天竺黄,天南星,檀香,金箔,枳实
天竺黄,胆南星,僵蚕,全蝎,辰砂
天竺黄,郁金,雄黄,白矾
半夏,杏仁,茶叶,枳实,瓜蒌霜
贝母,天南星,杏仁,紫苏,桔梗
甜杏,白冰
天南星,半复,黄芩
半夏,黑附子,生姜
半夏,苍术,厚朴,茯苓,广皮
贝母,半夏,桔梗,瓜萎仁,枳亮
半夏,杏仁
半夏,芍药,旋复花,桔梗,陈皮
半夏,升麻,柴胡,苍术,藁本
半夏,干姜,陈皮,黄柏,苍术
半夏,白术,天麻
半夏,陈皮,白术,天麻,蔓荆子
半夏,干姜,陈皮,苍术,黄柏
半夏,秫米
半夏,麦芽,陈皮,苍术,厚朴
半夏,紫苏,厚朴,诃黎勒皮,茯苓
半夏,昆布,杏仁,桔梗,射干
半夏,厚朴,干苏叶,茯苓,生姜
贝母,半夏,天南星,白术,白附子
半夏,防风
半夏,朱砂,黄丹,白矾
半夏,白矾
半夏,瓜蒌子
半夏,茯苓,枳壳,朴消
半夏,陈皮,木香,郁李仁,槟榔
半夏,破故纸,沉香,猪苓
半夏,天南星,香附,石膏,栀子
雪梨,北杏,白砂糖
檀香,石膏,拳参,白葡萄干,丁香
檀香,石膏,拳参,白葡萄干,丁香
片脑,霍香叶,桂花,紫苏,硼砂
贝母,柴胡,当归,金银花,黄柏
天南星,朱砂,巴豆,神曲
胆南星,朱砂,全蝎,巴豆,丹参
荸荠,白萝卜,雪梨,生藕,麦冬
胆南星,淡全蝎,天麻,芥穗,独活
半夏,胆南星,党参,全蝎,橘络
贝母,天竺黄,天南星,远志,桔梗
贝母,半夏,胆南星,焦三仙,僵蚕
贝母,胆南星,梅片,僵蚕,陈皮
天南星,僵蚕,天麻,全蝎,辰砂
半夏,天南星,皂角,生姜,白矾
贝母,莲肉,白术,当归,地骨皮
半夏,杏仁,豆
半夏,独活,甘菊,干蝎,防风
半夏,京三棱,陈皮,木香,黑牵牛
半夏,天南星,黑牵牛,猪牙皂角,白矾
天南星,木香
半夏,天南星,干姜
贝母,紫菀,百部,玄明粉,杏仁
半夏,干姜,胡椒,蝎尾
半夏,僵蚕,桔梗,羌活,活蝎子
杏仁,款冬花,远志,胡桃肉,五味子
贝母,葶苈,杏仁,僵蚕,旋覆花
半夏,款冬花,杏仁,白果,黄芩
半夏,款冬花,杏仁,白果,黄芩
杏仁,石膏,陈皮,五味子,砂仁
贝母,半夏,莱菔,白芥子,杏仁
天竺黄,银箔,生犀角,远志,金箔
玄明粉,姜汁,竹沥膏,朱砂面,煅金礞石
半夏,麦芽,陈皮,厚朴,荜澄茄
生犀屑,龙脑,菊花,川芎,细辛
半夏,款冬花,枳实,苦梗,五味子
半夏,天南星,藿香,薄荷,干姜
半夏,天南星,蛤粉,藿香,薄荷
半夏,杏仁,巴豆,马兜铃
贝母,旋复花,杏仁,陈皮,麦冬
天南星,天麻,龙脑,真珠末,干蝎
天竺黄,铅白霜,龙脑,丹砂,天麻
真珠,瑇瑁,龙脑,犀角,丹砂
贝母,陈皮,白术,当归,菖蒲
半夏,姜黄,丁香,白檀香,白术
鹅梨,皂荚,天麻,薄荷,威灵仙
半夏,鳖甲,紫团参,阿胶,甘草
贝母,半夏,葶苈,杏仁,板蓝根
半夏,羌活,茯苓,广皮,防风
杏仁,桔梗,麻黄
半夏,昆布,白芥子,海藻,胆草
半夏,陈皮,茯苓,甘草
半夏,陈皮,茯苓,甘草
半夏,苍术,厚朴,茯苓,广皮
半夏,陈皮,厚朴,苏梗,茯苓
半夏,陈皮,当归,枳实,香附
半夏,陈皮,茯苓,甘草
贝母,石膏,知母
贝母,紫菀,杏仁,款冬花,罂粟壳
贝母,半夏,陈皮,茯苓,知母
贝母,麦门冬,天门冬,知母
半夏,天南星,川朴,僵蚕,桔梗
天竺黄,竹茹,百部,瓜蒌仁,陈皮
贝母,麦冬,天门冬,知母
贝母,北沙参,提麦冬,淡天冬,南沙参
竹茹,远志,泽泻,龙骨,菖蒲
半夏,天南星,白僵蚕,飞过枯矾
半夏,黑附子,陈皮,厚朴,白姜
贝母,桔梗,元参,陈皮,前胡
贝母,芍药,桔梗,陈皮,苍术
半夏,独活,天麻,茯苓,防风
杏仁,木香,防己
贝母,半夏,玉竹,天冬,北沙参
白皮大萝卜,蜂蜜
半夏,陈皮,茯苓,甘草
山芋,远志,芍药,桔梗,陈皮
贝母,葶苈,杏仁,桔梗,旋覆花
鱼腥草,黄芪,铁树叶,白花蛇舌草,党参
贝母,贝母,半夏,半夏,白芥子
贝母,竹茹,蒌仁,郁金,饴糖
半夏,粉霜,黑牵牛子,白矾
芽茶,片脑,白豆蔻末,白檀香末
贝母,半夏,玄明粉,桔梗,陈皮
贝母,半夏,玄明粉,桔梗,陈皮
半夏
半夏,檀香,百药煎,陈皮,薄荷
半夏,天南星,皂角,干姜,白矾
半夏,天南星,杏仁,皂角,紫苏
半夏,天南星,莱菔,紫苏,瓜蒌仁
竹茹,陈皮,苍术,厚朴,郁金
杏仁,百药煎,黑矾,乌梅,甘草
半夏,丁香,草豆蔻,白矾
半夏,丁香,陈皮,枳实,薄荷
半夏,明矾,硝石
贝母,海藻,白酒,黄药子
鱼腥草,百部,穿心莲,生干蟾,开金锁
僵蚕,知柏,蜈蚣,桔梗,全蝎
贝母,半夏,远志,桔梗,陈皮
四季青,平地木,干日红,鼠曲草
半夏,竹茹,陈皮,枳实,龙眼肉
天竺黄,生川军,生石决明,枳实,钩藤
贝母,桔梗,陈皮,片芩,当归
杏仁,瓜蒌仁,黄连
萝卜,橄榄
半夏,杏仁,桂枝,龙骨,瓜蒌皮
半夏,远志,破故纸,桂枝,白术
栝蒌实,炮干姜,败酱草,桔梗,厚朴
薤白,白酒700毫升,栝楼
山芋,杏仁,栝楼,甘草
半夏,昆布,海藻,陈皮,夏枯草
半夏,陈皮,龙涎香,伽楠香
贝母,香附,郁金,白芍,人参
半夏,当归,陈皮,白术,茯苓
海藻,鸡血藤,黄芪,黄精,丹参
半夏,党参,陈皮,破故纸,紫河车
半夏,天南星,百药煎,明矾,池矾
半夏,天南星,香墨,白附子,杜仲
贝母,半夏,杏仁,皂荚,知母
半夏,天南星,陈皮,白术,泽泻
贝母,桔梗,胖大海,诃子,薄荷
贝母,天竺黄,半夏,胆南星,白芥子
半夏,海粉,杏仁,诃子,香附
款冬花,蛤蚧,成炼钟乳,肉桂,白矾
贝母,半夏,莱菔,白芥子,杏仁
远志,虎睛,犀角屑,大黄,栀子
半夏,陈皮,苍术,厚朴,藿香
半夏,陈皮,厚朴,藿香,甘草
半夏,陈皮,厚朴,藿香,甘草
半夏,丁香,陈皮,藿香,茯苓
半夏,竹茹,青蒿脑4,青子芩4,碧玉散
僵蚕,桔梗,天麻,全蝎,川芎
半夏,朱砂,雄黄,白矾
天南星,海藻,海带,木香,京墨
胆南星,朱砂,地龙,冰片,钩藤
贝母,半夏,天冬,京知母,百合
天竺黄,天南星,檀香,朱砂,枳实
天竺黄,天南星,檀香,金箔,枳实
天竺黄,天南星,僵蚕,朱砂,全蝎
天竺黄,天南星,檀香,金箔,蜂蜜
贝母,天竺黄,胆南星,僵蚕,全蝎
天竺黄,胆南星,腰黄,沉香,辰砂
天竺黄,天南星,僵蚕,真正丹参,辰砂
贝母,天竺黄,胆南星,桔梗,僵蚕
天南星,远志,茯神,大辰砂,人乳
贝母,天竺黄,青礞石,伽楠香,月石
贝母,青礞石,沉香,天竹黄,月石
远志,金箔,桔梗,麝香3厘,辰砂
海粉,青黛,神曲,黄芩
荸荠,海蜇皮
荸荠,海蜇
贝母,半夏,昆布,海藻,陈皮
昆布,海藻,柴胡,小麦,龙胆草
海石,香附
海石,石礞,蚶壳,香附,莪术
透骨草,烧酒,老葱胡,马前子,三七
半夏,昆布,陈皮,当归,红花
半夏,陈皮,当归,地黄,茯苓
贝母,桔梗,白术,当归,山栀
天竺黄,僵蚕,梅片,苓块,草蔻
半夏,桂心,芍药,旋覆花,枳实
杏仁,葶苈,蛤蚧,商陆,防己
白芥子,上肉桂,全丝瓜,白僵蚕,干姜
天竺黄,天南星,柴胡,僵蚕,桔梗
半夏,丁香,厚朴,生姜,枣仁
杏仁,紫苏,陈皮,麻黄,茯苓
天南星,天麻,全蝎,独活,粉草
天南星,天麻,全蝎,独活,粉草
半夏,天南星,皂角,干生姜,白附子
天南星,陈皮,陈皮,蒌仁,清夏
贝母,半夏,昆布,海藻,海带
半夏,桔梗,干姜,茯苓
半夏,天南星,杏仁,皂角,紫苏
半夏,天南星,明矾,白附子
半夏,天南星,皂角,生姜,白矾
半夏,天南星,巴豆,干姜,枯矾
半夏,天南星,杏仁,紫苏,瓜蒌仁
半夏,葶苈,杏仁,桔梗,旋覆花
半夏,葶苈,紫苏,荆三棱,麦蘖
半夏,天南星,陈皮,皂,辰砂
半夏,紫菀,葶苈,杏仁,桔梗
贝母,紫菀,葶苈,杏仁,款冬花
半夏,葶苈,杏仁,款冬花,桔梗
檀香,柿霜,紫苏,白葛粉,白冰糖
半夏,紫菀,远志,葶苈,杏仁
天南星,乳香,赤金箔,净全蝎,梅冰片
半夏,京三棱,陈皮,木香,黑牵牛
天南星,僵蚕,蜈蚣,蝉壳,朱砂
天竺黄,胆南星,僵蚕,片脑,白附
半夏,天南星,龙脑,金箔,丁香
半夏,芍药,旋覆花,前胡,荆芥
半夏,当归,陈皮,茯苓,熟地
贝母,半夏,天南星,葶苈,麦芽
半夏,天南星,皂角,白矾
白芥子,僵蚕,透骨草,芍药,鸡血藤膏
半夏,秦艽,夏枯草,葛根,杭白菊
海粉,瓜蒌仁,桔梗,陈皮,青黛
天南星,天麻,陈皮,当归,羌活
天南星,僵蚕,天麻,远志,全蝎
贝母,半夏,杏仁,紫苏,桔梗
贝母,杏仁,紫苏,桔梗,陈皮
贝母,半夏,杏仁,紫苏,桔梗
贝母,紫菀,小蓟,白芍,枳壳
海藻,大青叶,板蓝根,党参,黄芪
贝母,柴胡,陈皮,香附,白术
贝母,远志,柴胡,桔梗,赤苓
贝母,半夏,紫菀,远志,杏仁
贝母,半夏,紫菀,杏仁,款冬花
贝母,半夏,紫菀,杏仁,陈皮
贝母,杏仁,陈皮,净金灯,米壳
贝母,半夏,紫菀,杏仁,款冬花
贝母,半夏,紫菀,杏仁,桔梗
半夏,莱菔,陈皮,白术,香附
半夏,陈皮,枳实,白术
半夏,桔梗,陈皮,黑山栀,黄芩
紫菀,鱼腥草,四季青,金荞麦,前胡
天竺黄,胆南星,僵蚕,朱砂,羚羊
杏仁,米仁,五味子,百合,麦门冬
半夏,天南星,白芥子,杏仁,麦芽
贝母,杏仁,桔梗,片芩,麻黄
半夏,杏仁,1,广皮红,小枳实
半夏,杏仁,桔梗,陈皮,干姜
半夏,草果,青皮,广皮,生姜
半夏,桔梗,黄柏,黄芩,大黄
半夏,柴胡,桔梗,陈皮,当归
半夏,陈皮,粉草,香附,益智
半夏,党参,枳实,白术,桂枝
贝母,党参,麦冬,五味子,熟地
紫菀,桔梗,旋复花,嫩苏梗,陈皮
半夏,干姜,陈皮,白术,五味子
半夏,竹茹,柴胡,桔梗,陈皮
半夏,竹茹,陈皮,枳实,葛根
杏仁,远志,羚羊粉,琥珀粉,陈皮
半夏,紫苏,陈皮,白术,北梗
远志,琥珀,郁金,菖蒲,茯苓
半夏,远志,紫苏,厚朴,茯神
半夏,天南星,益智仁,陈皮,枳实
半夏,紫苏,厚朴,菖蒲,木香
杏仁,藕节,刀豆子,生瓦楞,玫瑰花
半夏,海藻,党参,陈皮,当归
半夏,桔梗,枳实,白术,香附
杏仁,款冬花,桔梗,枇杷叶,麦冬
半夏,昆布,海藻,白僵蚕,陈皮
半夏,竹茹,桔梗,陈皮,当归
半夏,陈皮,茅术,茯苓,枳壳
玄明粉,柿霜,薄荷,白粉,硼砂
胆南星,小枳实,羚羊,蒌子,蒌皮
竹茹,焦三仙,干青果,陈皮
炙桑白皮,三仙饮
焦三仙,陈皮
胆南星,僵蚕,天麻,冰片,全蝎
贝母,漏芦,柴胡,海藻,元参
半夏,干姜,桂枝,黄芩,白芍
半夏,天南星,桔梗,陈皮,枳实
贝母,半夏,柴胡,陈皮,白术
贝母,半夏,天南星,芍药,陈皮
百部,穿心莲,玉竹,葎草,黄精
半夏,半夏,紫苏,桔梗,陈皮
杏仁,桂枝,陈皮,薄荷,苏叶
杏仁,葶苈,石膏,木通,天冬
半夏,醋2500毫升
款冬花,钟乳粉,川姜,白术,人参
杏仁,款冬花,麻黄,甘草
川朴,榔片,生芍,灵脂,玄胡
半夏,桔梗,桂,枳壳
半夏,天南星,葶苈,枳实,白术
半夏,大腹子,京三棱,木香,青皮
生龙脑,生犀角,朱砂,石膏,麦门冬
生龙脑,生犀角,朱砂,石膏,麦门冬
鸡苏叶,紫苏,龙脑,桔梗,黍粘子
半夏,天南星,草龙脑,白矾
半夏,白术,附片,龙骨,茯苓
白芥子,杏仁,蛤壳,紫苏,龙延香
白芥子,杏仁,蛤壳,紫苏,回克
白芥子,杏仁,蛤壳,紫苏,瓜萎皮
淡条芩,京元参,细川连,上广皮,桔梗
紫菀,款冬花,杏仁,紫苏,桔梗
粳米,新鲜萝卜约
贝母,莱菔,冰糖,白糖,豆腐皮
莱菔,粳米
莱菔
贝母,款冬花,鹅管石,肉桂,甘草
缩砂仁,丁香,巴豆,胡椒,乌梅
绿茶,醋
杏仁,葶苈,桔梗,陈皮,马兜铃
半夏,桔梗,党参,陈皮,葛根
半夏,干姜,白术,茯苓,苏子
半夏,干姜,白术,茯苓,人参
贝母,萝卜,鲜藕,麦冬,秋梨
半夏,茴香,草乌,香附,茯苓
莱菔,茅术,麦芽,桔梗,果仁
贝母,桔梗,元参,薄荷,山栀
半夏,胆南星,紫菀,款冬花,杏仁
半夏,杏仁,陈皮,茯苓,甘草
半夏,陈皮,白术,茯苓,人参
半夏,款冬花,杏仁,厚朴,黄芩
半夏,茯神,广红皮,钩藤钩,清炙草
贝母,杏仁,陈皮,牛蒡,麻黄
半夏,杏仁,豆腐1小块,麻黄,甘草
半夏,莱菔,白芥子,杏仁,茶叶
半夏,杏仁,巴豆,马兜铃
白萝卜,蜂蜜
罗参,远志,粉草,莲肉,陈皮
贝母,天竺黄,胆南星,桔梗,陈皮
半夏,桔梗,陈皮,当归,大力子
梅花脑,五,牙硝,硼砂,寒水石
梅花脑,牙消,硼砂,麝香,寒水石
贝母,天冬,枇杷叶,麦冬,莲子
冰糖,粳米,枇杷叶
冰糖,粳米,枇杷叶
半夏,莱菔,麦芽,枳实,陈皮
半夏,天南星,枳实,黄芩,法制消
远志,麦冬,丹参,丹参,黄芩
半夏,竹茹,旋复花,胆草,黄芩
贝母,半夏,杏仁,瓜蒌仁,桔梗
贝母,半夏,紫菀,杏仁,桔梗
紫菀,白芥子,百部,东白薇,剖麦冬
贝母,瓜蒌仁,桔梗,陈皮,黄芩
半夏,干姜,陈皮,苍术,神曲
半夏,陈皮,苍术,神曲,香附
贝母,胆南星,海石,陈皮,木通
半夏,草果,良姜,厚朴,青皮
杏仁,葶苈,地龙,石膏,牛蒡
贝母,桔梗,黄柏,前胡,黄芩
贝母,天竺黄,紫菀,鱼腥草,杏仁
贝母,鱼腥草,杏仁,败酱草,桔梗
昆布,海粉,牙皂,芦荟,当归
贝母,柴胡,僵蚕,海藻,当归
半夏,白芥子,柴胡,桔梗,蝉衣
檀香,石膏,薄荷,羌活,荆芥
檀香,石膏,四,一了,薄荷
檀香,石膏,薄荷,羌活,荆芥
半夏,瓜蒌仁,苍术,香附,黄芩
贝母,半夏,天南星,白芥子,玄明粉
半夏,天南星,杏仁,陈皮,枳实
半夏,天南星,莱菔,海粉,麦芽
半夏,天南星,杏仁,瓜蒌仁,陈皮
贝母,贝母,紫菀,蛤壳,杏仁
半夏,五味子,射干,石膏,细辛
贝母,半夏,杏仁,瓜蒌仁,桔梗
半夏,昆布,白芥子,玄明粉,海藻
贝母,郁金,砂仁壳,荷叶蒂,杵头糠
僵蚕,炙穿山甲,全虫,蝉衣,蜈蚣
贝母,桔梗,陈皮,地黄,麦门冬
五倍子,诃子,五味子,甘草
百药煎,桔梗,粉草,紫河车,香附
半夏,天南星,陈皮,黄芩,黄连
半夏,天南星,陈皮,黄芩,白矾
半夏,天南星,干姜,川乌,天麻
半夏,天南星,干姜,川乌,天麻
天竺黄,党参,15克,75克,75克
天南星,黑附子,木香,乌头
天南星,蛇含,辰砂,麝香,白附子
半夏,黑附子,茱萸,柴胡,当归
竹茹,桔梗,陈皮,苏子,甘草
文蛤,红芽大戟,续随子,山慈菇,麝香
远志,金箔,铁粉,菖蒲,丹砂
贝母,半夏,杏仁,桔梗,陈皮
半夏,柴胡,白术,肉桂,茯苓
贝母,胆南星,远志,元参,陈皮
半夏,陈皮,茯苓,生姜,甘草
贝母,半夏,杏仁,山栀,黄芩
半夏,僵蚕,槐角子,陈皮,辰砂
天南星,朱砂,琥珀
胆南星,远志,朱砂,琥珀,五味子
半夏,芍药,远志,玫瑰花,厚朴花
昆布,海藻,陈皮,海带,海蛤粉
半夏,厚朴,肉豆蔻,山药
半夏,陈皮,吴萸,桃仁,黄连
半夏,陈皮,草果,白术,茯苓
半夏,紫苏,厚朴,茯苓
半夏,昆布,升麻,桔梗,天南星片
檀香,苏合香,僵蚕,天麻,降香
檀香,苏合香,僵蚕,天麻,降香
杏仁,麦蘖,神僸,萝卜子,青皮
莱菔,白芥子,山楂
半夏,天南星,金箔,白僵蚕,全蝎
银箔,远志,升麻,白僵蚕,金箔
半夏,丁香,干姜,诃子,草豆蔻
贝母,半夏,天南星,桔梗,海藻
半夏,桔梗,陈皮,葛根,前胡
天南星,蜈蚣,直僵蚕,麝香,猪牙皂角
半夏,薤白,麦芽,陈皮,厚朴
贝母,莱菔,葶苈,杏仁,陈皮
杏仁,葶苈,黑牵牛,防己,麻黄
胆南星,海石,苍术,栝楼,山栀
莱菔,杏仁,僵蛹,大力子,夏枯草
贝母,海藻,乳香,蓖麻子肉,生明矾
半夏,天南星,白芥子,红芽大戟,僵蚕
贝母,杏仁,款冬花,桔梗,薄荷
文蛤,红芽大戟,山茨菇,朱砂,千金子
半夏,白术,老生姜,天麻,茯苓
百部,远志,桔梗,地黄,丹参
天南星
鸡血藤,蜈蚣,地龙,当归,羌活
苇茎,瓜瓣,薏仁,桃仁
半夏,竹茹,陈皮,茯苓,枳壳
半夏,竹茹,陈皮,枳实,生姜
半夏,桂心,远志,萆薢,黄芩
半夏,干姜,陈皮,白术
半夏,芍药,二十,桔梗,陈皮
半夏,芍药,桔梗,干姜,陈皮
藕汁,生姜汁,牛乳60毫升,梨汁10毫升,韭汁
半夏,白术,陈皮2,木香,砂仁
半夏,党参,白术,西砂仁,木香
半夏,生川军,小川连,小枳实,栝楼
贝母,半夏,天南星,柴胡,白术
半夏,天南星,苍术,黄柏,黄芩
贝母,杏仁,桔梗,茯神,夜合花
生赤芍,生姜汁2滴,淡竹沥60毫升,青连翘,犀角汁20毫升
半夏,麦芽,陈皮,苍术,香附
半夏,杏仁,桔梗,陈皮,干葛
昆布,海藻,白芥子,山茨菇,桔梗
半夏,昆布,通草,海藻,海蛤粉
贝母,半夏,昆布,柴胡,海藻
昆布,海藻,炒山甲,夏枯草,莪术
昆布,海藻,海红蛤,海带,石燕
海藻,海带,桔梗,猪琰子,海昆布
半夏,皂角,生山甲,生马钱子,血竭
贝母,元参,牡蛎
贝母,乳香,生黄耆,龙胆草,莪术
海石,杏仁,桔梗,栝楼,连翘
半夏,白芥子,柴胡,陈皮,香附
海藻,元参,红娘子,糯米,牡蛎
半夏,僵蚕,桔梗,元参,陈皮
半夏,茯苓,甘草
半夏,黑附子,陈皮,神曲,茯神
半夏,杏仁,桔梗,陈皮,前胡
半夏,桂心,紫菀,杏仁,陈皮
杏仁,桑白皮,桃仁,人参
杏仁,萝卜子
百部,杏仁,远志,桔梗,陈皮流浸膏
僵蚕,旋复花,石膏,防风
半夏,旋复花,代赭石,生姜,枣仁
半夏,缩砂仁,丁香,草果仁,陈皮
半夏,茱萸,桔梗,枳实,陈皮
竹茹,姜汁3茶匙,柿蒂,陈皮
半夏,栝楼,黄连
半夏,胆南星,真珠,朱砂,脑
贝母,半夏,天南星,大青叶,西河柳
贝母,天南星,白芥子,麦芽,紫苏
天竺黄,天南星,麦芽,僵蚕,桔梗
贝母,乳香,连翘,炒二丑,雄黄
贝母,胆南星,杏仁,桔梗,元参
贝母,天竺黄,半夏,胆南星,西丹参
贝母,天竺黄,半夏,天南星,僵蚕
牵牛,陈皮,槟榔,甘草
天竺黄,半夏,竹茹,郁金,藿香
僵蚕,梗,新鲜大力子根,香橼,川附
白芥子,乳没,黑附子,姜黄,桂枝
半夏,莱菔,枳实,陈皮,苍术
半夏,天南星,莪术,芫花
贝母,百部,羊胆干膏,白及,甘草
贝母,天冬,地骨皮,麦冬,薏仁
胆南星,远志,淡竹叶,当归,地黄
竹茹,远志,玉竹,女贞子,柏子仁
天南星,防风
半夏,三,寒水石,白矾
贝母,半夏,紫菀,百部,葶苈
半夏,天南星,僵蚕,牙皂,牛膝
半夏,天南星,远志,僵蚕,金箔
半夏,天南星,蜈蚣,僵蚕,全蝎
天竺黄,炒白牵牛子,金箔,琥珀,黄连
盐,红豆,丁香,陈皮,白豆蔻
天南星,天麻,地龙,白僵蚕,全蝎
天南星,天麻,地龙,白僵蚕,全蝎
天南星,僵蚕,天麻,地龙,全蝎
半夏,党参,黄芪,陈皮,白术
贝母,白芷
贝母,半夏,杏仁,款冬花,百合
紫菀,桔梗,木通,白茅根,大黄
贝母,紫菀,款冬花
紫菀,桂心,杏仁,五味子,干姜
杏仁,紫苏,五味子,青皮,麻黄
半夏,紫苏,陈皮,白术,桂
始蚧,葶苈,葶苈,潞州人参,白牵牛
半夏,竹茹,陈皮,茯苓,生姜
半夏,天南星,白芥子,陈皮,苍术
贝母,百部,杏仁,款冬花,秦艽
天南星,天麻,全蝎,腻粉,芜荑
半夏,胆南星,秦艽,白僵蚕,黄松节
半夏,竹茹,牛膝,白术,夏枯草
紫菀,百部,桔梗,陈皮,白前
莱菔,胆南星,杏仁,葶苈,石膏
贝母,半夏,百部,葶苈,杏仁
半夏,紫菀,款冬花,杏仁,紫苏
半夏,天南星,杏仁,麦芽,皂角
半夏,桔梗,黄芩,枳壳,甘草
梅花脑,五,朱砂,牙硝,硼砂
贝母,昆布,海藻,当归,郁金
天竺黄,檀香,豆蔻,僵蚕,片姜黄
