红花,三七,山楂,葛根,川芎
红花,三七,山楂,葛根,川芎
干葛,生甘草,山楂,升麻,当归,僵蚕
玄胡,丹皮,蓬术,北芍药,川芎,当归
元胡,灵脂,熟军,丹皮,炮姜,藏红花
桃仁,红花,元胡,苍术,川芎,桂枝
红花,山楂,乌药,当归尾,香附,泽泻
桃仁,丹参,红花,归尾,乳香,蕺莱
桃仁,当归,芍药,干漆,芎藭,桂心
桃仁,蒲黄,大枣,消石,大黄,甘草
桃仁,赤芍,三棱,当归,白术,鳖甲
桃仁,红花,丹皮,赤芍,郁金,当归
莪茂,丹皮,川芎,当归,牛膝,人参
红花,自然铜,没药,苏木,乳香,丁香
没药,丹皮,骨碎补,芥子,肉桂,五加皮
丹参,地龙,鸡血藤,地鳖虫,蜈蚣,黄芪
桃仁,红花,路路通,赤芍,川芎,当归
丹参,没药,瓜蒌,乳香,金银花,血竭
桃仁,红花,赤芍,川芎,当归,生地
玄胡,苦楝,当归,川芎,芍药,地黄
玄胡,当归
桃仁,赤芍,木通,荆芥,青龙齿,白芍
海藻,麦蘖,干蟾,使君子,九肋鳖甲,夜明砂
蒲公英,没药,地鳖虫,乳香,栀子,木瓜
红花,透骨草,川山甲,蓬术,三棱,木鳖仁
炮山甲,麻仁,牡蛎,乌梅,五倍子,苦参
丹参,三七,山楂,黄芪,郁金,川芎
茅根,山楂,凤尾草,过路黄
桃仁,丹参,自然铜,玄胡,没药,地鳖虫
泽兰,王不留行,山楂,牡蛎,佛手,苍术
虎杖,半枝莲,仙灵脾,仙鹤草,白花蛇舌草,生鸡内金
桃仁,没药,金钱草,赤芍,乳香,三棱
桃仁,红花,玄参,麦冬,熟地,当归
虎杖,泽兰,蒲公英,酒大黄,土茯苓,板蓝根
虎杖,土鳖虫,樟脑,买麻藤,香加皮,羊耳菊
桃仁,丹参,红花,地龙,鸡血藤,土鳖虫
苦楝皮,槐皮,雄黄
