半夏,白芥子,诃黎勒,薏仁,白术,肉桂
贝母,杏仁,蜂蜜
半夏,白蔻,钩藤,牛膝,薏仁,赤芍
龙脑,桔梗,两细辛,二十,三十,七十五
1,150克,09千克,12千克,780克,薄荷
龙脑,桔梗,薄荷,细辛,甘草,川芎
苏合香,诃梨勒皮,脑香,丁子香,熏陆香,吃力伽
贝母,青礞石,硼砂,沉香,人工竺黄,猪脱氧胆酸
贝母,粳米,冰糖
贝母,粳米,砂糖
贝母,桔梗,陈皮,花粉,茯苓,瓜蒌
贝母,紫菀,杏仁,百部,五味子,甘草
贝母,杏仁,款冬花,五味子,甘草,知母
贝母,杏仁,石膏,柴胡,百合,茯苓
贝母,紫菀,杏仁,桔梗,甘草
紫菀,五味子,黄耆,地黄,桑白皮,人参
半夏,胆南星,远志,黄芪,菖蒲,当归
半夏,紫菀,杏仁,桔梗,黄芪,百合
缩砂仁,栝楼,盐,薄荷,白檀,荆芥
缩砂仁,桔梗,四,三,薄荷,川芎
缩砂仁,桔梗,薄荷,甘草,川芎,防风
缩砂仁,桔梗,薄荷,甘草,川芎,防风
缩砂仁,鸡苏叶,盐,瓜蒌根十,荆芥,甘草
缩砂仁,鸡苏叶,盐,瓜蒌根,荆芥,甘草
缩砂仁,鸡苏叶,盐,瓜蒌根,荆芥,甘草
陈皮,枳实,蓬莪荗,黑牵牛,京三棱,槟榔
百部,杏仁,麻黄
朱砂,象牙末,丹参5厘,麝香5厘,梅片,熊胆
紫菀,杏仁,葶苈,石膏,清夏,五爪红
贝母,上肉桂,辰砂,巴豆,真麝香,柴胡
贝母,桔梗,麦冬,元参,当归,百合
贝母,桔梗,麦冬,当归,百合,白芍
牵牛,龙脑,甘遂末,雷丸末,粉霜,轻粉
贝母,麦冬,板蓝根,石膏,黄芩,连翘
生龙脑,朱砂,麦门冬,茯苓,甘草,枣仁
贝母,白矾,地黄,知母,诃黎勒皮,玄参
半夏,白术,干姜,人参,甘草
天南星,地龙干,白僵蚕,全蝎,五灵脂
天南星,远志,辰砂,天麻,菖蒲,麝1字
天竺黄,檀香,天南星,金箔,辰砂,琥珀
天竺黄,胆南星,辰砂,琥珀,僵蚕,全蝎
天竺黄,郁金,白矾,雄黄
半夏,杏仁,枳实,茶叶,石膏,瓜蒌霜
贝母,天南星,杏仁,桔梗,陈皮,紫苏
天南星,半复,黄芩
半夏,黑附子,生姜
半夏,茯苓,甘草,广皮,厚朴,苍术
贝母,半夏,桔梗,枳亮,瓜萎仁,知母
半夏,杏仁
半夏,旋复花,桔梗,陈皮,芍药,生姜
半夏,神曲,柴胡,升麻,生姜,茯苓
半夏,陈皮,天麻,神曲,大麦蘖面,泽泻
半夏,天麻,白术
半夏,陈皮,天麻,白术,生姜,茯苓
半夏,陈皮,天麻,茯芩,大麦糵面,炒曲
半夏,秫米
半夏,麦芽,陈皮,神曲,槟榔,香附
半夏,紫苏,茯苓,枳壳,诃黎勒皮,厚朴
半夏,昆布,杏仁,桔梗,牛蒡,槟榔
半夏,干苏叶,生姜,茯苓,厚朴
贝母,半夏,天南星,白附子,白术,白矾
半夏,防风
半夏,朱砂,白矾,黄丹
半夏,白矾
半夏,瓜蒌子
半夏,茯苓,枳壳,朴消
半夏,陈皮,槟榔,木香,郁李仁
半夏,沉香,猪苓,破故纸
半夏,天南星,石膏,香附,栀子
雪梨,北杏,白砂糖
陈皮,八角金盘,琥珀,冬葵子,芦根,赤小豆
檀香,拳参,白葡萄干,丁香,北沙参,红花
檀香,拳参,白葡萄干,丁香,北沙参,红花
硼砂,紫苏,片脑,桂花,白檀香,霍香叶
贝母,柴胡,当归,金银花,黄柏,大黄
天南星,朱砂,巴豆,神曲
胆南星,朱砂,巴豆,全蝎,神曲,丹参
荸荠,雪梨,白萝卜,生藕,麦冬,白茅根
胆南星,淡全蝎,天麻,薄荷,芥穗,独活
半夏,胆南星,党参,天麻,橘络,钩藤
贝母,天竺黄,天南星,远志,桔梗,陈皮
贝母,半夏,胆南星,焦三仙,陈皮,琥珀
贝母,胆南星,朱砂,陈皮,梅片,僵蚕
天南星,辰砂,琥珀,僵蚕,天麻,全蝎
半夏,天南星,皂角,白矾,生姜
贝母,琥珀,莲肉,麦门冬,薏仁,五味子
半夏,杏仁,豆
半夏,甘菊,独活,干蝎,川芎,防风
半夏,陈皮,黑牵牛,京三棱,槟榔,木香
半夏,天南星,黑牵牛,白矾,猪牙皂角
天南星,木香
半夏,天南星,干姜
贝母,紫菀,杏仁,瓜蒌仁,百部,瓜蒌皮
半夏,干姜,蝎尾,胡椒
半夏,桔梗,僵蚕,活蝎子,蝉蜕,羌活
杏仁,款冬花,苏子,远志,五味子,代赭石
贝母,杏仁,葶苈,陈皮,苏子,僵蚕
半夏,杏仁,款冬花,苏子,黄芩,白果
半夏,杏仁,款冬花,苏子,黄芩,白果
杏仁,陈皮,石膏,五味子,麻黄,砂仁
陈皮,桔梗,石膏,五味子,木香,麻黄
贝母,半夏,白芥子,莱菔,杏仁,陈皮
天竺黄,银箔,生犀角,远志,金箔,真珠末
玄明粉,姜汁,生硼砂,煅金礞石,朱砂面,竹沥膏
半夏,麦芽,陈皮,川丁皮,广荗,荜澄茄
半夏,款冬花,枳实,五味子,苦梗,细辛
半夏,天南星,薄荷,藿香,寒水石,白矾
半夏,天南星,薄荷,藿香,寒水石,蛤粉
半夏,杏仁,巴豆,马兜铃
贝母,杏仁,旋复花,陈皮,麦冬,石斛
天南星,真珠末,龙脑,天麻,白附子,犀角
天竺黄,龙脑,天麻,丹砂,丹参,茯苓
真珠,龙脑,瑇瑁,犀角,丹砂,麝香
贝母,陈皮,菖蒲,麦门冬,五味子,白术
半夏,白檀香,姜黄,丁香,白术,生姜
半夏,紫团参,鳖甲,甘草,阿胶
贝母,半夏,杏仁,青礞石,葶苈,瓜蒌皮
半夏,茯苓,甘草,羌活,广皮,防风
杏仁,桔梗,麻黄
半夏,昆布,白芥子,海藻,陈皮,胆草
半夏,陈皮,茯苓,甘草
半夏,陈皮,茯苓,甘草
半夏,茯苓,甘草,广皮,厚朴,苍术
半夏,陈皮,茯苓,苏梗,甘草,厚朴
半夏,陈皮,枳实,当归,香附,茯苓
半夏,陈皮,茯苓,甘草
贝母,石膏,知母
贝母,紫菀,杏仁,款冬花,麦门冬,百合
贝母,半夏,陈皮,茯苓,甘草,知母
贝母,麦门冬,天门冬,知母
半夏,天南星,桔梗,陈皮,僵蚕,菖蒲
天竺黄,百部,竹茹,瓜蒌仁,陈皮,麦冬
贝母,麦冬,天门冬,知母
贝母,北沙参,提麦冬,淡天冬,南沙参,知母
竹茹,远志,菖蒲,牡蛎,泽泻,茯苓
半夏,天南星,白僵蚕,飞过枯矾
半夏,陈皮,黑附子,白姜,甘草,厚朴
贝母,桔梗,陈皮,元参,前胡,黄芩
贝母,桔梗,陈皮,前胡,黄芩,芍药
半夏,天麻,独活,芎,白芷,茯苓
贝母,半夏,玉竹,麦冬,北沙参,天冬
半夏,陈皮,茯苓,甘草
山芋,远志,桔梗,陈皮,麦门冬,桂
贝母,杏仁,桔梗,葶苈,陈皮,旋覆花
鱼腥草,黄芪,党参,陈皮,铁树叶,白花蛇舌草
贝母,贝母,半夏,半夏,白芥子,杏仁
贝母,竹茹,麦冬,蒌仁,郁金,石膏
半夏,黑牵牛子,粉霜,白矾
陈皮,硼砂,薄荷,五味子,乌梅,甘草
片脑,白豆蔻末,芽茶,白檀香末
贝母,半夏,桔梗,陈皮,玄明粉,神曲
贝母,半夏,桔梗,陈皮,玄明粉,神曲
半夏
半夏,檀香,陈皮,百药煎,薄荷,乌梅肉
半夏,天南星,皂角,白矾,干姜
半夏,天南星,杏仁,陈皮,紫苏,皂角
半夏,莱菔,天南星,瓜蒌仁,陈皮,枳实
竹茹,陈皮,菖蒲,郁金,缩砂,厚朴
百药煎,杏仁,乌梅,黑矾,甘草
半夏,丁香,草豆蔻,白矾
半夏,陈皮,枳实,薄荷,丁香,白豆蔻
半夏,明矾,硝石
贝母,海藻,白酒,黄药子
百部,鱼腥草,穿心莲,生干蟾,开金锁
蜈蚣,桔梗,僵蚕,知柏,钩藤,全蝎
贝母,半夏,远志,桔梗,陈皮,五味子
四季青,鼠曲草,干日红,平地木
半夏,竹茹,陈皮,枳实,麦门冬,石膏
天竺黄,枳实,钩藤,生石决明,生川军,牡蛎
贝母,桔梗,陈皮,枳实,片芩,当归
杏仁,瓜蒌仁,黄连
半夏,杏仁,瓜蒌皮,桂枝,牡蛎,生姜
半夏,远志,合桃肉,熟附块,桂枝,五味子
败酱草,桔梗,栝蒌实,炮干姜,细辛,人参
栝楼,薤白,白酒700毫升
山芋,栝楼,杏仁,甘草
半夏,昆布,海藻,陈皮,夏枯草,牡蛎
半夏,陈皮,龙涎香,伽楠香
贝母,郁金,白芍,香附,人参
半夏,陈皮,白术,当归,茯苓,白芍
海藻,鸡血藤,黄芪,黄精,丹参,玄参
半夏,党参,陈皮,紫河车,白术,黄耆
半夏,天南星,百药煎,乌梅肉,明矾,五味子
半夏,天南星,香墨,白附子,芎,杜仲
贝母,半夏,杏仁,皂荚,知母
半夏,天南星,陈皮,泽泻,黄芩,黄芩
贝母,桔梗,诃子,薄荷,薄荷,连翘
贝母,天竺黄,半夏,胆南星,白芥子,桔梗
半夏,杏仁,海粉,栝楼,诃子,青黛
款冬花,蛤蚧,成炼钟乳,肉桂,白矾,甘草
贝母,半夏,莱菔,白芥子,杏仁,党参
半夏,陈皮,藿香,茯苓,人参,甘草
半夏,陈皮,藿香,甘草,厚朴
半夏,陈皮,藿香,甘草,厚朴
半夏,陈皮,丁香,藿香,生姜,茯苓
半夏,竹茹,青子芩4,青蒿脑4,陈广皮,碧玉散
桔梗,僵蚕,天麻,全蝎,麻黄,白芷
半夏,朱砂,白矾,雄黄
天南星,海藻,海带,琥珀,血竭,木香
胆南星,朱砂,琥珀,薄荷,苏珠,钩藤
贝母,半夏,天冬,石膏,百合,血琥珀
天竺黄,檀香,天南星,朱砂,琥珀,枳实
天竺黄,檀香,天南星,金箔,枳实,粉草
天竺黄,天南星,朱砂,琥珀,僵蚕,全蝎
天竺黄,檀香,天南星,金箔,朱砂,琥珀
贝母,天竺黄,胆南星,琥珀,僵蚕,全蝎
天竺黄,胆南星,辰砂,琥珀,沉香,月石
天竺黄,天南星,辰砂,琥珀,僵蚕,钩藤
贝母,天竺黄,胆南星,桔梗,朱砂,琥珀
天南星,远志,大辰砂,菖蒲,人乳,真琥珀
贝母,天竺黄,青礞石,月石,伽楠香,羚羊角
贝母,青礞石,沉香,月石,天竹黄,麝香
远志,金箔,桔梗,辰砂,麝香3厘,粉草
荸荠,海蜇皮
荸荠,海蜇
贝母,半夏,昆布,海藻,陈皮,海带
昆布,海藻,柴胡,小麦,龙胆草
海石,香附
海石,蚶壳,石礞,红花,莪术,桃仁
透骨草,老葱胡,烧酒,马前子,川羌,红花
半夏,昆布,陈皮,红花,当归,肉桂
半夏,陈皮,当归,茯苓,地黄,白芍
贝母,桔梗,麦冬,黄芩,白术,当归
天竺黄,朱砂,油松节,白蔻,梅片,僵蚕
半夏,枳实,桂心,麦门冬,旋覆花,芍药
葶苈,杏仁,蛤蚧,商陆,防己,茯苓
白芥子,陈皮,上肉桂,全丝瓜,白僵蚕,莪术
天竺黄,天南星,桔梗,陈皮,僵蚕,天麻
半夏,丁香,生姜,枣仁,甘草,厚朴
杏仁,陈皮,紫苏,茯苓,麻黄,桑白皮
天南星,天麻,粉草,全蝎,独活,荆芥
天南星,天麻,粉草,全蝎,独活,荆芥
半夏,天南星,皂角,寒水石,白附子,白矾
天南星,陈皮,陈皮,蒌仁,沉香,清夏
贝母,半夏,昆布,海藻,海带,枳实
半夏,桔梗,干姜,茯苓
半夏,天南星,杏仁,陈皮,紫苏,皂角
半夏,天南星,白附子,明矾
半夏,天南星,皂角,白矾,生姜
半夏,天南星,巴豆,干姜,枯矾,滑石
半夏,天南星,杏仁,瓜蒌仁,陈皮,紫苏
半夏,杏仁,葶苈,桔梗,陈皮,旋覆花
半夏,葶苈,桔梗,陈皮,硼砂,紫苏
半夏,天南星,陈皮,辰砂,腻粉,皂
半夏,紫菀,杏仁,桔梗,葶苈,陈皮
贝母,紫菀,杏仁,款冬花,葶苈,桔梗
半夏,杏仁,款冬花,葶苈,桔梗,陈皮
檀香,硼砂,柿霜,薄荷,紫苏,乌梅肉
半夏,紫菀,杏仁,瓜蒌仁,远志,葶苈
天南星,直僵蚕,节白附,赤金箔,梅冰片,真麝香
半夏,陈皮,黑牵牛,京三棱,槟榔,木香
天南星,朱砂,蝉壳,蜈蚣,僵蚕,全蝎
天竺黄,胆南星,金箔,朱砂,僵蚕,片脑
半夏,天南星,金箔,龙脑,天麻,丁香
半夏,旋覆花,前胡,芍药,荆芥,麻黄
半夏,陈皮,当归,茯苓,甘草,熟地
贝母,半夏,天南星,瓜蒌仁,葶苈,麦芽
半夏,天南星,皂角,白矾
白芥子,透骨草,僵蚕,片姜黄,鸡血藤膏,橘络
半夏,天麻,杭白菊,夏枯草,秦艽,牡蛎
海粉,瓜蒌仁,桔梗,陈皮,青黛,黄芩
天南星,陈皮,天麻,当归,肉桂,白芷
天南星,远志,僵蚕,天麻,菖蒲,全蝎
贝母,半夏,杏仁,桔梗,陈皮,紫苏
贝母,杏仁,桔梗,陈皮,紫苏,石膏
贝母,半夏,杏仁,桔梗,陈皮,紫苏
贝母,紫菀,小蓟,白芍,桃仁,桑白皮
海藻,黄芪,党参,板蓝根,大青叶,柴胡
贝母,陈皮,薄荷,麦门冬,柴胡,当归
贝母,桔梗,远志,柴胡,银花,广皮
贝母,半夏,紫菀,杏仁,款冬花,远志
贝母,半夏,紫菀,杏仁,款冬花,桔梗
贝母,半夏,紫菀,杏仁,陈皮,马兜铃
贝母,杏仁,陈皮,五味子,白矾,净金灯
贝母,半夏,紫菀,杏仁,款冬花,桔梗
贝母,半夏,紫菀,杏仁,桔梗,陈皮
粳米,陈皮
半夏,莱菔,陈皮,山楂,神曲,连翘
半夏,陈皮,枳实,白术
半夏,桔梗,陈皮,黄芩,黑山栀,茯苓
紫菀,鱼腥草,四季青,金荞麦,前胡,麻黄
天竺黄,胆南星,朱砂,僵蚕,天麻,薄荷
杏仁,麦门冬,米仁,五味子,百合,人参
半夏,天南星,白芥子,杏仁,瓜蒌仁,麦芽
贝母,杏仁,桔梗,片芩,石膏,麻黄
半夏,杏仁,栝楼,1,小枳实,石膏
半夏,杏仁,桔梗,陈皮,桂枝,五味子
半夏,草果,生姜,青皮,人参,广皮
半夏,桔梗,黄芩,黄柏,人参,黄连
半夏,桔梗,陈皮,柴胡,黄芩,当归
半夏,陈皮,粉草,茯苓,香附,人参
半夏,党参,枳实,三七,干姜炭,桂枝
贝母,党参,麦冬,五味子,沙参,山药
紫菀,旋复花,陈皮,桔梗,嫩苏梗,白前
半夏,陈皮,五味子,白术,干姜,细辛
半夏,竹茹,桔梗,陈皮,枳实,麦冬
半夏,竹茹,陈皮,枳实,钩藤,葛根
杏仁,远志,陈皮,郁金,羚羊粉,琥珀粉
半夏,陈皮,紫苏,白术,北梗,槟榔
远志,琥珀,郁金,菖蒲,茯苓,人参
半夏,远志,紫苏,茯苓,茯神,甘草
半夏,天南星,陈皮,枳实,益智仁,白豆蔻
半夏,紫苏,菖蒲,白芷,木香,茯苓
杏仁,陈皮,刀豆子,藕节,生瓦楞,旋覆花
半夏,海藻,党参,陈皮,黄药子,夏枯草
半夏,桔梗,枳实,前胡,白术,香附
杏仁,款冬花,桔梗,枇杷叶,麦冬,前胡
半夏,昆布,海藻,陈皮,白僵蚕,白术
半夏,竹茹,桔梗,陈皮,当归,茯苓
半夏,陈皮,茅术,生姜,茯苓,甘草
玄明粉,硼砂,柿霜,白粉,乌梅肉,薄荷
胆南星,陈皮,苏叶子,蒌子,小枳实,羚羊
竹茹,焦三仙,陈皮,干青果
焦三仙,陈皮
胆南星,僵蚕,陈皮,天麻,苏合油3毫升,钩蘑
贝母,海藻,元参,漏芦,柴胡,连翘
半夏,桂枝,黄芩,细辛,干姜,白芍
半夏,天南星,桔梗,陈皮,栝楼,辰砂
贝母,半夏,陈皮,柴胡,黄芩,当归
贝母,半夏,天南星,陈皮,栝楼,枳实
百部,穿心莲,玉竹,葎草,黄精,白及
半夏,半夏,桔梗,陈皮,紫苏,藿香
杏仁,陈皮,薄荷,苏叶,桂枝,茯苓
葶苈,杏仁,天冬,石膏,百合,桑白皮
半夏,醋2500毫升
款冬花,钟乳粉,川姜,白术,人参,甘草
杏仁,款冬花,麻黄,甘草
陈皮,生芍,榔片,川朴,灵脂,巴豆
半夏,桔梗,桂,枳壳
半夏,天南星,葶苈,枳实,黑牵牛,白术
半夏,大腹子,京三棱,木香,青皮
生龙脑,生犀角,朱砂,麦门冬,石膏,细辛
生龙脑,生犀角,朱砂,麦门冬,石膏,细辛
鸡苏叶,龙脑,桔梗,紫苏,黍粘子,瓜蒌根
半夏,天南星,草龙脑,白矾
半夏,附片,牡蛎,白术,生姜,茯苓
白芥子,杏仁,瓜蒌皮,紫苏,蛤壳,石膏
白芥子,杏仁,瓜蒌皮,紫苏,蛤壳,回克
白芥子,杏仁,紫苏,蛤壳,瓜萎皮,桅子
青礞石,硼砂,万年干,石膏
桔梗,上广皮,京元参,淡条芩,细川连,香附
紫菀,款冬花,杏仁,桔梗,紫苏,五味子
粳米,新鲜萝卜约
贝母,莱菔,冰糖,白糖,豆腐皮,白果仁
莱菔,粳米
莱菔
贝母,款冬花,鹅管石,肉桂,甘草
缩砂仁,丁香,巴豆,乌梅,胡椒
葶苈,杏仁,陈皮,桔梗,马兜铃,茯苓
半夏,桔梗,党参,陈皮,苏叶,前胡
半夏,苏子,白术,干姜,茯苓,人参
半夏,白术,干姜,茯苓,人参,甘草
贝母,萝卜,麦冬,鲜姜,鲜藕,秋梨
半夏,草乌,茴香,细辛,茯苓,香附
莱菔,麦芽,桔梗,陈皮,果仁,制野军
贝母,桔梗,薄荷,元参,石膏,花粉
半夏,紫菀,胆南星,杏仁,款冬花,川椒
半夏,杏仁,陈皮,茯苓,甘草
半夏,陈皮,白术,茯苓,人参,甘草
半夏,杏仁,款冬花,苏子,黄芩,麻黄
半夏,清炙草,广红皮,钩藤钩,明天麻,荆芥
贝母,杏仁,陈皮,石膏,牛蒡,麻黄
半夏,杏仁,豆腐1小块,麻黄,甘草
半夏,莱菔,白芥子,杏仁,陈皮,苏子
半夏,杏仁,巴豆,马兜铃
远志,陈皮,罗参,莲肉,粉草,当归
贝母,天竺黄,胆南星,桔梗,陈皮,薄荷
半夏,桔梗,陈皮,大力子,重楼,当归
梅花脑,牙硝,五,硼砂,寒水石,麝香
梅花脑,牙消,硼砂,寒水石,麝香,甘草
贝母,麦冬,枇杷叶,天冬,莲子,枣仁
冰糖,粳米,枇杷叶
冰糖,粳米,枇杷叶
半夏,莱菔,麦芽,陈皮,枳实,山楂
半夏,天南星,枳实,黄芩,法制消,礞石
半夏,竹茹,旋复花,胆草,黄芩,黄连
贝母,半夏,杏仁,瓜蒌仁,桔梗,陈皮
贝母,半夏,紫菀,杏仁,桔梗,前胡
紫菀,白芥子,百部,苏子,剖麦冬,东白薇
贝母,桔梗,瓜蒌仁,陈皮,麦门冬,黄芩
半夏,陈皮,神曲,干姜,香附,茯苓
半夏,陈皮,神曲,茯苓,香附,白芍
贝母,胆南星,海石,陈皮,木通
半夏,乌梅,良姜,草果,青皮,甘草
葶苈,杏仁,地龙,石膏,牛蒡,丹参
贝母,桔梗,前胡,黄芩,花粉,黄柏
贝母,天竺黄,紫菀,杏仁,鱼腥草,陈皮
贝母,杏仁,鱼腥草,桔梗,败酱草,薏仁
昆布,海粉,牙皂,芦荟,当归,白芍
贝母,海藻,僵蚕,夏枯草,柴胡,连翘
半夏,白芥子,桔梗,苏子,枳实,蝉衣
檀香,薄荷,石膏,荆芥,细辛,羌活
檀香,四,二,一了,薄荷,石膏
檀香,薄荷,石膏,荆芥,细辛,羌活
半夏,瓜蒌仁,黄芩,香附,黄连,苍术
贝母,半夏,天南星,白芥子,陈皮,枳实
半夏,天南星,杏仁,陈皮,枳实,黄芩
半夏,莱菔,天南星,瓜蒌仁,海粉,麦芽
半夏,天南星,杏仁,瓜蒌仁,陈皮,枳实
贝母,贝母,紫菀,杏仁,蛤壳,天冬
半夏,石膏,五味子,射干,细辛,麻黄
贝母,半夏,杏仁,瓜蒌仁,桔梗,枳实
半夏,昆布,白芥子,海藻,陈皮,玄明粉
贝母,郁金,杵头糠,荷叶蒂,砂仁壳,丹参
蜈蚣,僵蚕,炙穿山甲,全虫,蝉衣,夜明砂
贝母,桔梗,陈皮,麦门冬,花粉,茯苓
百药煎,桔梗,粉草,紫河车,香附
半夏,天南星,陈皮,黄芩,黄连,甘草
半夏,天南星,陈皮,黄芩,白矾,黄连
半夏,天南星,天麻,川乌,干姜,川芎
半夏,天南星,天麻,川乌,干姜,川芎
天竺黄,党参,None,None,75克,75克
麦芽,党参,女贞子,何首乌,当归,丹参
天南星,黑附子,乌头,木香
天南星,辰砂,白附子,蛇含,麝香
半夏,黑附子,柴胡,当归,茱萸,茯苓
竹茹,苏子,桔梗,陈皮,甘草
红芽大戟,文蛤,山慈菇,续随子,麝香
远志,金箔,菖蒲,铁粉,丹砂,茯苓
贝母,半夏,杏仁,桔梗,陈皮,前胡
半夏,柴胡,白术,肉桂,茯苓,白芍
贝母,胆南星,远志,陈皮,辰砂,元参
半夏,陈皮,生姜,茯苓,甘草
贝母,半夏,杏仁,苏子,黄芩,山栀
半夏,陈皮,辰砂,僵蚕,天麻,槐角子
天南星,朱砂,琥珀
胆南星,朱砂,远志,陈皮,琥珀,五味子
半夏,远志,玫瑰花,芍药,绿萼梅,厚朴花
昆布,海带,海藻,陈皮,海蛤粉,木香
半夏,山药,厚朴,肉豆蔻
半夏,陈皮,吴萸,桃仁,黄连
半夏,陈皮,乌梅肉,白术,草果,生姜
半夏,紫苏,茯苓,厚朴
半夏,昆布,桔梗,黄芩,连翘,粉葛
檀香,苏合香,朱砂,琥珀,僵蚕,诃子
檀香,苏合香,朱砂,琥珀,僵蚕,诃子
杏仁,神僸,麦蘖,萝卜子,青皮,三棱
莱菔,白芥子,山楂
半夏,天南星,金箔,朱砂,琥珀,白僵蚕
银箔,远志,金箔,白僵蚕,白附子,铁粉
半夏,诃子,丁香,干姜,草豆蔻,生姜
贝母,半夏,天南星,海藻,桔梗,陈皮
半夏,桔梗,陈皮,苏叶,前胡,葛根
天南星,蜈蚣,直僵蚕,麝香,猪牙皂角
半夏,麦芽,陈皮,薤白,全瓜蒌,生姜
贝母,莱菔,杏仁,葶苈,陈皮,苏子
葶苈,杏仁,黑牵牛,防己,麻黄
胆南星,海石,栝楼,抚芎,青黛,香附
莱菔,杏仁,大力子,僵蛹,薄荷,夏枯草
贝母,海藻,蜣螂虫,没药,猫头骨牙爪1副,蓖麻子肉
半夏,天南星,白芥子,红芽大戟,僵蚕,制甘遂
贝母,杏仁,款冬花,桔梗,薄荷,麦门冬
红芽大戟,朱砂,文蛤,山茨菇,千金子,麝香
半夏,天麻,老生姜,白术,茯苓,甘草
百部,远志,桔梗,麦门冬,菖蒲,五味子
天南星
半夏,竹茹,陈皮,茯苓,枳壳,甘草
半夏,竹茹,陈皮,枳实,生姜,甘草
半夏,远志,桂心,麦门冬,黄芩,茯苓
半夏,陈皮,白术,干姜
半夏,桔梗,陈皮,二十,芍药,当归
半夏,桔梗,陈皮,芍药,干姜,肉桂
生姜汁,梨汁10毫升,藕汁,牛乳60毫升,韭汁
半夏,陈皮2,白术,木香,茯苓,人参
半夏,党参,炒广皮,西砂仁,白术,木香
半夏,栝楼,小枳实,生川军,小川连,皮硝
贝母,半夏,天南星,牡蛎,柴胡,当归
半夏,天南星,黄芩,牡蛎,辛夷,黄柏
贝母,杏仁,桔梗,麦冬,淡竹叶,夜合花
青连翘,淡竹沥60毫升,生姜汁2滴,生赤芍,犀角汁20毫升,桃仁
半夏,麦芽,陈皮,藿香,山植,神曲
半夏,杏仁,桔梗,陈皮,苏叶,前胡
昆布,白芥子,海藻,桔梗,山茨菇,元参
半夏,昆布,海藻,通草,海蛤粉,麦曲
贝母,半夏,昆布,海藻,元参,夏枯草
昆布,海藻,炒山甲,夏枯草,牡蛎,莪术
昆布,海带,海藻,海红蛤,石燕,海马
海藻,海带,桔梗,海昆布,海蛤,猪琰子
半夏,生马钱子,皂角,生山甲,血竭,甘草
贝母,元参,牡蛎
贝母,血竭,没药,牡蛎,莪术,乳香
海石,杏仁,栝楼,桔梗,连翘,皮硝
半夏,白芥子,陈皮,柴胡,牡蛎,莪术
海藻,元参,红娘子,糯米,牡蛎,甘草
半夏,桔梗,陈皮,栝楼,僵蚕,元参
半夏,茯苓,甘草
半夏,陈皮,菖蒲,黑附子,神曲,茯神
半夏,杏仁,桔梗,陈皮,苏叶,前胡
半夏,紫菀,杏仁,陈皮,诃子,桂心
百部,杏仁,远志,桔梗,陈皮流浸膏,甘草
旋复花,僵蚕,石膏,防风
半夏,旋复花,代赭石,生姜,人参,枣仁
半夏,缩砂仁,陈皮,丁香,草果仁,白豆蔻
半夏,桔梗,陈皮,琥珀,枳实,菖蒲
竹茹,陈皮,姜汁3茶匙,柿蒂
半夏,栝楼,黄连
半夏,胆南星,朱砂,真珠,脑,茯苓
贝母,半夏,天南星,桔梗,朱砂,陈皮
贝母,天南星,白芥子,麦芽,朱砂,陈皮
天竺黄,天南星,麦芽,桔梗,朱砂,陈皮
贝母,连翘,没药,炒二丑,花粉,冰片
贝母,胆南星,杏仁,桔梗,苏子,元参
贝母,天竺黄,半夏,胆南星,菖蒲,煅青礞石
贝母,天竺黄,半夏,天南星,朱砂,陈皮
