红花,三七,山楂,葛根,川芎
红花,三七,山楂,葛根,川芎
丹参,茜草,王不留行,黄柏,茯苓,木瓜
地龙,玄胡,没药,赤小豆,冰片,乳香
红花,归尾,刘寄奴,酒生地,益母草,赤芍
桃仁,泽兰,参三七,赤芍,郁金,苏梗
桃仁,丹参,红花,泽兰,蒲公英,没药
地龙,仙灵脾,肉桂,盐黄柏,盐知母,木通
丹参,牡蛎,白花蛇舌草,郁金,白芍,三棱
丹参,地龙,王不留行,橘叶,川楝,皂角刺
丹参,海藻,牡蛎,橘核,昆布,瓜蒌
红花,三七,樟脑,冰片,地黄,龙血竭
桃仁,红花,地龙,灵脂,没药,秦艽
红花,蒲黄,三棱,黄芪,川芎,当归
桃仁,生地,人参,黄芩,大黄,当归
玄胡,广郁金,乳香,白芍,香附,枳实
桃仁,红花,泽兰,当归尾,香附,酒丹参
桃仁,川芎,黑姜,当归,炙草
红花,干葛,苏叶,防风,升麻,香附
灵脂,元胡,没药,香附
玄胡,五灵脂,没药,蒲黄,赤芍,川芎
五灵脂,蒲黄
茅根,半枝莲,金钱草,石苇,郁金,海金砂
桃仁,半夏,吴萸,黄连,陈皮
干葛,生甘草,山楂,升麻,当归,僵蚕
玄胡,丹皮,北芍药,蓬术,川芎,当归
灵脂,元胡,丹皮,熟军,藏红花,赤芍
桃仁,红花,元胡,苍术,黄柏,川芎
红花,山楂,乌药,当归尾,香附,泽泻
桃仁,丹参,红花,归尾,乳香,蕺莱
桃仁,芍药,当归,干漆,芎藭,甘草
桃仁,蒲黄,大枣,消石,大黄,甘草
桃仁,赤芍,三棱,当归,诃黎勒皮,白术
桃仁,红花,丹皮,赤芍,郁金,山栀
莪茂,丹皮,川芎,人参,牛膝,芍药
红花,自然铜,没药,苏木,乳香,丁香
没药,芥子,丹皮,肉桂,骨碎补,五加皮
丹参,地龙,鸡血藤,蜈蚣,地鳖虫,黄芪
桃仁,红花,路路通,赤芍,生地,川芎
丹参,没药,乳香,瓜蒌,金银花,血竭
桃仁,红花,赤芍,生地,川芎,牛膝
玄胡,苦楝,川芎,地黄,芍药,当归
玄胡,当归
桃仁,赤芍,木通,荆芥,白芍,枸杞子
海藻,麦蘖,使君子,干蟾,九肋鳖甲,夜明砂
蒲公英,没药,地鳖虫,乳香,木瓜,栀子
红花,透骨草,川山甲,杏仁,蓬术,木鳖仁
炮山甲,麻仁,牡蛎,五倍子,乌梅,苦参
丹参,三七,山楂,郁金,冰片,黄芪
茅根,山楂,过路黄,凤尾草
桃仁,丹参,自然铜,玄胡,没药,骨碎补
泽兰,山楂,牡蛎,王不留行,苍术,佛手
虎杖,半枝莲,仙灵脾,仙鹤草,白花蛇舌草,鹿衔草
桃仁,没药,金钱草,赤芍,乳香,三棱
桃仁,红花,玄参,熟地,生地,黄芩
虎杖,泽兰,蒲公英,土茯苓,酒大黄,板蓝根
虎杖,土鳖虫,樟脑,千斤拔,横经席,过江龙
桃仁,丹参,红花,地龙,鸡血藤,土鳖虫
苦楝皮,槐皮,雄黄
