红花,三七,山楂,葛根,川芎
红花,三七,山楂,葛根,川芎
丹参,豆豉,姜川连,龙齿,参三七,荆芥
紫苏,肉桂,何首乌,乌药,防风,赤芍
红花,紫苏,苏木,三棱,黄柏,赤芍
归尾,松节,伸筋草,羌,姜黄,海桐皮
香油,没药,红粉,冰片,蜂蜡,血竭面
桃仁,红花,当归尾,白蒺藜,荆芥,赤芍
桃仁,归尾,玄胡,防风,赤芍,川芎
蝙蝠,骨碎补,补骨脂,大黄,当归,桂
丹参,泽兰,金钱草,黄芪,炮甲,茯苓皮
丹参,没药,乳香,当归
丹参,没药,乳香,当归
桃仁,三棱,莪术
红花,丹皮,防风,赤芍,酒归尾,木香
刘寄奴,酒生地,苏木,血竭,赤芍,川芎
红花,珍珠,熊胆,冰片等,灵芝,牛黄
没药,肉桂,炮姜,黄芪,熟地,乳香
桃仁,红花,红花,玄胡,黑豆,五灵脂
丹参,红花,虫,虻虫,水蛭,桂枝
桃仁,丹参,三棱,赤芍,川芎,大黄
桃仁,丹参,三棱,赤芍,川芎,大黄
丹参,茜草,三七,赤芍,降香
丹参,三七,益母草,川芎,香附,当归
桃仁,红花,当归尾,五灵脂,姜黄,没药
茜草,香油,刘寄奴,松节,伸筋草,透骨草
鸡血藤,双花,元参,土茯苓,乳香,甘草
桃仁,玄胡,丹皮,水蛭,虻虫,赤芍
丹参,泽兰,鸡血藤,玄胡,没药,元参
蒲公英,赤小豆,丹皮,土贝母,川军,犀黄丸
香油,章丹
丹参,红花,赤芍,川芎,降香
自然铜,鸡子,孩儿牙齿,朱砂
桃仁,红花,玄胡,黑豆,益母草,苏木
自然铜,没药,熟军,土鳖虫,2钱,钱
桃仁,红花,附子,党参,白术,甘草
红花,乌药,川芎,牛膝,泽泻,独活
桃仁,益母草,炮姜,川芎,当归,芥穗
没药,瓜蒌,荔核,橘核,乳香,当归
桃仁,红花,归尾,炮山甲,板蓝根,熟地
桃仁,红花,白芍药,川芎,当归,熟地黄
茅根,丹皮,蒲黄,川芎,芍药,当归
丹参,茜草,土贝母,元参,赤芍,黄柏
秦皮,酒黄芩,丹皮,木通,赤芍,生地
茅根,鸡血藤,茜草,仙鹤草,丹皮,三七粉
红花,赤芍,黄耆,人参1,地锦草,白术1
丹参,红花,鸡血藤,丹皮,熟地,黄精
桃仁,丹参,红花,赤芍,生地,川芎
自然铜,没药,土鳖虫,乳香,麻黄,马前子
醋,半夏
桃仁,红花,海藻,昆布,海金砂,枳实
泽兰,郁金,山栀,枳实,川楝,香附
丹参,枳实,麦冬,赤芍,沙参,川芎
凌霄花,没药,赤芍,当归,木香,桂心
红花,五灵脂,赤芍,生地,川芎,当归
炉甘石,珍珠,冰片,牛黄,麝香,硼砂
丹参,牡丹,败酱,芍药,茯苓,薏苡仁
归尾,草决,蒺藜,防风,荆芥,白芍
玄胡,肉桂,槟榔,三棱,苍术,青皮
丹参,茜草,王不留行,黄柏,木瓜,地鳖
地龙,没药,玄胡,赤小豆,冰片,乳香
红花,归尾,刘寄奴,益母草,酒生地,赤芍
桃仁,泽兰,参三七,郁金,赤芍,青皮
桃仁,丹参,红花,泽兰,蒲公英,王不留行
地龙,仙灵脾,盐知母,盐黄柏,肉桂,木通
丹参,白花蛇舌草,牡蛎,黄芪,郁金,三棱
丹参,地龙,王不留行,川楝,橘叶,皂角刺
丹参,海藻,昆布,瓜蒌,牡蛎,橘核
红花,三七,樟脑,冰片,麝香,独活
桃仁,红花,地龙,没药,灵脂,秦艽
红花,蒲黄,黄芪,三棱,川芎,当归
桃仁,生地,大黄,当归,黄芩,人参
玄胡,广郁金,枳实,白芍,乳香,香附
桃仁,红花,泽兰,当归尾,香附,酒丹参
桃仁,川芎,黑姜,当归,炙草
红花,干葛,苏叶,防风,升麻,香附
灵脂,没药,元胡,香附
五灵脂,玄胡,没药,蒲黄,赤芍,川芎
五灵脂,蒲黄
茅根,金钱草,半枝莲,石苇,海金砂,木通
桃仁,半夏,吴萸,黄连,陈皮
生甘草,干葛,山楂,升麻,当归,僵蚕
玄胡,丹皮,北芍药,蓬术,川芎,当归
灵脂,元胡,熟军,丹皮,藏红花,炮姜
桃仁,红花,元胡,桂枝,黄柏,川芎
红花,山楂,当归尾,乌药,香附,青皮
桃仁,丹参,红花,归尾,乳香,蕺莱
桃仁,芍药,当归,干漆,芎藭,甘草
桃仁,蒲黄,大黄,大枣,消石,甘草
桃仁,三棱,赤芍,当归,白术,诃黎勒皮
桃仁,红花,丹皮,郁金,赤芍,山栀
莪茂,丹皮,川芎,芍药,牛膝,当归
红花,自然铜,没药,苏木,乳香,丁香
没药,丹皮,骨碎补,芥子,肉桂,五加皮
丹参,地龙,鸡血藤,地鳖虫,蜈蚣,黄芪
桃仁,红花,路路通,赤芍,生地,川芎
丹参,没药,瓜蒌,乳香,金银花,青皮
桃仁,红花,赤芍,生地,川芎,牛膝
玄胡,苦楝,川芎,芍药,当归,地黄
玄胡,当归
桃仁,木通,荆芥,白芍,赤芍,青龙齿
海藻,使君子,九肋鳖甲,麦蘖,干蟾,夜明砂
蒲公英,没药,地鳖虫,乳香,大黄,木瓜
红花,透骨草,川山甲,蓬术,三棱,木鳖仁
炮山甲,麻仁,五倍子,牡蛎,乌梅,苦参
丹参,三七,山楂,冰片,黄芪,桂枝
茅根,山楂,过路黄,凤尾草
桃仁,丹参,自然铜,玄胡,没药,当归尾
泽兰,王不留行,山楂,牡蛎,佛手,白芍
虎杖,白花蛇舌草,仙鹤草,仙灵脾,半枝莲,生鸡内金
桃仁,没药,金钱草,三棱,赤芍,乳香
桃仁,红花,玄参,麦冬,熟地,生地
虎杖,泽兰,蒲公英,酒大黄,板蓝根,土茯苓
虎杖,土鳖虫,樟脑,九龙川,香樟,豆豉姜
桃仁,丹参,红花,地龙,鸡血藤,土鳖虫
槐皮,苦楝皮,雄黄
