半夏,白芥子,诃黎勒,芡实,薏仁,人参
半夏,人参,白术,干姜,甘草
天南星,全蝎,白僵蚕,地龙干,五灵脂
天南星,远志,辰砂,天麻,菖蒲,麝1字
天竺黄,天南星,檀香,金箔,辰砂,枳实
天竺黄,胆南星,辰砂,僵蚕,全蝎,丹参
天竺黄,郁金,白矾,雄黄
半夏,杏仁,茶叶,枳实,石膏,瓜蒌霜
贝母,天南星,杏仁,桔梗,陈皮,紫苏
天南星,半复,黄芩
半夏,黑附子,生姜
半夏,广皮,茯苓,苍术,甘草,厚朴
贝母,半夏,桔梗,瓜萎仁,枳亮,知母
半夏,杏仁
半夏,芍药,桔梗,旋复花,陈皮,人参
半夏,柴胡,神曲,升麻,生姜,茯苓
半夏,陈皮,泽泻,天麻,黄耆,神曲
半夏,天麻,白术
半夏,陈皮,天麻,生姜,白术,茯苓
半夏,陈皮,泽泻,天麻,炒曲,茯芩
半夏,秫米
半夏,陈皮,麦芽,香附,神曲,槟榔
半夏,紫苏,诃黎勒皮,茯苓,厚朴,枳壳
半夏,杏仁,桔梗,昆布,牛蒡,射干
半夏,干苏叶,生姜,茯苓,厚朴
贝母,半夏,天南星,白附子,人参,白术
半夏,防风
半夏,朱砂,黄丹,白矾
半夏,白矾
半夏,瓜蒌子
半夏,茯苓,朴消,枳壳
半夏,陈皮,槟榔,郁李仁,木香
半夏,猪苓,沉香,破故纸
半夏,天南星,石膏,香附,栀子
檀香,拳参,白葡萄干,丁香,北沙参,红花
檀香,拳参,白葡萄干,丁香,北沙参,红花
硼砂,片脑,紫苏,白檀香,桂花,薄荷
贝母,柴胡,金银花,当归,黄柏,大黄
天南星,朱砂,神曲,巴豆
胆南星,朱砂,全蝎,丹参,神曲,巴豆
荸荠,白萝卜,雪梨,生藕,白茅根,麦冬
胆南星,淡全蝎,薄荷,芥穗,天麻,独活
半夏,胆南星,党参,天麻,全蝎,独活
贝母,天竺黄,天南星,远志,桔梗,陈皮
贝母,半夏,胆南星,陈皮,僵蚕,焦三仙
贝母,胆南星,朱砂,薄荷,陈皮,僵蚕
天南星,辰砂,僵蚕,天麻,全蝎,白附子
半夏,天南星,皂角,生姜,白矾
贝母,莲肉,麦门冬,琥珀,当归,薏仁
半夏,杏仁,豆
半夏,甘菊,独活,干蝎,川芎,防风
半夏,陈皮,京三棱,黑牵牛,槟榔,木香
半夏,天南星,黑牵牛,白矾,猪牙皂角
天南星,木香
半夏,天南星,干姜
贝母,紫菀,百部,杏仁,瓜蒌仁,马兜铃
半夏,蝎尾,胡椒,干姜
半夏,桔梗,僵蚕,黄连,蝉蜕,活蝎子
款冬花,杏仁,远志,苏子,胡桃肉,代赭石
贝母,杏仁,葶苈,苏子,陈皮,僵蚕
半夏,杏仁,款冬花,苏子,黄芩,白果
半夏,杏仁,款冬花,苏子,黄芩,白果
杏仁,陈皮,石膏,五味子,砂仁,麻黄
桔梗,陈皮,石膏,五味子,木香,麻黄
贝母,半夏,莱菔,白芥子,杏仁,苏子
天竺黄,银箔,生犀角,远志,金箔,龙脑
郁金,玄明粉,姜汁,薄荷,煅金礞石,竹沥膏
朱砂,薄荷,天麻,白芷,川芎,防风
半夏,陈皮,麦芽,川丁皮,广荗,荜澄茄
半夏,款冬花,枳实,苦梗,五味子,人参
半夏,天南星,薄荷,藿香,寒水石,白蛤粉
半夏,天南星,薄荷,藿香,寒水石,蛤粉
半夏,杏仁,马兜铃,巴豆
贝母,杏仁,旋复花,陈皮,麦冬,石斛
天南星,龙脑,天麻,真珠末,丹参,白附子
天竺黄,龙脑,天麻,丹参,人参,丹砂
贝母,陈皮,丹参,菖蒲,麦门冬,当归
半夏,丁香,白檀香,姜黄,人参,生姜
半夏,紫团参,鳖甲,甘草,阿胶
贝母,半夏,葶苈,杏仁,陈皮,板蓝根
半夏,广皮,茯苓,防风,甘草,羌活
杏仁,桔梗,麻黄
半夏,海藻,白芥子,昆布,陈皮,胆草
半夏,陈皮,茯苓,甘草
半夏,陈皮,茯苓,甘草
半夏,广皮,茯苓,苍术,甘草,厚朴
半夏,陈皮,苏梗,茯苓,甘草,厚朴
半夏,陈皮,香附,枳实,当归,川芎
半夏,陈皮,茯苓,甘草
贝母,石膏,知母
贝母,紫菀,杏仁,款冬花,麦门冬,百合
贝母,半夏,陈皮,茯苓,甘草,知母
贝母,麦门冬,天门冬,知母
半夏,天南星,桔梗,陈皮,僵蚕,菖蒲
天竺黄,百部,陈皮,竹茹,瓜蒌仁,麦冬
贝母,麦冬,天门冬,知母
贝母,北沙参,提麦冬,淡天冬,南沙参,知母
竹茹,远志,菖蒲,泽泻,牡蛎,茯苓
半夏,天南星,白僵蚕,飞过枯矾
半夏,黑附子,陈皮,白姜,甘草,草果子
贝母,桔梗,陈皮,元参,白芷,前胡
贝母,桔梗,芍药,陈皮,前胡,黄芩
半夏,天麻,人参,芎,独活,白芷
贝母,半夏,玉竹,北沙参,麦冬,广皮
半夏,陈皮,茯苓,甘草
山芋,远志,桔梗,芍药,陈皮,麦门冬
贝母,葶苈,杏仁,桔梗,陈皮,金银花
鱼腥草,党参,黄芪,陈皮,铁树叶,白花蛇舌草
贝母,贝母,半夏,半夏,白芥子,杏仁
贝母,郁金,竹茹,蒌仁,石膏,麦冬
半夏,粉霜,黑牵牛子,白矾
硼砂,陈皮,薄荷,乌梅,五味子,甘草
贝母,半夏,桔梗,陈皮,香附,玄明粉
贝母,半夏,桔梗,陈皮,香附,玄明粉
半夏
半夏,檀香,薄荷,百药煎,陈皮,乌梅肉
半夏,天南星,皂角,白矾,干姜
半夏,天南星,杏仁,陈皮,萝卜子,紫苏
半夏,天南星,莱菔,陈皮,瓜蒌仁,枳实
竹茹,郁金,陈皮,菖蒲,缩砂,苍术
杏仁,百药煎,乌梅,黑矾,甘草
半夏,丁香,草豆蔻,白矾
半夏,薄荷,丁香,陈皮,枳实,五味子
半夏,硝石,明矾
贝母,海藻,白酒,黄药子
百部,鱼腥草,穿心莲,生干蟾,开金锁
蜈蚣,僵蚕,桔梗,全蝎,知柏,丹参
贝母,半夏,远志,桔梗,陈皮,五味子
四季青,鼠曲草,干日红,平地木
半夏,陈皮,竹茹,麦门冬,枳实,石膏
天竺黄,生石决明,枳实,生川军,黄芩,牡蛎
贝母,桔梗,陈皮,枳实,当归,片芩
杏仁,瓜蒌仁,黄连
半夏,杏仁,瓜蒌皮,桂枝,生姜,牡蛎
半夏,远志,合桃肉,熟附块,五味子,桂枝
桔梗,败酱草,炮干姜,栝蒌实,人参,防风
山芋,杏仁,栝楼,甘草
半夏,海藻,昆布,陈皮,夏枯草,牡蛎
半夏,陈皮,龙涎香,伽楠香
贝母,郁金,香附,人参,白芍
半夏,陈皮,当归,人参,白术,茯苓
海藻,鸡血藤,黄芪,黄精,丹参,玄参
半夏,党参,陈皮,黄耆,紫河车,白术
半夏,天南星,百药煎,乌梅肉,明矾,五味子
半夏,天南星,香墨,白附子,芎,杜仲
贝母,半夏,杏仁,皂荚,知母
半夏,天南星,陈皮,泽泻,黄芩,黄芩
贝母,桔梗,薄荷,薄荷,诃子,连翘
贝母,天竺黄,半夏,胆南星,白芥子,葶苈
半夏,海粉,杏仁,栝楼,香附,诃子
款冬花,蛤蚧,成炼钟乳,白矾,肉桂,甘草
贝母,半夏,莱菔,白芥子,杏仁,苏子
半夏,陈皮,藿香,人参,茯苓,苍术
半夏,陈皮,藿香,甘草,厚朴
半夏,陈皮,藿香,甘草,厚朴
半夏,丁香,陈皮,藿香,生姜,茯苓
半夏,竹茹,青子芩4,碧玉散,青蒿脑4,陈广皮
僵蚕,桔梗,全蝎,天麻,白芷,川芎
半夏,朱砂,白矾,雄黄
天南星,海藻,海带,琥珀,京墨,木香
胆南星,朱砂,薄荷,地龙,苏珠,制军
贝母,半夏,石膏,百合,天冬,血琥珀
天竺黄,天南星,檀香,朱砂,枳实,琥珀
天竺黄,天南星,檀香,金箔,枳实,粉草
天竺黄,天南星,朱砂,僵蚕,全蝎,琥珀
天竺黄,天南星,檀香,金箔,朱砂,枳实
贝母,天竺黄,胆南星,僵蚕,全蝎,琥珀
天竺黄,胆南星,辰砂,琥珀,月石,腰黄
天竺黄,天南星,辰砂,僵蚕,真麝香,琥珀
贝母,天竺黄,胆南星,朱砂,桔梗,僵蚕
天南星,远志,菖蒲,大辰砂,人乳,人参
贝母,天竺黄,青礞石,月石,伽楠香,麝香
贝母,青礞石,月石,沉香,天竹黄,麝香
远志,金箔,桔梗,辰砂,麝香3厘,丹参
荸荠,海蜇皮
荸荠,海蜇
贝母,半夏,海藻,昆布,陈皮,海带
海藻,昆布,柴胡,小麦,龙胆草
海石,香附
海石,蚶壳,石礞,红花,香附,莪术
透骨草,烧酒,马前子,老葱胡,川羌,三七
半夏,昆布,陈皮,红花,当归,人参
半夏,陈皮,当归,川芎,茯苓,地黄
贝母,桔梗,麦冬,当归,黄芩,枸杞
天竺黄,朱砂,僵蚕,白蔻,油松节,天麻
半夏,桂心,芍药,枳实,旋覆花,麦门冬
葶苈,杏仁,蛤蚧,商陆,防己,茯苓
白芥子,陈皮,全丝瓜,上肉桂,白僵蚕,干姜
天竺黄,天南星,桔梗,陈皮,僵蚕,薄荷
半夏,丁香,生姜,甘草,枣仁,厚朴
杏仁,陈皮,紫苏,茯苓,麻黄,桑白皮
天南星,天麻,全蝎,粉草,独活,人参
天南星,天麻,全蝎,粉草,独活,人参
半夏,天南星,白附子,皂角,寒水石,白矾
天南星,陈皮,陈皮,蒌仁,元芩,清夏
贝母,半夏,海藻,昆布,枳实,海带
半夏,桔梗,茯苓,干姜
半夏,天南星,杏仁,陈皮,紫苏,皂角
半夏,天南星,白附子,明矾
半夏,天南星,皂角,生姜,白矾
半夏,天南星,巴豆,干姜,枯矾,滑石
半夏,天南星,杏仁,陈皮,瓜蒌仁,紫苏
半夏,杏仁,葶苈,桔梗,旋覆花,陈皮
半夏,葶苈,旋覆花,桔梗,硼砂,陈皮
半夏,天南星,辰砂,陈皮,皂,腻粉
半夏,紫菀,杏仁,葶苈,桔梗,陈皮
贝母,紫菀,葶苈,杏仁,款冬花,桔梗
半夏,杏仁,葶苈,款冬花,桔梗,旋覆花
檀香,柿霜,硼砂,薄荷,紫苏,白葛粉
半夏,紫菀,葶苈,杏仁,远志,苏子
天南星,真麝香,直僵蚕,明天麻,节白附,代赭石
半夏,陈皮,京三棱,黑牵牛,槟榔,木香
天南星,朱砂,蜈蚣,僵蚕,蝉壳,全蝎
天竺黄,胆南星,金箔,朱砂,真麝香,僵蚕
半夏,天南星,金箔,龙脑,天麻,丁香
半夏,芍药,旋覆花,前胡,荆芥,麻黄
半夏,陈皮,当归,茯苓,熟地,甘草
贝母,半夏,天南星,葶苈,瓜蒌仁,枳实
半夏,天南星,皂角,白矾
白芥子,透骨草,僵蚕,片姜黄,芍药,鸡血藤膏
半夏,天麻,秦艽,杭白菊,白芷,夏枯草
海粉,桔梗,瓜蒌仁,陈皮,丹参,连翘
天南星,陈皮,天麻,当归,人参,白芷
天南星,远志,僵蚕,天麻,全蝎,菖蒲
贝母,半夏,杏仁,桔梗,陈皮,紫苏
贝母,杏仁,桔梗,陈皮,紫苏,石膏
贝母,半夏,杏仁,桔梗,陈皮,紫苏
贝母,紫菀,小蓟,桑白皮,白芍,甘草
海藻,党参,大青叶,黄芪,板蓝根,柴胡
贝母,薄荷,陈皮,柴胡,麦门冬,香附
贝母,远志,桔梗,柴胡,广皮,银花
贝母,半夏,紫菀,杏仁,远志,款冬花
贝母,半夏,紫菀,杏仁,款冬花,桔梗
贝母,半夏,紫菀,杏仁,陈皮,马兜铃
贝母,杏仁,陈皮,米壳,五味子,净金灯
贝母,半夏,紫菀,杏仁,款冬花,桔梗
贝母,半夏,紫菀,杏仁,苏子,桔梗
粳米,陈皮
半夏,莱菔,陈皮,香附,连翘,神曲
半夏,陈皮,枳实,白术
半夏,桔梗,陈皮,黑山栀,黄芩,黄连
紫菀,鱼腥草,四季青,金荞麦,前胡,麻黄
天竺黄,胆南星,朱砂,僵蚕,薄荷,天麻
杏仁,麦门冬,米仁,百合,人参,五味子
半夏,天南星,白芥子,杏仁,苏子,萝卜子
贝母,杏仁,桔梗,石膏,片芩,麻黄
半夏,杏仁,1,栝楼,小枳实,石膏
半夏,杏仁,桔梗,陈皮,五味子,当归
半夏,草果,人参,广皮,生姜,青皮
半夏,桔梗,黄芩,人参,黄连,黄柏
半夏,桔梗,陈皮,柴胡,当归,黄芩
半夏,陈皮,粉草,香附,人参,益智
半夏,党参,三七,枳实,干姜炭,桂枝
贝母,党参,麦冬,五味子,沙参,熟地
紫菀,旋复花,桔梗,陈皮,香附,嫩苏梗
半夏,陈皮,人参,五味子,白术,茯苓
半夏,桔梗,竹茹,陈皮,柴胡,枳实
半夏,竹茹,陈皮,丹参,枳实,钩藤
杏仁,郁金,远志,陈皮,琥珀粉,羚羊粉
半夏,陈皮,紫苏,北梗,槟榔,辣桂
郁金,远志,菖蒲,琥珀,人参,茯苓
半夏,远志,紫苏,茯神,茯苓,甘草
半夏,天南星,陈皮,枳实,益智仁,苏梗
半夏,菖蒲,紫苏,白芷,木香,茯苓
杏仁,陈皮,旋覆花,生瓦楞,刀豆子,藕节
半夏,海藻,党参,陈皮,当归,黄药子
半夏,桔梗,枳实,香附,前胡,人参
款冬花,杏仁,桔梗,麦冬,黄芩,枇杷叶
半夏,海藻,昆布,陈皮,白僵蚕,当归
半夏,桔梗,陈皮,竹茹,当归,黄连
半夏,陈皮,茅术,生姜,茯苓,甘草
硼砂,玄明粉,柿霜,薄荷,白粉,乌梅肉
胆南星,陈皮,苏叶子,蒌子,蒌皮,小枳实
竹茹,干青果,焦三仙,陈皮
胆南星,黑附子,陈皮,郁金,僵蚕,天麻
贝母,海藻,柴胡,漏芦,元参,连翘
半夏,黄芩,桂枝,干姜,细辛,麻黄
半夏,天南星,辰砂,桔梗,陈皮,栝楼
贝母,半夏,陈皮,柴胡,黄耆,当归
贝母,半夏,天南星,陈皮,栝楼,芍药
百部,玉竹,穿心莲,葎草,黄精,白及
半夏,半夏,藿香,桔梗,陈皮,紫苏
杏仁,陈皮,薄荷,桂枝,苏叶,茯苓
葶苈,杏仁,石膏,百合,天冬,大黄
半夏,醋2500毫升
款冬花,钟乳粉,川姜,人参,白术,甘草
杏仁,款冬花,麻黄,甘草
陈皮,榔片,灵脂,生芍,川朴,香附
半夏,桔梗,桂,枳壳
半夏,天南星,葶苈,枳实,黑牵牛,或加旋复花
半夏,京三棱,大腹子,木香,青皮
生龙脑,生犀角,朱砂,麦门冬,石膏,人参
生龙脑,生犀角,朱砂,麦门冬,石膏,人参
鸡苏叶,龙脑,桔梗,紫苏,黍粘子,瓜蒌根
半夏,天南星,草龙脑,白矾
半夏,附片,牡蛎,生姜,白术,茯苓
杏仁,白芥子,蛤壳,瓜蒌皮,紫苏,石膏
杏仁,白芥子,蛤壳,瓜蒌皮,紫苏,石膏
白芥子,杏仁,蛤壳,丹参,紫苏,瓜萎皮
硼砂,青礞石,万年干,石膏
桔梗,上广皮,淡条芩,细川连,京元参,香附
紫菀,款冬花,杏仁,桔梗,紫苏,五味子
粳米,新鲜萝卜约
贝母,莱菔,冰糖,白糖,豆腐皮,白果仁
莱菔,粳米
莱菔
贝母,款冬花,鹅管石,肉桂,甘草
葶苈,杏仁,桔梗,陈皮,马兜铃,茯苓
半夏,桔梗,党参,陈皮,黄芩,前胡
半夏,苏子,人参,白术,茯苓,干姜
半夏,人参,白术,茯苓,干姜,甘草
贝母,萝卜,麦冬,秋梨,鲜姜,鲜藕
半夏,草乌,香附,茴香,茯苓,细辛
莱菔,藿香,桔梗,陈皮,麦芽,果仁
贝母,薄荷,桔梗,元参,石膏,牛蒡
半夏,胆南星,紫菀,杏仁,款冬花,川椒
半夏,杏仁,陈皮,茯苓,甘草
半夏,陈皮,人参,白术,茯苓,甘草
半夏,杏仁,款冬花,苏子,黄芩,麻黄
半夏,广红皮,清炙草,钩藤钩,明天麻,川芎
贝母,杏仁,陈皮,石膏,牛蒡,麻黄
半夏,杏仁,豆腐1小块,麻黄,甘草
半夏,莱菔,杏仁,白芥子,苏子,陈皮
半夏,杏仁,马兜铃,巴豆
远志,陈皮,罗参,莲肉,粉草,黄耆
贝母,天竺黄,胆南星,桔梗,陈皮,薄荷
半夏,桔梗,陈皮,大力子,重楼,当归
梅花脑,硼砂,牙硝,五,寒水石,麝香
梅花脑,硼砂,牙消,寒水石,麝香,甘草
贝母,麦冬,枇杷叶,莲子,天冬,枣仁
粳米,冰糖,枇杷叶
粳米,冰糖,枇杷叶
半夏,莱菔,陈皮,香附,麦芽,枳实
半夏,天南星,枳实,黄芩,法制消,礞石
远志,丹参,丹参,麦冬,菖蒲,黄芩
半夏,旋复花,竹茹,胆草,黄芩,黄连
贝母,半夏,杏仁,桔梗,陈皮,瓜蒌仁
贝母,半夏,紫菀,杏仁,桔梗,百合
紫菀,百部,白芥子,苏子,剖麦冬,东白薇
贝母,桔梗,陈皮,瓜蒌仁,麦门冬,黄芩
半夏,陈皮,香附,神曲,黄连,川芎
半夏,陈皮,香附,神曲,黄连,川芎
贝母,海石,胆南星,陈皮,木通
半夏,草果,良姜,乌梅,青皮,甘草
葶苈,杏仁,地龙,丹参,石膏,牛蒡
贝母,桔梗,黄芩,前胡,花粉,黄柏
贝母,天竺黄,紫菀,杏仁,鱼腥草,陈皮
贝母,杏仁,鱼腥草,桔梗,败酱草,薏仁
昆布,海粉,牙皂,芦荟,当归,黄连
贝母,海藻,僵蚕,柴胡,连翘,当归
半夏,白芥子,桔梗,柴胡,苏子,枳实
檀香,薄荷,石膏,人参,荆芥,防风
檀香,四,一了,薄荷,二,石膏
檀香,薄荷,石膏,人参,荆芥,防风
半夏,瓜蒌仁,香附,黄芩,黄连,苍术
贝母,半夏,天南星,白芥子,陈皮,枳实
半夏,天南星,杏仁,陈皮,枳实,黄芩
半夏,天南星,莱菔,海粉,苏子,瓜蒌仁
半夏,天南星,杏仁,陈皮,瓜蒌仁,枳实
贝母,贝母,紫菀,杏仁,蛤壳,北沙参
半夏,石膏,五味子,射干,麻黄,细辛
贝母,半夏,杏仁,桔梗,泽泻,瓜蒌仁
半夏,海藻,白芥子,昆布,陈皮,香附
贝母,郁金,丹参,杵头糠,荷叶蒂,砂仁壳
蜈蚣,僵蚕,全虫,炙穿山甲,蝉衣,夜明砂
贝母,桔梗,陈皮,麦门冬,花粉,茯苓
百药煎,桔梗,香附,粉草,紫河车
半夏,天南星,陈皮,黄芩,黄连,甘草
半夏,天南星,陈皮,黄芩,白矾,黄连
半夏,天南星,天麻,川乌,川芎,防风
半夏,天南星,天麻,川乌,川芎,防风
天竺黄,党参,15克,75克,75克,75克
麦芽,党参,女贞子,丹参,香附,当归
天南星,黑附子,乌头,木香
天南星,辰砂,白附子,蛇含,麝香
半夏,黑附子,柴胡,人参,当归,茱萸
竹茹,桔梗,陈皮,苏子,甘草
红芽大戟,文蛤,山慈菇,续随子,麝香
远志,金箔,菖蒲,铁粉,人参,丹砂
贝母,半夏,杏仁,桔梗,陈皮,苏梗
半夏,柴胡,白术,茯苓,肉桂,白芍
贝母,胆南星,远志,辰砂,陈皮,元参
半夏,陈皮,生姜,茯苓,甘草
贝母,半夏,杏仁,苏子,黄芩,黄连
半夏,僵蚕,辰砂,陈皮,天麻,槐角子
天南星,朱砂,琥珀
胆南星,远志,朱砂,陈皮,黄耆,琥珀
半夏,远志,芍药,玫瑰花,佛手花,绿萼梅
海藻,昆布,陈皮,海带,海蛤粉,木香
半夏,山药,肉豆蔻,厚朴
半夏,陈皮,吴萸,黄连,桃仁
半夏,草果,陈皮,乌梅肉,人参,生姜
半夏,紫苏,茯苓,厚朴
半夏,桔梗,昆布,连翘,粉葛,天南星片
檀香,苏合香,朱砂,僵蚕,藿香,天麻
檀香,苏合香,朱砂,僵蚕,郁金,天麻
杏仁,麦蘖,神僸,萝卜子,青皮,三棱
莱菔,白芥子,山楂
半夏,天南星,金箔,朱砂,全蝎,白僵蚕
银箔,远志,金箔,白僵蚕,丹参,丹参
半夏,丁香,诃子,草豆蔻,生姜,干姜
贝母,半夏,天南星,海藻,桔梗,陈皮
半夏,桔梗,陈皮,前胡,人参,苏叶
天南星,蜈蚣,直僵蚕,麝香,猪牙皂角
半夏,陈皮,麦芽,薤白,苏梗,生姜
贝母,莱菔,杏仁,葶苈,苏子,陈皮
葶苈,杏仁,防己,黑牵牛,麻黄
胆南星,海石,栝楼,抚芎,香附,青黛
莱菔,杏仁,薄荷,僵蛹,大力子,连翘
贝母,海藻,蜣螂虫,猫头骨牙爪1副,蓖麻子肉,没药
半夏,天南星,白芥子,红芽大戟,僵蚕,制甘遂
贝母,杏仁,款冬花,薄荷,桔梗,麦门冬
朱砂,红芽大戟,文蛤,千金子,山茨菇,麝香
半夏,天麻,老生姜,白术,茯苓,甘草
百部,远志,桔梗,菖蒲,丹参,杜仲
天南星
半夏,陈皮,竹茹,茯苓,甘草,枳壳
半夏,陈皮,竹茹,枳实,生姜,甘草
半夏,桂心,远志,麦门冬,黄芩,人参
半夏,陈皮,白术,干姜
半夏,芍药,桔梗,陈皮,二十,白芷
半夏,芍药,桔梗,陈皮,白芷,川芎
牛乳60毫升,生姜汁,梨汁10毫升,藕汁,韭汁
半夏,陈皮2,人参,木香,砂仁,白术
半夏,党参,西砂仁,炒广皮,木香,白术
半夏,栝楼,小枳实,生川军,小川连,皮硝
贝母,半夏,天南星,柴胡,当归,瓜蒌
半夏,天南星,黄芩,辛夷,牡蛎,川芎
贝母,杏仁,桔梗,丹参,麦冬,淡竹叶
犀角汁20毫升,淡竹沥60毫升,青连翘,生赤芍,生姜汁2滴,桃仁
半夏,陈皮,麦芽,藿香,山植,香附
半夏,杏仁,桔梗,陈皮,前胡,干葛
海藻,昆布,白芥子,桔梗,山茨菇,元参
半夏,海藻,通草,昆布,海蛤粉,白芷
贝母,半夏,海藻,昆布,柴胡,元参
海藻,昆布,炒山甲,夏枯草,牡蛎,莪术
海藻,昆布,海红蛤,海带,石燕,海马
海藻,桔梗,猪琰子,海带,海昆布,海蛤
半夏,皂角,生马钱子,生山甲,血竭,甘草
贝母,元参,牡蛎
贝母,没药,牡蛎,生黄耆,乳香,血竭
海石,杏仁,桔梗,栝楼,连翘,皮硝
半夏,白芥子,陈皮,柴胡,香附,牡蛎
海藻,红娘子,元参,糯米,牡蛎,甘草
半夏,桔梗,僵蚕,陈皮,栝楼,连翘
半夏,茯苓,甘草
半夏,黑附子,陈皮,菖蒲,神曲,人参
半夏,杏仁,桔梗,陈皮,前胡,苏叶
半夏,紫菀,桂心,杏仁,陈皮,诃子
百部,杏仁,远志,桔梗,陈皮流浸膏,甘草
旋复花,僵蚕,石膏,防风
半夏,旋复花,代赭石,人参,生姜,甘草
半夏,丁香,缩砂仁,陈皮,草果仁,神曲
半夏,桔梗,陈皮,菖蒲,枳实,琥珀
竹茹,姜汁3茶匙,陈皮,柿蒂
半夏,栝楼,黄连
半夏,胆南星,朱砂,真珠,人参,脑
贝母,半夏,天南星,朱砂,桔梗,陈皮
贝母,天南星,白芥子,朱砂,陈皮,麦芽
天竺黄,天南星,朱砂,桔梗,陈皮,麦芽
贝母,丹参,连翘,炒二丑,赤芍,花粉
贝母,胆南星,杏仁,苏子,桔梗,元参
贝母,天竺黄,半夏,胆南星,菖蒲,西丹参
贝母,天竺黄,半夏,天南星,朱砂,陈皮
天竺黄,半夏,竹茹,郁金,藿香,佩兰
僵蚕,陈皮,梗,新鲜大力子根,活白凤仙梗,叶
白芥子,乳没,黑附子,姜黄,淫羊藿,当归
半夏,莱菔,陈皮,抚芎,枳实,香附
半夏,天南星,莪术,芫花
贝母,百部,羊胆干膏,白及,甘草
贝母,麦冬,薏仁,五味子,百合,天冬
胆南星,远志,麦门冬,淡竹叶,黄耆,当归
竹茹,远志,玉竹,女贞子,丹参,菖蒲
天南星,防风
半夏,寒水石,三,白矾
贝母,半夏,紫菀,杏仁,百部,葶苈
