丹参,川芎,甘草,莲子心,当归,朱砂
没药,乳香,白蜡,铅粉,轻粉,黄蜡
冰片,乳香,白蜡,樟脑,轻粉,官粉
冰片,轻粉,樟脑,红粉,石膏
冰片,熊胆,炉甘石,麝香,硇砂,珍珠
白锡粉,阿飞勇,李子树胶,可铁刺
紫苏,木瓜,大腹皮,羌活,槟榔,陈皮
没药,乳香,雄黄,轻粉,黄蜡,孩儿茶
板蓝根,糖粉,菠萝香精油,淀粉
黄蘖,寒水石,石膏,甘草
没药,乳香,白蜡,铜绿,麻油,松香
没药,血竭,香油,木鳖子,硼砂,乳香
没药,血竭,金银花,木鳖子,乳香,赤芍
黄丹,赤小豆,白芷,蒲黄,半夏
芙蓉叶,五倍子,赤芍,赤小豆,白芷,黄柏
冰片,没药,乳香,麝香,犀黄,斑蝥
寒水石,黄柏,石膏,甘草
木鳖子,无名异,花粉,黄柏,大黄,黄芩
一点红,九里明,射干,甘草
乳香,黄丹,密陀僧,轻粉,麝香,白矾
甘遂,大戟,土狗,芫花,大黄
冰片,玄明粉,黄柏,麝香,煅硼砂,白矾
冰片,玄明粉,黄柏,麝香,炒硼砂,鹿角霜
冰片,硼砂,胆矾,雄黄,人中黄,麝香
冰片,硼砂,玄明粉,朱砂
冰片,鸡蛋,黄油
冰片,西丹参,熊胆,珠粉,青鱼胆,麝香
硼砂,梅片,炉甘石,珠子,琥珀,麝香
冰片,乳香,文蛤,雄黄,全蝎,朱砂
冬瓜皮,车前子,鸡内金,陈葫芦,旱莲草,白茅根
冰片,没药,血竭,乳香,樟脑,茶油清
冰片,没药,血竭,三七,香油,乳香
没药,血竭,三七,乳香,自然铜,赤芍
血竭,没药,马钱子,乳香,自然铜,土鳖虫
没药,血竭,三七,乳香,赤芍,土鳖虫
没药,乳香,皂刺,山甲,花粉,知母
银花,没药,乳香,连翘,白芷,天南星
芥菜花1味
葡萄糖粉,麻黄素,辛夷花,鹅不食草
没药,乳香,蓖麻子仁,白芷,木鳖子肉,老葱
乳香,白胶香,白芷,定粉,白蔹
十,一十,栀子,木通,滑石,大黄
紫苏,木瓜,砂仁,大腹皮,麦门冬,槟榔
芙蓉叶,白芷,天南星,紫金皮,独活
山柰,官桂,麝香,红花,升麻,白芍
瓜子,牡丹,桃仁,大黄,皮硝
瓜子,牡丹,桃仁,大黄,皮硝
葶苈,木通,大黄,莽草
银花,蒲公英,木鳖子,乳香,赤芍,花粉
白酒,麻子仁,大豆,乌蛇
白酒,牛蒡,杉木节,大麻仁,牛膝,生地
银花,蒲公英,野菊花,连翘,地丁,半枝莲
冰片,木鳖子,熊胆,白菊花,黄柏,青葙子
冰片,银花,熊胆,硼砂,炉甘石,车前子
香油,核桃仁,蝈蝈,牛胆
月石,海浮石,胖大海,诃子
马钱子,胡连,穿山甲,刺猬皮,荆芥,蜂房
秦皮,朱砂,细辛,犀角屑,前胡,丹参
粳米,茯苓
炒白芍,黄苓,栀子,麦门冬,地黄,茯苓
芙蓉叶,榆面,大黄,皮硝
芙蓉叶,冰片,黄柏,泽兰叶,大黄,黄连
芙蓉叶,冰片,黄柏,番泻叶,大黄,黄连
秦皮,绿豆,连翘,白芷,夏枯草,蔓荆子
秦皮,绿豆,连翘,白芷,夏枯草,蔓荆子
赤芍,夏枯草,穿山甲,桃仁,莪术,红花
蒲公英,赤芍,大青叶,黄芩,甘草,丹皮
肿节风浸膏,薄荷,薄荷
银花,红藤,薏仁,桃仁,三颗针,大黄
50,两背针,食用乙醇,高粱酒,苏木,红花
金银花,赤芍,赤小豆,车前子,连翘,鸡血藤
车前子,太子参,猪苓,党参,五加皮,茯苓
连翘,甘草3寸半,青皮,陈皮
抱鸡蛋壳
葶苈,防己,甘草
白酒,瓜蒌,甘草
冬瓜皮,赤小豆,西瓜皮,白茅根,玉米须
硼砂,梅片,熊胆,炉甘石,麝香,琥珀
冰片,没药,血竭,乳香,白信,五灵脂
冰片,硼砂,西瓜霜,黄柏,贝母,薄荷
金银花,皂刺,花粉,连翘,牛蒡,栀子
没药,乳香,栝楼,甘草,当归
没药,蒲公英,柴胡,三仙,川朴,川连
金钱风,山芝麻,岗梅,毛冬青,牛膝
赤芍,桃仁,莪术,三棱,丹参
冰片,雄黄,滑石,朱砂面,甘草
铜绿,甘石,归尾,新针,胆矾,乌梅
金银花,赤芍,皂刺,木通,龙胆草,柴胡
冰片,乳没,草乌,天南星,肉桂,硇砂
五倍子,小麦,葱白,白矾,朴消
银花,赤芍,黄柏,牛蒡,栀子,大黄
赤小豆,黄柏,青盐,麒麟竭,马牙消,大黄
金银花,赤芍,连翘,归尾,桔梗,柴胡
银花,赤芍,花粉,连翘,黄柏,薄荷
鲜黄花菜,食盐
冬瓜皮,生姜皮,茯苓皮,白糖,黄芪,枣仁
清油,零陵香,黄蜡,天麻,芎,地黄
甘遂,大戟,陈曲,麦蘖,陈皮,陈皮
五倍子,枯矾,白芷,黄丹,雄黄,陈米醋
冰片,儿茶,甘石,轻粉,龙骨,元连
马钱子,穿山甲,黑附子
连翘,贝母,茵陈,木通,山栀仁,大黄
粳米,陈葫芦粉
冬瓜皮,西瓜皮,葫芦壳,枣仁
乳香,橘核,昆布,穿山甲,荔枝核,肉桂
金银花,皂角,木瓜,薏仁,木通,归尾
白酒,红蓝花
75,酒精,红花
冰片,白芷,松香,贝母,轻粉,银朱
赤芍,红花,白及,防风,当归
冰片,硼砂,枯矾,鸡内金,麝香,滑石
冰片,枯矾面,棉胭脂
冰片,西瓜霜,月石,元明粉,朱砂,乌贼骨
血竭,海藻,京墨,天南星,琥珀,五灵脂
白芷,天南星,郁金,大黄
木鳖子,油,黄丹,白芷,木通,琥珀
熊胆,儿茶,梅片,血琥珀,珍珠,丹参
没药,乳香,黑丑,琥珀,白丑,沉香
獾油,冰片面
獾油,地榆,大黄,石膏
没药,乳香,雄黄,黄米,蜈蚣,菖蒲
冰片,没药,血竭,香油,乳香,黄丹
冰片,三七,乳香,土鳖虫,自然铜,当归
三七,乳香,土鳖虫,自然铜,当归
冰片,没药,血竭,乳香,自然铜,土鳖虫
6次,贴敷患处,用纱布蘸透此液,活蚯蚓数条,胶布固定,外盖纱布
茯苓皮,车前子,金钱草,炮甲,黄芪,泽兰
没药,金银花,乳香,花粉,连翘,穿山甲
姜黄,白芷,花粉,芍药
赤芍,白芷,花粉,郁金
槐角,地榆,黄芩,枳壳,防风,当归
没药,乳香,苏木,栝楼,忍冬,甘草
五倍子
冰片,熊胆,西瓜霜,玄明粉,雄黄,人指甲
没药,乳香,赤芍,花粉,贝母,木通
葶苈,甘遂,灵脂,红芽大戟,豆豉,石榴
葶苈,大戟,甘遂,灵脂,江子霜,淡豆豉
化毒散,祛湿药膏
没药,乳香,草乌,浮石,巴豆
五倍子,枯矾,雄黄,蛇床子,桃仁,川椒
鸡蛋
冬瓜,鲫鱼
野菊花,白茅根,贝母,薄荷
蒲公英,红藤,大黄,厚朴
淮地,薄荷,川乌
冰片,硼砂,雄黄,硇砂,火消,僵蚕
猪蹄,鲜金针菜根
干蟾皮不拘多少
川军,山甲,明雄,全蝎,朱砂,蜈蚣
山菊花,黄柏,栀子,黄连,黄芩
叶子雌黄,郁金,麝香,大黄,黄连,槟榔
三七,金刚莲,马钱子霜,接骨木,红花,五加皮
三七,金刚莲,马钱子霜,18厘米,见血清,捆仙绳
冰片,蒲黄,牙皂,枪消,僵蚕
元明粉,京红粉,轻粉
芙蓉叶,大青叶,人中黄,青黛
冰片,连翘,白芷,松香,薄荷,天南星
蟾酥,雄黄,朱砂,丁香
银花,蒲公英,赤芍,花粉,连翘,薄荷
银花,赤芍,花粉,连翘,白芷,薏仁
金银花,蒲公英,川军,赤芍,赤小豆,连翘
白菊花
花椒,广胶,生葱,陈酒糟,葱白,艾叶
香油,章丹
金银花,连翘,山栀,黄连,黄芩,甘草
车前子,肉桂,牛膝,茱萸,山药,丹皮
橘核,川军,乌药,金铃子,胡芦巴,玄胡
血竭,没药,乳香,自然铜,土鳖虫,发灰
花椒,槐枝,黄丹,大蒜头,葱白,生姜
马钱子,草乌,枳壳
没药,乳香,苏木,好麻
没药,木鳖子,自然铜,骨碎补,川乌,羊胫骨灰
发灰,小黄米面,皂角末
冰片,没药,乳香,熊胆,黄柏,青鱼胆
鸡内金,薄荷,栀子,黄连,升麻
没药,木鳖子,葱,乳香,白胶香,清油
乌药,穿山甲,红花,牛膝,独活,陈皮
蒲公英,赤芍,瓜蒌,马勃,薄荷,郁金
车前子,官桂,牛膝,茱萸,山药,地黄
西瓜霜,珠粉,西黄,琥珀
地肤子,白茅根,白果,黄芪,肉桂,桑白皮
海藻,昆布,木通,黄连,白僵蚕,半夏
没药,乳香,紫苏,黄柏,薄荷,轻粉
黄柏,薄荷,苏叶,青黛,苍术,杏仁
没药,乳香,黄柏,薄荷,轻粉,苏叶
冰片,月石,贝母,滑石,朱砂,龙骨
没药,乳香,麻黄,马钱子粉
没药,乳香,自然铜,土鳖虫,马前子,麻黄
醋2500毫升,半夏
广地龙,西秦艽,大独活,骨碎补,牛膝,威灵仙
3克,9克,9克,或,萝卜子,枳壳
鸡蛋,龙衣,细盐
冰片,蝙蝠
冰片,西瓜霜,马勃,麝香,青黛,蒲黄
粳米,鹿头肉,香子,蔓荆子,高良姜
冬瓜,鲤鱼头
黄丹,蛇床人,黄蜡,蛇蜕皮,露蜂房,乱发
冰片,没药,血竭,硼砂,熊胆,乳香
银花,红藤,炙山甲,桃仁,川楝,皂角刺
金银花,蒲公英,红藤,连翘,夏枯草,贝母
银花,赤芍,花粉,连翘,白芷,黄柏
金银花,赤芍,花粉,连翘,白芷,黄柏
连翘,荠苨,桑白皮,桔梗,人参,前胡
鲜萝卜缨
粳米,绿豆
白糖,绿豆
葶苈,贝母,桑白皮,紫菀,人参,五味子
蟾酥,乳香,雄黄,轻粉,硇砂,麝香
血竭,没药,蟾酥,轻粉,龙脑,朱砂
血竭,蟾酥,胆矾,京墨,麝香,朱砂
血竭,蟾酥,胆矾,京墨,麝香,朱砂
昆布,贝母,天葵子,海石,牡蛎
赤芍,炒桃仁,刘寄奴,大黄,生地,枳壳
没药,木鳖子,自然铜,乳香,黄丹,蓖麻子
葱,赤芍,玄胡,紫苏,黄柏,千里马
黄柏,栀子,雄黄,大黄,黄连,黄芩
冬瓜皮,车前子,蝼蛄虫,制茅术,带皮苓,官桂
蟾酥,西丹参,飞朱砂,飞腰黄,珠粉,麝香
冰片,蟾酥,雄黄,珍珠,丹参,丁香
芙蓉叶,天南星,草乌,川乌,野芋头
大麻子仁,大黄
大米,白茅根
葶苈,商陆根,海藻,栝楼,蜀漆,牡蛎
冰片,没药,血竭,蟾酥,葶苈,硼砂
生姜皮,车前子,木通,川萆解,砂仁,莪术
粳米,蒲公英
紫草茸,白芷,藿香,半夏,何首乌,地黄
银花,赤芍,连翘,牛蒡,薄荷,莲子芯
金银花,青果,北豆根,桔梗,麦冬,玄参
地肤子,紫苏,葫芦巴,猪苓,桃仁,茴香
冰片,白糖,大蚯蚓
赤芍,连翘,黄柏,黄连,黄芩,甘草
连翘,白芷,射干,荆芥,桔梗,柴胡
冰片,血竭,没药,乳香,赤小豆,儿茶
闹羊花
芙蓉叶,花粉,滑石,生川柏,东丹,大黄
生清油,茶叶末
赤芍,连翘,花粉,黄柏,栀子,桔梗
赤芍,连翘,花粉,黄柏,栀子,桔梗
金银花,薏仁,地榆,麦冬,玄参,黄芩
金银花,蒲公英,瓜蒌,野菊花,连翘,生地
金银花,蒲公英,赤芍,车前子,连翘,地丁
金银花,连翘,山栀,黄连,地黄,川芎
连翘,牛蒡,栀子,薄荷,荆芥,桔梗
金银花,玄明粉,连翘,鼠粘子,薄荷,栀子
芙蓉叶,赤小豆,白芷,黄柏,雄黄,白及
冰片,血竭,没药,乳香,儿茶,麝香
金银花,麦冬,生地,甘菊花,熟地
姜黄,白芷,花粉,天南星,黄柏,大黄
白酒,如意草
赤芍,海藻,昆布,鸡血藤,柴胡,王不留行
连翘,花粉,元参,鼠粘子,桅子,桔梗
冰片,血竭,三七,樟脑,薄荷,麝香
冰片,没药,血竭,乳香,自然铜,白芷
贝母,乌药,人参,茯神,陈皮,枣仁
白酒,苏木
没药,栝楼,人参,甘草,当归
续随子,文蛤,红芽大戟,山慈菇,麝香
没药,金银花,乳香,花粉,白芷,贝母
清酒,甜石榴,苍耳子,酸石榴,党参,羌活
车前子,薏仁,蝉衣,车前草,生枳,荆芥
冰片,黄柏,虎杖
白芷,黄柏,郁金,轻粉,白及,大黄
官桂,紫苏,五灵脂,莪术,砂仁,人参
樟冰,如意金黄散
金银花,赤芍,牛蒡,射干,菊花,桔梗
大腹子,木瓜,草果仁,黑附子,茯苓,干姜
芙蓉叶,黄柏,泽兰叶,大黄,黄连,黄芩
黄柏末,大黄末,雄黄,丹参
草乌,天南星,狼毒,半夏
粳米,商陆
大梅片,硼砂,西丹参,马勃,珍珠,贝母
马钱子,枳壳
连翘,白芷,黄柏,栀子,薄荷,荆芥
白菊花,北防风,黄柏,骨碎补,白蒺藜,石膏
芙蓉叶,五倍子,赤小豆,草乌,白及,川乌
芙蓉叶,薄荷,泽兰叶,金桐叶,牛膝,耳草叶
没药,琥珀,麝香,桂心,细辛,当归
葶苈,猪苓,辣桂,木通,滑石,茯苓
葶苈,贝母,桑白皮,紫菀,人参,五味子
没药,乳香,白芷,透骨草,木瓜,骨碎补
连翘,夏枯草,僵蛹,大力子,莱菔,薄荷
粳米,桃花瓣
没药,乳香,硇砂,糯米,丁香
白酒,天天果
灯心草,猪苓,滑石,茯神,茯苓,泽泻
赤小豆,白樟柳根,陈皮,木香
没药,乳香,黄柏,肉桂,骨碎补,白及
猪蹄蜕,蚕蜕,穿山甲,荆芥,川乌,粉草
白芷,天南星,红花,防风,当归
赤芍,连翘,牛蒡,青黛,水牛角浓缩粉,桔梗
生姜皮,茯苓皮,桑白皮,大腹皮,陈皮
银花,蒲公英,野菊花,地丁,紫背天葵子
没药,乳香,雄精,麝香
冰片,西瓜霜,薄荷,薄荷
升麻22,犀角,大黄,玄参,甘草
芙蓉叶,紫荆皮,白芷,天南星,肉桂,骨碎补
葶苈,生姜皮,车前子,猪苓,木通,海金沙
芙蓉叶,五倍子,草乌,天南星,陈小粉,半夏
乳香,白及,上冰片,丹皮
姜黄,透骨草,散血草,黄柏,大黄,苍术
通脱木,木通,黑牵牛,滑石,瞿麦,半夏
没药,蒲公英,乳香,木瓜,栀子,地鳖虫
冰片,硼砂,熊胆,寒水石,孩儿茶,黄连
芙蓉叶,金银花,蒲公英,花粉,牛蒡,甘草
连翘,夏枯草,蓖麻仁
银花,花粉,白芷,贝母,柴胡,青皮
连翘,花粉,元参,栝楼,桔梗,山栀
蚯蚓,天南星,雄黄,荆芥,川乌,羌活
没药,金银花,乳香,瓜蒌,连翘,穿山甲
葶苈,大戟,甘遂,商陆,雄黄,芫花
硼砂,乳香,雄黄,麝香,朱砂,5克
癞虾蟆草,枳壳
没药,木鳖子,乳香,草乌,麝香,五灵脂
冰片,没药,赤芍,乳香,花粉,贝母
粳米,青头雄鸭,葱白
没药,乳香,樟冰,甲片,轻粉,肉桂
冰片,铜绿,甲片,樟冰,姜黄,胆矾
没药,乳香,赤芍,白芷,草乌,牛蒡
没药,金银花,乳香,赤芍,花粉,白芷
葶苈,海藻,松萝,郁李核仁,通草,桂心
败酱,薏仁,黑附子
瓜蒌仁,薏仁,桃仁,白芍,丹皮
黑牵牛头末,茴香
制萸肉,石苇,黄芪,党参,山楂,丹参
乳没,乌药,黄芪,肉桂,莪术,三棱
瓜蒌,白芷,麻油,白芨,麻黄蓍,零香
血竭,白芷,麻油,轻粉,白占,紫草
白芷,辛荑花,苍耳子,杭菊,北芪,木通
蟾酥,雄黄,朱砂,甘草
金银花,硼砂,山豆根,甘草
金银花,赤芍,泽兰,蝉蜕,金线重楼,羌活
没药,乳香,雄黄,硇砂,麝香,白矾
五倍子,山慈姑,雄黄,红大戟,麝香,朱砂
没药,五倍子,乳香,肥皂肉
贝母,猪苓,桑白皮,大腹皮,紫菀,麻黄
金银花,地丁,大黄,甘草,当归,黄耆
蒲公英,赤芍,白芷,黄柏,桃仁,茯苓
血竭,儿茶,红花,莲肉,白芍,茯苓
土鳖虫,樟脑,虎杖,薄荷,穿壁风,过江龙
血竭,没药,乳香,儿茶,轻粉,琥珀
