珍珠母,磁石,酒曲,赭石,酒曲,半夏
粳米,柏子仁,蜂蜜
粳米,柏子仁,蜂蜜
枣仁,牡蛎,柏子仁,麻黄根,五味子,党参
柏子仁,鹿角霜,鹿角胶,地黄,菟丝子
铅,水银
朱砂,白矾,半夏,黄丹
茯神,远志,菖蒲,麦门冬,丹参,白术
枣仁,大米,芡实,山药,薏仁,扁豆
枣仁,檀香,天竺黄,紫檀香,沉香,红花
枣仁,檀香,天竺黄,紫檀香,沉香,红花
枣仁,石灰华,诃子,木棉花,沉香,乳香
枣仁,石灰华,诃子,木棉花,沉香,乳香
朱砂,磁石,乳香,人中黄,代赭石,赤石脂
朱砂,胆南星,巴豆,神曲
金箔,腻粉
茯神,天竺黄,远志,琥珀,珍珠,辰砂
远志,天竺黄,琥珀,珍珠,钩藤,天麻
枣仁,覆盆子,巴戟,天门冬,肉苁蓉,柏子仁
琥珀,辰砂,天麻,天南星,麝香,防风
茯神,朱砂,琥珀,天麻,僵蚕,防风
琥珀,珍珠,丹参,马宝,龙涎香
檀香,赤小豆,熊胆,鹤虱,牵牛,麝香
远志,覆盆子,巴戟,菖蒲,肉苁蓉,枸杞
茯神,丹皮,原麦冬,莹白童便150毫升,益元散,淡竹叶
茯神,龙齿,郁金,黑附子,泽兰,人参
茯神,枣仁,远志,当归,熟地,酒炒白芍
茯神,朱砂,远志,菖蒲,麦冬,白术
茯神,枣仁,远志,柏子仁,地黄,五味子
茯神,枣仁,粟米
枣仁,辰砂,麦门冬,僵蚕,白术,人参
枣仁,金箔,辰砂,麦门冬,僵蚕,白术
陈曲,肉苁蓉,枸杞,地黄,桂,甘菊
朱砂,天竺黄,天麻,丹参,麝香,生龙脑
茯神,远志,天竺黄,琥珀,菖蒲,天麻
菖蒲,麦门冬,天门冬,丹参,五味子,贝母
辰砂,菖蒲,丹参,琥珀末,青龙齿,紫贝齿
枣仁,麦冬,生地,茯苓,甘草,木通
远志,覆盆子,菖蒲,天门冬,肉苁蓉,麦门冬
石灰华,珍珠,丹参,麝香等药味加工制成的丸剂,红花,草果
茯神,远志,菖蒲,天门冬,麦门冬,丹参
寒水石,桂枝,牡蛎,白石脂,紫石英,干姜
茯神,枣仁,远志,独活,防风,桂
茯苓细粉,白糖等份,米粉
枣仁,粳米,茯苓粉
茯神,远志,菖蒲,辰砂,天南星,人参
茯神,远志,菖蒲,辰砂,天南星,人参
茯神,枣仁,远志,独活,防风,细辛
茯神,麦门冬,龙齿,防风,枳实,白鲜
茯神,枣仁,远志,独活,防风,细辛
茯神,菖蒲,麦门冬,丹皮,石斛,陈皮
寄生,风仙花全草,泽兰,五味子,益母草
肉苁蓉,枸杞,巴戟天,菊花
枣仁,小麦,甘草
枣仁,小麦,甘草
枣仁,小麦,甘草
桂枝,牡蛎,龙骨,甘草
枣仁,牡蛎,龙骨,芍药,桂心,甘草
朱砂,21克
珍珠母,磁石,钩藤,麦冬,仙茅酒,地黄
枣仁,枣仁,远志,龙眼肉,党参,白术
獖猪心,颗块朱砂,灯心
茯神,枣仁,远志,金箔,龙齿,当归
茯神,远志,山药,五味子,山萸,莲须
远志,菖蒲,五味子,龟版,茱萸,当归
远志,菖蒲,丹参,旋覆花,琥珀末,茜草
朱砂,琥珀,白附子,当归,京墨,白僵蚕
茯神,枣仁,麦门冬,枸杞,地黄,人参
覆盆子,肉苁蓉,牡丹,天门冬,鹿角胶,地黄
乌犀角,肉苁蓉,拣人参,枸杞,麦门冬,天门冬
甘桑椹,黄精,天门冬,麦门冬,枸杞,地黄
远志,巴戟,菖蒲,肉苁蓉,枸杞,地黄
朱砂,苏枋,蓝叶,麝香,羚羊角,人参
朱砂,远志,琥珀,菖蒲,丹参,白芍
茯神,枣仁,朱砂,远志,琥珀,菖蒲
朱砂,檀香,天竺黄,琥珀,天南星,山药
朱砂,天竺黄,琥珀,丹参,天南星,麝香
朱砂,天竺黄,琥珀,珍珠,钩藤,天麻
茯神,远志,菖蒲,天南星,人参,大辰砂
茯神,枣仁,远志,琥珀,辰砂,地黄
茯神,远志,人参,羚羊角,真琥珀,甘草
茯神,枣仁,朱砂,远志,琥珀,沉香
茯神,枣仁,远志,琥珀,巴戟,菖蒲
琥珀,辰砂,麝香,乳香,没药
茯神,远志,金箔,辰砂,丹参,山药
朱砂,琥珀,珍珠,丹参,龙涎香,麝香
红糖,粳米,合欢花
鸡蛋,去芯莲子,芡实,山药
朱砂,铁粉,蛇黄,天南星,山药,麝香
茯神,朱砂,天竺黄,金箔,胆南星,丹参
茯神,朱砂,天竺黄,远志,金箔,铁粉
金箔,辰砂,天麻,丹参,麝香,防风
天竺黄,金箔,铁粉,龙齿,丹参,麝香
茯神,朱砂,远志,金箔,铁粉,龙齿
天竺黄,金箔,辰砂,皂荚仁,生白龙脑,白矾
天竺黄,金箔,辰砂,皂荚仁,白矾,生白龙脑
茯神,远志,金箔,菖蒲,辰砂,丹参
茯神,枣仁,合欢花,山栀,丹参,郁金
辰砂,明矾,天南星,半夏
茯神,枣仁,朱砂,远志,菖蒲,当归
枣仁,远志,丹参,麦门冬,阿胶,白芍
枣仁,远志,麦冬,丹参,泽兰,蝉蜕
朱砂,琥珀,钩藤,天麻,牵牛,胆南星
土鳖虫,钱,熟军,2钱,自然铜,当归
朱砂,减半,山栀仁,雄黄,黄芩,黄柏
大腹子,随风子,谷蘖,枇杷叶,薏仁,沉香
川姜,天麻,天南星,白附子,白僵蚕,干蝎
茯神,远志,菖蒲,钩藤,麦冬,胆南星
枣仁,远志,地黄,竹茹,五味子,枳实
茯神,枣仁,远志,菖蒲,柏子仁,人参
枣仁,朱砂,远志,菖蒲,柏子仁,地黄
茯神,远志,半夏,茯苓,紫苏,厚朴
茯神,枣仁,琥珀,菖蒲,肉苁蓉,枸杞
川姜,天麻,天南星,白附子,白僵蚕,干蝎
茯神,枣仁,远志,麦冬,白芍,丹皮
茯神,远志,麦冬,当归,犀角,羚羊角
茯神,巴戟,肉苁蓉,阳起石,牛膝,黑附子
生川连,肉桂心
琥珀,香附,茯苓
石灰华,檀香,高山辣根菜,红景天,洪连,榜嘎
石灰华,檀香,高山辣根菜,红景天,洪连,榜嘎
珍珠母,太子参,地黄,山药,女贞子,地骨皮
远志,菖蒲,龙骨,龟甲
茯神,远志,天门冬,麦门冬,龙齿,地黄
枣仁,远志,琥珀,菖蒲,桂枝,牡蛎
枣仁,粳米,龙眼肉
红糖,粳米,莲子粉
茯神,朱砂,琥珀,丹参,郁金,沉香
磁石,菟丝子,先将猪肚净洗,锉,面,复以葱
巴戟,钟乳,葫芦芭,肉蔻,灵砂,金铃子
蝎梢,辰砂,真麝香1字,蜈蚣,白僵蚕,人参
干百合,蜂蜜
茯神,枣仁,五味子,当归,人参,陈皮
茯神,枣仁,金箔,远志,琥珀,菖蒲
茯神,枣仁,远志,当归,黄耆,陈皮
茯神,天竺黄,钩藤,胆南星,防风,贝母
羊心,鲜玫瑰花,食盐
茯神,远志,辰砂,山药,麝香,人参
茯神,枣仁,朱砂,远志,天门冬,龙齿
茯神,远志,菖蒲,麦冬,丹参,丹参
茯神,芡实,肉苁蓉,紫石英,韭子,枸杞
枣仁,珍珠母,合欢皮,钩藤,丹参,夏枯草
大朱砂,梅花片,真豆粉,丹参,甘草
珍珠母,猪脱氧胆酸,胆酸,水牛角,板蓝根,金银花
枣仁,沉香,牛心粉,枫香脂,丁香,木香
菖蒲,乌梅肉,地黄,当归,人参,芍药
茯神,枣仁,朱砂,远志,牡蛎,人参
枣仁,茯苓,知母,甘草,芎藭
枣仁,粳米
枣仁,夜交藤,丹参,炒柏子仁,龙骨,生地
光明砂,磁石,神曲
琥珀,辰砂,麝香,当归,滴乳,木香
铁粉,蛇黄,使君子仁,天南星,茯苓
茯神,远志,菖蒲,辰砂,钩藤,麦冬
远志,肉苁蓉,巴戟天,地黄,白酒,山药
枣仁,山药,人参急者用30克,干姜,当归,白术
朱砂,琥珀,天南星
朱砂,远志,琥珀,胆南星,白芍,五味子
朱砂,檀香,琥珀,诃子,天麻,僵蚕
朱砂,檀香,琥珀,诃子,天麻,丹参
茯神,枣仁,远志,辰砂,龙齿,紫石英
枣仁,檀香,石灰华,高山辣根菜,诃子,诃子
朱砂,琥珀,金箔,天南星,白附子,枯矾
茯神,远志,金箔,铁粉,丹参,丹参
远志,巴戟,地黄,牛膝,菟丝子,杜仲
檀香,三,白芷,甘草,桔梗,川芎
枣仁,远志,丹参,麦门冬,柏子仁,地黄
茯神,枣仁,远志,菖蒲,天门冬,麦门冬
枣仁,朱砂,远志,菖蒲,麦冬,丹参
枣仁,山药,五味子,破故纸60宽,党参,山萸
枣仁,远志,麦门冬,人参,萆薢,半夏
葱,鸡,酒,乌灵参,姜,盐
朱砂,丹参,郁金,黄芩,栀子,黄连
枣仁,丹参,柏子仁,丹皮,莲子心,玄参
茯神,麦门冬,龙齿,人参,犀角屑,黄芩
琥珀,辰砂,枸杞,白芍,青龙齿,党参
茯神,珍珠母,合欢皮,钩藤,丹参,夏枯草
小米,红糖,龙眼肉
小米,鸡蛋
枣仁,小米,蜂蜜
朱砂,胆南星,真珠,脑,人参,茯苓
天竺黄,菖蒲,胆南星,胡连,飞朱砂,珠粉
远志,辰砂,牡蛎,肉苁蓉,干姜,人参
茯神,枣仁,远志,紫石英,柏子仁,白芍
朱砂,钩藤,白术,人参,茯苓,甘草
枣仁,远志,胆南星,麦门冬,地黄,当归
葱,白糖,花椒,猪心,味精,香油
枣仁,合欢皮,女贞子,灵芝,何首乌,浮小麦
枣仁,粳米,白糖,夜交藤
远志,茯苓X克,地黄,五味子,白术,当归
枣仁,麦冬,山药,薏仁,当归,大热地
茯神,枣仁,柏子仁,丹参,丹皮,当归
茯神,枣仁,远志,龙齿,紫石英,柏子仁
丁子香,寒水石,磁石,黄金,沉香,犀角
朱砂,肉苁蓉,紫石英,柏子仁,麝香,龙骨
茯神,枣仁,远志,地黄,当归,人参
