红花,三七,山楂,葛根,川芎
红花,三七,山楂,葛根,川芎
丹参,没药,乳香,当归
桃仁,三棱,莪术
红花,丹皮,赤芍,防风,酒归尾,木香
刘寄奴,血竭,酒生地,赤芍,苏木,当归
红花,珍珠,灵芝,冰片等,牛黄,熊胆
没药,肉桂,炮姜,乳香,黄芪,熟地
桃仁,红花,红花,黑豆,玄胡,五灵脂
丹参,红花,虫,虻虫,秦艽,当归
桃仁,丹参,赤芍,三棱,当归,大黄
桃仁,丹参,赤芍,三棱,当归,大黄
丹参,茜草,三七,赤芍,降香
丹参,三七,益母草,当归,党参,香附
桃仁,红花,五灵脂,姜黄,没药,当归尾
香油,刘寄奴,茜草,松节,昆布,透骨草
鸡血藤,双花,元参,乳香,土茯苓,甘草
桃仁,玄胡,丹皮,虻虫,赤芍,大黄
丹参,泽兰,鸡血藤,玄胡,没药,元参
蒲公英,败酱草,川军,丹皮,土贝母,犀黄丸
香油,章丹
丹参,红花,赤芍,川芎,降香
自然铜,孩儿牙齿,鸡子,朱砂
桃仁,红花,黑豆,玄胡,益母草,苏木
自然铜,土鳖虫,没药,熟军,乳香,当归
桃仁,红花,附子,党参,白术,甘草
红花,乌药,当归,独活,茯苓,穿山甲
桃仁,益母草,炮姜,当归,川芎,芥穗
瓜蒌,没药,橘核,荔核,乳香,当归
桃仁,红花,归尾,炮山甲,板蓝根,赤芍
桃仁,红花,白芍药,当归,熟地黄,川芎
茅根,丹皮,蒲黄,当归,芍药,川芎
丹参,茜草,土贝母,元参,赤芍,夏枯草
秦皮,酒黄芩,丹皮,赤芍,木通,生地
茅根,鸡血藤,茜草,仙鹤草,丹皮,三七粉
红花,白术1,赤芍,当归,黄耆,地锦草
丹参,红花,鸡血藤,丹皮,熟地,黄精
桃仁,丹参,红花,赤芍,当归,生地
自然铜,土鳖虫,没药,乳香,马前子,麻黄
醋,半夏
桃仁,红花,海藻,昆布,海金砂,枳实
泽兰,枳实,香附,郁金,山栀,川楝
丹参,麦冬,赤芍,枳实,沙参,茯苓
凌霄花,没药,赤芍,当归,木香,桂心
红花,五灵脂,赤芍,当归,生地,川芎
炉甘石,珍珠,牛黄,冰片,麝香,硼砂
丹参,牡丹,败酱,芍药,茯苓,薏苡仁
归尾,草决,蒺藜,防风,白芍,荆芥
玄胡,肉桂,槟榔,三棱,青皮,莪术
丹参,茜草,王不留行,地鳖,薏米仁,清风藤
地龙,玄胡,没药,赤小豆,乳香,冰片
红花,归尾,刘寄奴,酒生地,益母草,赤芍
桃仁,泽兰,参三七,赤芍,青皮,当归
桃仁,丹参,蒲公英,红花,泽兰,王不留行
地龙,仙灵脾,盐知母,盐黄柏,肉桂,木通
丹参,白花蛇舌草,牡蛎,夏枯草,黄芪,青皮
丹参,地龙,王不留行,橘叶,川楝,皂角刺
丹参,海藻,昆布,橘核,瓜蒌,牡蛎
红花,三七,樟脑,冰片,独活,麝香
桃仁,地龙,红花,灵脂,没药,秦艽
红花,蒲黄,黄芪,三棱,当归,党参
桃仁,生地,当归,大黄,人参,黄芩
玄胡,广郁金,乳香,枳实,白芍,香附
桃仁,红花,泽兰,当归尾,香附,酒丹参
桃仁,当归,黑姜,川芎,炙草
红花,干葛,苏叶,防风,香附,升麻
灵脂,元胡,没药,香附
玄胡,五灵脂,没药,蒲黄,赤芍,当归
五灵脂,蒲黄
茅根,半枝莲,石苇,海金砂,金钱草,木通
桃仁,半夏,吴萸,黄连,陈皮
干葛,生甘草,山楂,当归,升麻,僵蚕
玄胡,北芍药,丹皮,蓬术,当归,川芎
灵脂,元胡,丹皮,熟军,藏红花,炮姜
桃仁,红花,元胡,黄柏,苍术,独活
红花,山楂,乌药,当归尾,青皮,香附
桃仁,丹参,红花,归尾,乳香,蕺莱
桃仁,当归,芍药,干漆,芎藭,甘草
桃仁,蒲黄,大黄,大枣,消石,甘草
桃仁,赤芍,三棱,当归,白术,诃黎勒皮
桃仁,红花,丹皮,赤芍,当归,郁金
莪茂,丹皮,当归,芍药,人参,牛膝
红花,自然铜,没药,乳香,苏木,丁香
没药,芥子,丹皮,骨碎补,肉桂,乳香
丹参,地龙,鸡血藤,蜈蚣,地鳖虫,黄芪
桃仁,红花,路路通,赤芍,当归,生地
丹参,没药,瓜蒌,乳香,青皮,血竭
桃仁,红花,赤芍,当归,生地,牛膝
玄胡,苦楝,当归,芍药,川芎,地黄
玄胡,当归
桃仁,赤芍,木通,白芍,荆芥,党参
海藻,干蟾,麦蘖,使君子,九肋鳖甲,夜明砂
蒲公英,没药,乳香,地鳖虫,大黄,木瓜
红花,透骨草,川山甲,木鳖仁,杏仁,独头蒜
炮山甲,麻仁,五倍子,乌梅,牡蛎,苦参
丹参,三七,山楂,冰片,黄芪,郁金
茅根,山楂,凤尾草,过路黄
桃仁,丹参,自然铜,玄胡,没药,骨碎补
泽兰,王不留行,山楂,牡蛎,佛手,当归
虎杖,仙灵脾,半枝莲,仙鹤草,白花蛇舌草,生鸡内金
桃仁,没药,金钱草,乳香,赤芍,青皮
桃仁,红花,麦冬,玄参,熟地,当归
虎杖,蒲公英,泽兰,酒大黄,板蓝根,土茯苓
虎杖,土鳖虫,樟脑,豆豉姜,横经席,香樟
桃仁,丹参,地龙,红花,鸡血藤,土鳖虫
槐皮,苦楝皮,雄黄
