红花,三七,山楂,葛根,川芎
红花,三七,山楂,葛根,川芎
鸡血藤,双花,元参,土茯苓,乳香,甘草
桃仁,玄胡,丹皮,虻虫,水蛭,赤芍
丹参,鸡血藤,泽兰,玄胡,没药,元参
蒲公英,土贝母,冬瓜子,丹皮,赤小豆,犀黄丸
香油,章丹
丹参,红花,赤芍,降香,川芎
自然铜,孩儿牙齿,鸡子,朱砂
桃仁,红花,玄胡,黑豆,益母草,苏木
自然铜,没药,土鳖虫,熟军,血竭,硼砂
桃仁,红花,附子,党参,白术,甘草
红花,乌药,独活,牛膝,川芎,当归
桃仁,益母草,芥穗,炮姜,当归,川芎
瓜蒌,没药,橘核,荔核,乳香,当归
桃仁,红花,归尾,炮山甲,板蓝根,熟地
桃仁,红花,白芍药,当归,川芎,熟地黄
茅根,蒲黄,丹皮,栀子,芍药,川芎
丹参,茜草,土贝母,元参,黄柏,白芍
秦皮,酒黄芩,丹皮,木通,生地,赤芍
茅根,鸡血藤,茜草,仙鹤草,丹皮,山栀
红花,黄耆,地锦草,白术1,赤芍,人参1
丹参,红花,鸡血藤,丹皮,熟地,桑椹
桃仁,丹参,红花,生地,赤芍,田七
自然铜,没药,土鳖虫,马前子,乳香,麻黄
醋,半夏
桃仁,红花,海藻,昆布,海金砂,白芍
泽兰,川楝,郁金,山栀,枳实,香附
丹参,沙参,麦冬,枳实,赤芍,川芎
凌霄花,没药,赤芍,当归,木香,桂心
红花,五灵脂,生地,赤芍,当归,川芎
炉甘石,珍珠,冰片,麝香,牛黄,硼砂
丹参,牡丹,麦门冬,芍药,败酱,茯苓
归尾,草决,蒺藜,荆芥,防风,白芍
玄胡,肉桂,槟榔,苍术,三棱,茯苓
丹参,茜草,王不留行,黄柏,地鳖,木瓜
地龙,玄胡,没药,赤小豆,冰片,血竭
红花,归尾,刘寄奴,益母草,酒生地,赤芍
桃仁,泽兰,郁金,赤芍,新绛,瓦楞子
桃仁,丹参,红花,蒲公英,泽兰,王不留行
地龙,仙灵脾,盐黄柏,盐知母,肉桂,木通
丹参,白花蛇舌草,牡蛎,黄芪,白芍,郁金
丹参,地龙,王不留行,橘叶,川楝,皂角刺
丹参,海藻,瓜蒌,牡蛎,橘核,橘叶
红花,三七,樟脑,冰片,独活,麝香
桃仁,地龙,红花,灵脂,没药,秦艽
红花,蒲黄,黄芪,三棱,党参,川芎
桃仁,生地,当归,大黄,黄芩,人参
玄胡,广郁金,白芍,乳香,枳实,香附
桃仁,红花,泽兰,当归尾,酒丹参,香附
桃仁,当归,川芎,黑姜,炙草
红花,干葛,苏叶,防风,升麻,香附
灵脂,元胡,没药,香附
玄胡,五灵脂,没药,蒲黄,赤芍,当归
五灵脂,蒲黄
茅根,半枝莲,石苇,金钱草,海金砂,木通
桃仁,吴萸,半夏,黄连,陈皮
生甘草,干葛,山楂,升麻,当归,僵蚕
玄胡,北芍药,丹皮,蓬术,当归,川芎
灵脂,元胡,熟军,丹皮,藏红花,炮姜
桃仁,红花,元胡,黄柏,苍术,独活
红花,山楂,当归尾,乌药,香附,泽泻
桃仁,丹参,红花,归尾,乳香,蕺莱
桃仁,芍药,当归,干漆,芎藭,甘草
桃仁,蒲黄,大黄,消石,大枣,甘草
桃仁,赤芍,三棱,当归,陈橘皮,白术
桃仁,红花,丹皮,山栀,郁金,赤芍
莪茂,丹皮,牛膝,芍药,川芎,当归
红花,自然铜,没药,苏木,血竭,乳香
没药,骨碎补,芥子,丹皮,肉桂,五加皮
丹参,地龙,鸡血藤,蜈蚣,地鳖虫,黄芪
桃仁,红花,生地,赤芍,当归,石菖蒲
丹参,没药,瓜蒌,血竭,乳香,金银花
桃仁,红花,生地,赤芍,当归,牛膝
玄胡,苦楝,地黄,芍药,川芎,当归
玄胡,当归
桃仁,荆芥,木通,白芍,制香附,赤芍
海藻,麦蘖,使君子,干蟾,九肋鳖甲,夜明砂
蒲公英,没药,地鳖虫,乳香,栀子,木瓜
红花,透骨草,川山甲,杏仁,蓬术,三棱
炮山甲,麻仁,五倍子,牡蛎,乌梅,苦参
丹参,三七,山楂,冰片,黄芪,郁金
茅根,山楂,过路黄,凤尾草
桃仁,丹参,自然铜,玄胡,当归尾,没药
泽兰,山楂,王不留行,牡蛎,佛手,白芍
虎杖,半枝莲,仙灵脾,白花蛇舌草,仙鹤草,生鸡内金
桃仁,没药,金钱草,赤芍,乳香,三棱
桃仁,红花,玄参,麦冬,熟地,生地
虎杖,蒲公英,泽兰,板蓝根,酒大黄,土茯苓
虎杖,土鳖虫,樟脑,买麻藤,鹰不扑,豆豉姜
桃仁,丹参,红花,地龙,鸡血藤,伸筋草
苦楝皮,槐皮,雄黄
