珍珠母,磁石,酒曲,赭石,酒曲,牛膝,半夏,薄荷
枣仁,石灰华,乳香,沉香,诃子,肉豆蔻,木棉花,木香
朱砂,磁石,乳香,没药,人中黄,代赭石,禹余粮,赤石脂
朱砂,胆南星,巴豆,神曲
金箔,腻粉
茯神,天竺黄,珍珠,远志,琥珀,辰砂,天麻,防风
远志,天竺黄,珍珠,琥珀,防风,天麻,贝母,钩藤
枣仁,覆盆子,巴戟,枸杞,柏子仁,肉苁蓉,天门冬,破故纸
琥珀,辰砂,防风,天麻,天南星,全蝎,麝香,僵蚕
茯神,朱砂,琥珀,天麻,防风,全蝎,犀角,麝1字
琥珀,珍珠,丹参,马宝,龙涎香
檀香,熊胆,牵牛,赤小豆,黄芩,鹤虱,轻粉,乳香
远志,覆盆子,细辛,菖蒲,枸杞,巴戟,地骨皮,肉苁蓉
茯神,丹皮,生地,益元散,原麦冬,莲子心30支,辰砂染灯心20支,莹白童便150毫升
茯神,黑附子,熟地,郁金,龙齿,泽兰,当归,肉桂
茯神,枣仁,远志,熟地,酒炒白芍,当归,川芎
茯神,远志,朱砂,菖蒲,白术,麦冬,人参,茯苓
蝎梢,丁香,半夏
茯神,枣仁,远志,柏子仁,黄耆,五味子,地黄,人参
茯神,枣仁,粟米
枣仁,辰砂,麦门冬,白术,全蝎,僵蚕,人参,金银箔
枣仁,金箔,辰砂,麦门冬,全蝎,蚌粉,白术,僵蚕
陈曲,枸杞,肉苁蓉,桂,地黄,甘菊
朱砂,天竺黄,天麻,丹参,麝香,人参,铅白霜,生龙脑
茯神,天竺黄,远志,琥珀,菖蒲,天麻,丹参,真珠末
菖蒲,贝母,麦门冬,天门冬,丹参,五味子,白术,当归
米酒,丹参
辰砂,菖蒲,青龙齿,紫贝齿,丹参,琥珀末,灵磁石,半夏
枣仁,生地,麦冬,玄参,甘草,木通,茯苓,黄连
远志,覆盆子,菖蒲,生地,熟地,枸杞,柏子仁,肉苁蓉
石灰华,珍珠,麝香等药味加工制成的丸剂,丹参,红花,草果,肉豆蔻,丁香
茯神,远志,菖蒲,麦门冬,天门冬,丹参,地黄,人参
寒水石,牡蛎,紫石英,桂枝,干姜,大黄,白石脂,滑石
茯神,细辛,枣仁,独活,远志,干姜,防风,桂
茯苓细粉,米粉,白糖等份
枣仁,粳米,茯苓粉
茯神,远志,菖蒲,辰砂,天南星,真铁粉,人参,半夏
茯神,远志,菖蒲,辰砂,天南星,真铁粉,人参,半夏
茯神,枣仁,细辛,独活,远志,干姜,桂心,防风
茯神,枳实,麦门冬,防风,黄芩,龙齿,白鲜,人参
茯神,枣仁,细辛,独活,远志,干姜,桂心,防风
茯神,菖蒲,丹皮,麦门冬,生地,石斛,芍药,陈皮
风仙花全草,寄生,五味子,益母草,泽兰
枣仁,甘草,小麦
枣仁,甘草,小麦
枣仁,甘草,小麦
桂枝,牡蛎,龙骨,甘草
枣仁,牡蛎,桂心,芍药,龙骨,甘草,生姜
朱砂,21克
珍珠母,仙茅酒,磁石,丹皮,钩藤,浮小麦,五味子,何首乌
枣仁,枣仁,远志,龙眼肉,白术,当归,黄芪,木香
颗块朱砂,獖猪心,灯心
茯神,金箔,枣仁,远志,颗块大朱砂,真银箔,龙齿,深红琥珀
茯神,远志,山药,山萸,五味子,黄柏,莲须
远志,菖蒲,五味子,茱萸,当归,人参,龟版,五倍子
远志,菖蒲,丹参,陈皮,杏仁,琥珀末,薤白,干地龙
朱砂,琥珀,当归,白僵蚕,百草霜,白附子,血苗灰,黑衣
茯神,枣仁,枸杞,秦艽,麦门冬,黄芩,枳壳,黄耆
牡丹,覆盆子,黑附子,鹿角胶,肉苁蓉,天门冬,黄耆,牛膝
拣人参,乌犀角,枸杞,防风,肉苁蓉,白蒺藜,麦门冬,枳壳
甘桑椹,黄精,枸杞,麦门冬,天门冬,牛膝,地黄,地黄
远志,菖蒲,枸杞,巴戟,肉苁蓉,牛膝,五味子,茴香
朱砂,芍药,黄芩,麝香,枳壳,蓝叶,苏枋,槟榔
朱砂,远志,琥珀,菖蒲,白芍,丹参,人参,煅磁石
茯神,枣仁,远志,朱砂,琥珀,菖蒲,乳香,人参
檀香,朱砂,天竺黄,琥珀,枳实,枳壳,天南星,山药
朱砂,天竺黄,琥珀,丹参,天南星,雄黄,全蝎,赤苓
朱砂,天竺黄,珍珠,琥珀,防风,天麻,贝母,钩藤
茯神,远志,菖蒲,天南星,大辰砂,人乳,真琥珀,人参
茯神,枣仁,远志,琥珀,辰砂,地黄,犀角,当归
茯神,远志,真琥珀,羚羊角,人参,甘草
茯神,枣仁,远志,朱砂,琥珀,生地,节蒲,寸冬
茯神,枣仁,远志,琥珀,黑附子,菖蒲,巴戟,辰砂
琥珀,辰砂,乳香,麝香,没药
茯神,金箔,远志,辰砂,丹参,黄耆,山药,麝香3厘
朱砂,琥珀,珍珠,丹参,麝香,薄荷,犀角粉,龙涎香
红糖,粳米,合欢花
鸡蛋,去芯莲子,芡实,山药
朱砂,铁粉,蛇黄,羌活,天南星,乳香,雄黄,蜈蚣
茯神,金箔,天竺黄,朱砂,防风,丹参,全蝎,蝉蜕
茯神,金箔,天竺黄,朱砂,远志,铁粉,生地,西丹参
金箔,辰砂,防风,天麻,羌活,丹参,麝香,全蝎
金箔,天竺黄,铁粉,丹参,银箔,龙齿,麝香,虎睛
茯神,金箔,远志,朱砂,铁粉,地骨皮,黄芩,麦门冬
金箔,天竺黄,辰砂,白矾,皂荚仁,二,生白龙脑,铅白霜
金箔,天竺黄,辰砂,白矾,皂荚仁,生白龙脑,铅白霜,半夏
茯神,金箔,远志,菖蒲,辰砂,丹参,乌梅肉,雄黄
茯神,枣仁,合欢花,郁金,白芍,丹参,柏仁,橘饼
辰砂,明矾,天南星,半夏
茯神,枣仁,远志,朱砂,菖蒲,芍药,乳香,当归
枣仁,远志,丹皮,熟地,阿胶,生地,白芍,麦门冬
枣仁,远志,丹皮,熟地,生地,厚朴,蝉蜕,丹参
朱砂,琥珀,天麻,钩藤,牵牛,大黄,丹参,全蝎
熟军,钱,土鳖虫,2钱,乳香,自然铜,当归,没药
朱砂,山栀仁,雄黄,黄芩,减半,黄柏,黄连
谷蘖,大腹子,随风子,薏仁,枇杷叶,石斛,白术,五味子
川姜,天麻,天南星,白僵蚕,白附子,干蝎,川乌,半夏
茯神,远志,菖蒲,贝母,钩藤,丹参,胆南星,代赭石
枣仁,远志,枳实,五味子,陈皮,地黄,人参,竹茹
茯神,枣仁,远志,菖蒲,柏子仁,人参
枣仁,朱砂,远志,菖蒲,柏子仁,地黄,当归,人参
茯神,远志,厚朴,紫苏,半夏,茯苓,甘草
茯神,枣仁,琥珀,菖蒲,熟地,枸杞,肉苁蓉,山萸
川姜,天麻,天南星,白僵蚕,白附子,干蝎,川乌,半夏
茯神,枣仁,远志,丹皮,白芍,生地,石斛,麦冬
茯神,远志,犀角,当归,麦冬,羚羊角,知母
茯神,黑附子,阳起石,巴戟,干姜,肉苁蓉,厚朴,破故纸
生川连,肉桂心
琥珀,香附,茯苓
檀香,石灰华,红景天,丹参,榜嘎,洪连,高山辣根菜,红花
檀香,石灰华,红景天,丹参,榜嘎,洪连,高山辣根菜,红花
珍珠母,地骨皮,太子参,女贞子,菟丝子,山药,五味子,何首乌
远志,菖蒲,龙骨,龟甲
茯神,远志,地骨皮,桂心,麦门冬,天门冬,山药,五味子
枣仁,远志,琥珀,菖蒲,桂枝,牡蛎,芍药,龙骨
枣仁,粳米,龙眼肉
红糖,粳米,莲子粉
茯神,朱砂,琥珀,郁金,丹参,灯心100厘米,广皮,姜皮
磁石,入银石器内水熬烂,入先洗猪肚内,大猪肚,研为细末,面,洗去蜜酒令尽,研为膏
钟乳,金铃子,阳起石,灵砂,肉蔻,葫芦芭,黑附子,巴戟
辰砂,真麝香1字,蝎梢,蜈蚣,白僵蚕,人参,藿香,半夏
干百合,蜂蜜
茯神,枣仁,五味子,当归,陈皮,赤芍,人参,半夏
茯神,金箔,枣仁,远志,琥珀,菖蒲,辰砂,柏子仁
茯神,枣仁,远志,黄耆,莲肉,罗参,当归,陈皮
茯神,天竺黄,贝母,钩藤,防风,枳壳,明天麻,胆南星
鲜玫瑰花,羊心,食盐
茯神,远志,辰砂,山药,麝香,黄蓍,人参,桔梗
茯神,枣仁,远志,朱砂,麦门冬,天门冬,山药,地黄
茯神,远志,菖蒲,黄芩,丹参,丹参,麦冬,花粉
茯神,枸杞,紫石英,肉苁蓉,芡实,韭子,牛膝,五味子
珍珠母,枣仁,合欢皮,钩藤,丹参,夏枯草,甘草
梅花片,大朱砂,真豆粉,丹参,甘草
珍珠母,水牛角,胆酸,猪脱氧胆酸,板蓝根,黄芩,栀子,金银花
枣仁,沉香,牛心粉,枫香脂,丁香,肉豆蔻,木香
菖蒲,芍药,乌梅肉,当归,地黄,人参,川芎
茯神,枣仁,远志,朱砂,牡蛎,益智,人参,茯苓
枣仁,知母,甘草,茯苓,芎藭
枣仁,粳米
枣仁,夜交藤,生地,丹参,龙骨,炒柏子仁
光明砂,磁石,神曲
琥珀,辰砂,麝香,滴乳,当归,没药,木香
铁粉,使君子仁,蛇黄,天南星,茯苓
茯神,远志,菖蒲,辰砂,贝母,钩藤,丹参,连翘
远志,肉苁蓉,巴戟天,菟丝子,牛膝,五味子,山萸,山药
枣仁,干姜,白术,山药,当归,人参急者用30克,莲肉,甘草
朱砂,琥珀,天南星
朱砂,远志,琥珀,生地,白芍,黄耆,白术,五味子
檀香,朱砂,琥珀,天麻,降香,乳香,麝香,僵蚕
檀香,朱砂,琥珀,天麻,郁金,降香,丹参,乳香
茯神,枣仁,远志,辰砂,紫石英,阿胶,柏子仁,黄耆
檀香,枣仁,石灰华,高山辣根菜,红花,悬钩子茎,木藤蓼,余甘子
朱砂,金箔,琥珀,天南星,羌活,全蝎,枯矾,白僵蚕
茯神,金箔,远志,铁粉,丹参,丹参,银箔,麝香
远志,巴戟,菟丝子,牛膝,地黄,杜仲,威灵仙,苁蓉
檀香,三,白芷,川芎,桔梗,甘草
枣仁,远志,柏子仁,麦门冬,丹参,五味子,当归,地黄
茯神,枣仁,远志,菖蒲,柏子仁,麦门冬,天门冬,丹参
枣仁,朱砂,远志,菖蒲,柏子仁,丹参,地黄,五味子
枣仁,山药,五味子,山萸,破故纸60宽,益智仁,茯苓,党参
枣仁,远志,桂心,黄芩,麦门冬,萆薢,人参,茯苓
葱,鸡,酒,乌灵参,姜,盐
朱砂,郁金,黄芩,丹参,栀子,黄连
枣仁,丹皮,柏子仁,丹参,莲子心,玄参
茯神,麦门冬,犀角屑,黄芩,龙齿,人参,甘草
辰砂,琥珀,青龙齿,枸杞,白芍,荆芥,香附,赤芍
茯神,珍珠母,合欢皮,钩藤,丹参,夏枯草
红糖,小米,龙眼肉
鸡蛋,小米
枣仁,小米,蜂蜜
朱砂,人参,胆南星,脑,真珠,茯苓,麝,半夏
天竺黄,菖蒲,飞朱砂,胡连,煅青礞石,贝母,珠粉,西丹参
远志,辰砂,牡蛎,干姜,肉苁蓉,人参,茯苓
茯神,枣仁,远志,紫石英,柏子仁,白芍,黄耆,当归
朱砂,钩藤,白术,人参,茯苓,甘草
枣仁,远志,麦门冬,黄耆,当归,胆南星,地黄,人参
葱,白糖,猪心,香油,花椒,玉竹,食盐,味精
枣仁,合欢皮,女贞子,浮小麦,灵芝,何首乌,甘草
枣仁,白糖,粳米,夜交藤
远志,芍药,桂心,黄耆,白术,茯苓X克,五味子,当归
枣仁,薏仁,大茴,山药,当归,建莲肉,大热地,麦冬
茯神,枣仁,丹皮,柏子仁,丹参,生地,枳壳,栀子
茯神,枣仁,远志,熟地,阿胶,紫石英,柏子仁,黄耆
寒水石,黄金,丁子香,磁石,犀角,滑石,沉香,玄参
朱砂,柏子仁,紫石英,肉苁蓉,麝香,龙骨,人参,螵蛸
茯神,枣仁,远志,地黄,当归,羚羊角,人参,甘草
