红花,三七,山楂,葛根,川芎
红花,三七,山楂,葛根,川芎
莪茂,丹皮,牛膝,川芎,当归,人参
红花,自然铜,没药,血竭,苏木,乳香
没药,五加皮,丹皮,肉桂,骨碎补,乳香
丹参,地龙,鸡血藤,蜈蚣,地鳖虫,黄芪
桃仁,红花,路路通,生地,赤芍,丝瓜络
丹参,没药,血竭,乳香,金银花,公英
桃仁,红花,生地,赤芍,牛膝,川芎
玄胡,苦楝,地黄,川芎,当归,芍药
玄胡,当归
桃仁,荆芥,白芍,木通,桑白皮,赤芍
干蟾,海藻,九肋鳖甲,使君子,麦蘖,三棱
蒲公英,没药,乳香,大黄,地鳖虫,木瓜
红花,蓬术,川山甲,透骨草,三棱,萝卜子
炮山甲,麻仁,牡蛎,苦参,乌梅,五倍子
丹参,三七,山楂,郁金,泽泻,桂枝
茅根,山楂,凤尾草,过路黄
桃仁,丹参,自然铜,玄胡,没药,骨碎补
泽兰,山楂,牡蛎,白芍,佛手,王不留行
虎杖,仙鹤草,仙灵脾,半枝莲,露蜂房,鹿衔草
桃仁,没药,乳香,金钱草,三棱,赤芍
桃仁,红花,玄参,生地,熟地,木蝴蝶
虎杖,泽兰,蒲公英,酒大黄,土茯苓,板蓝根
虎杖,樟脑,土鳖虫,豆豉姜,五味藤,鹰不扑
桃仁,丹参,红花,地龙,鸡血藤,伸筋草
槐皮,苦楝皮,雄黄
