红花,三七,山楂,葛根,川芎
红花,三七,山楂,葛根,川芎
红花,乌药,穿山甲,泽泻,牛膝,川芎
桃仁,益母草,炮姜,芥穗,川芎,炙草
没药,乳香,荔核,橘核,瓜蒌,当归
桃仁,归尾,红花,炮山甲,赤芍,板蓝根
桃仁,红花,白芍药,熟地黄,川芎,当归
茅根,蒲黄,丹皮,栀子,川芎,当归
丹参,茜草,土贝母,赤芍,元参,白芍
酒黄芩,秦皮,丹皮,赤芍,生地,木通
茅根,鸡血藤,茜草,仙鹤草,丹皮,山栀
红花,黄耆,赤芍,地锦草,人参1,白术1
红花,丹参,鸡血藤,丹皮,女贞子,枸杞
桃仁,红花,丹参,赤芍,生地,田七
自然铜,没药,土鳖虫,乳香,马前子,麻黄
醋,半夏
桃仁,红花,海藻,昆布,海金砂,白芍
泽兰,山栀,郁金,枳实,香附,川楝
丹参,沙参,赤芍,枳实,制半夏,川芎
没药,赤芍,凌霄花,当归,木香,桂心
红花,五灵脂,赤芍,生地,川芎,当归
炉甘石,珍珠,冰片,硼砂,牛黄,麝香
丹参,薏苡仁,麦门冬,芍药,牡丹,败酱
归尾,草决,荆芥,白芍,防风,蒺藜
玄胡,肉桂,三棱,槟榔,莪术,青皮
丹参,茜草,黄柏,王不留行,牛膝,地鳖
地龙,玄胡,没药,赤小豆,血竭,冰片
红花,归尾,刘寄奴,益母草,酒生地,赤芍
桃仁,泽兰,赤芍,郁金,苏梗,新绛
桃仁,泽兰,红花,蒲公英,丹参,没药
地龙,仙灵脾,盐黄柏,盐知母,肉桂,木通
丹参,牡蛎,三棱,白芍,郁金,白花蛇舌草
地龙,丹参,王不留行,皂角刺,川楝,橘叶
丹参,海藻,牡蛎,昆布,橘核,瓜蒌
红花,三七,樟脑,冰片,地黄,薄荷脑
桃仁,红花,地龙,没药,灵脂,秦艽
红花,蒲黄,三棱,黄芪,党参,川芎
桃仁,生地,大黄,人参,鳖甲,当归
玄胡,白芍,乳香,枳实,香附,广郁金
桃仁,泽兰,红花,当归尾,香附,酒丹参
桃仁,川芎,黑姜,炙草,当归
红花,干葛,防风,升麻,香附,苏叶
没药,元胡,灵脂,香附
玄胡,五灵脂,没药,蒲黄,赤芍,官桂
五灵脂,蒲黄
茅根,半枝莲,三棱,海金砂,金钱草,石苇
桃仁,黄连,吴萸,半夏,陈皮
生甘草,干葛,山楂,升麻,僵蚕,当归
玄胡,蓬术,丹皮,北芍药,川芎,当归
元胡,熟军,藏红花,灵脂,丹皮,赤芍
桃仁,红花,元胡,黄柏,威灵仙,制南星
红花,山楂,乌药,当归尾,青皮,香附
桃仁,归尾,红花,丹参,乳香,蕺莱
桃仁,干漆,当归,芍药,芎藭,甘草
桃仁,蒲黄,大枣,消石,大黄,甘草
桃仁,赤芍,三棱,鳖甲,当归,诃黎勒皮
桃仁,红花,丹皮,山栀,赤芍,郁金
莪茂,丹皮,人参,牛膝,川芎,当归
红花,自然铜,没药,苏木,血竭,乳香
没药,五加皮,丹皮,肉桂,骨碎补,乳香
地龙,丹参,鸡血藤,地鳖虫,蜈蚣,络石藤
桃仁,红花,赤芍,路路通,生地,丝瓜络
丹参,没药,瓜蒌,血竭,乳香,金银花
桃仁,红花,赤芍,生地,牛膝,川芎
玄胡,苦楝,地黄,川芎,芍药,当归
玄胡,当归
桃仁,赤芍,荆芥,白芍,木通,桑白皮
干蟾,使君子,麦蘖,九肋鳖甲,海藻,三棱
蒲公英,没药,地鳖虫,乳香,栀子,大黄
红花,蓬术,川山甲,杏仁,透骨草,三棱
炮山甲,麻仁,牡蛎,五倍子,苦参,乌梅
丹参,三七,山楂,郁金,冰片,桂枝
茅根,山楂,过路黄,凤尾草
桃仁,自然铜,丹参,玄胡,没药,骨碎补
泽兰,山楂,佛手,牡蛎,白芍,茵陈
虎杖,仙灵脾,半枝莲,仙鹤草,土茯苓,露蜂房
桃仁,没药,赤芍,金钱草,三棱,乳香
桃仁,红花,玄参,生地,杷叶,木蝴蝶
虎杖,泽兰,蒲公英,土茯苓,酒大黄,板蓝根
虎杖,土鳖虫,樟脑,鹰不扑,徐长卿,碎骨木
桃仁,红花,丹参,地龙,鸡血藤,伸筋草
苦楝皮,槐皮,雄黄
