珍珠母,磁石,酒曲,赭石,酒曲,半夏
川姜,天麻,白附子,天南星,白僵蚕,干蝎
茯神,远志,枣仁,白芍,丹皮,石斛
茯神,远志,犀角,麦冬,知母,羚羊角
茯神,巴戟,黑附子,阳起石,肉苁蓉,菟丝子
生川连,肉桂心
琥珀,香附,茯苓
檀香,石灰华,红景天,洪连,榜嘎,高山辣根菜
檀香,石灰华,红景天,洪连,榜嘎,高山辣根菜
珍珠母,菟丝子,太子参,地骨皮,五味子,女贞子
远志,菖蒲,龟甲,龙骨
茯神,远志,麦门冬,龙齿,五味子,地骨皮
远志,枣仁,琥珀,菖蒲,桂枝,牡蛎
枣仁,粳米,龙眼肉
红糖,粳米,莲子粉
茯神,朱砂,琥珀,郁金,丹参,灯心100厘米
用药同水酒入银石器内煮半日,研为细末,新莲肉,醋,复以葱,先将猪肚净洗
巴戟,阳起石,肉蔻,金铃子,灵砂,葫芦芭
辰砂,蝎梢,真麝香1字,人参,蜈蚣,白僵蚕
干百合,蜂蜜
茯神,枣仁,五味子,人参,当归,赤芍
茯神,金箔,远志,枣仁,辰砂,菖蒲
茯神,远志,枣仁,黄耆,当归,莲肉
茯神,天竺黄,防风,钩藤,贝母,枳壳
鲜玫瑰花,羊心,食盐
茯神,远志,辰砂,人参,山药,木香
茯神,远志,枣仁,朱砂,麦门冬,龙齿
茯神,远志,菖蒲,丹参,丹参,黄芩
茯神,枸杞,肉苁蓉,韭子,芡实,五味子
珍珠母,枣仁,合欢皮,钩藤,丹参,夏枯草
梅花片,真豆粉,大朱砂,丹参,甘草
珍珠母,水牛角,胆酸,猪脱氧胆酸,板蓝根,黄芩
枣仁,木香,沉香,枫香脂,牛心粉,丁香
菖蒲,芍药,地黄,乌梅肉,人参,当归
茯神,远志,枣仁,朱砂,牡蛎,人参
枣仁,知母,芎藭,茯苓,甘草
枣仁,粳米
枣仁,夜交藤,生地,丹参,龙骨,炒柏子仁
光明砂,磁石,神曲
辰砂,琥珀,当归,麝香,滴乳,木香
铁粉,使君子仁,蛇黄,天南星,茯苓
茯神,远志,辰砂,菖蒲,钩藤,贝母
远志,肉苁蓉,巴戟天,菟丝子,山萸,牛膝
枣仁,干姜,山药,当归,莲肉,人参急者用30克
朱砂,琥珀,天南星
远志,朱砂,琥珀,白芍,黄耆,生地
檀香,朱砂,琥珀,降香,天麻,海沉香
檀香,朱砂,琥珀,降香,郁金,天麻
茯神,远志,枣仁,辰砂,柏子仁,龙齿
檀香,石灰华,枣仁,高山辣根菜,红花,木香
金箔,朱砂,琥珀,白附子,羌活,枯矾
茯神,金箔,远志,铁粉,白附子,丹参
远志,巴戟,菟丝子,牛膝,地黄,杜仲
檀香,三,白芷,桔梗,川芎,甘草
远志,枣仁,柏子仁,麦门冬,五味子,地黄
茯神,远志,枣仁,菖蒲,柏子仁,麦门冬
远志,朱砂,枣仁,菖蒲,柏子仁,五味子
枣仁,山萸,五味子,山药,益智仁,破故纸60宽
远志,枣仁,麦门冬,桂心,黄芩,人参
葱,乌灵参,鸡,酒,姜,盐
朱砂,郁金,丹参,黄芩,栀子,黄连
枣仁,丹皮,柏子仁,丹参,莲子心,玄参
茯神,犀角屑,麦门冬,龙齿,人参,黄芩
辰砂,琥珀,枸杞,白芍,青龙齿,赤芍
茯神,珍珠母,合欢皮,钩藤,丹参,夏枯草
红糖,小米,龙眼肉
鸡蛋,小米
枣仁,小米,蜂蜜
朱砂,人参,胆南星,麝,真珠,脑
天竺黄,菖蒲,贝母,西丹参,珠粉,飞朱砂
远志,辰砂,牡蛎,肉苁蓉,干姜,人参
茯神,远志,枣仁,柏子仁,白芍,紫石英
朱砂,钩藤,人参,白术,茯苓,甘草
远志,枣仁,麦门冬,黄耆,胆南星,地黄
葱,白糖,香油,猪心,花椒,味精
枣仁,合欢皮,女贞子,浮小麦,何首乌,灵芝
枣仁,白糖,粳米,夜交藤
远志,黄耆,桂心,芍药,五味子,地黄
枣仁,薏仁,山药,当归,木香,麦冬
茯神,枣仁,柏子仁,丹皮,枳壳,丹参
茯神,远志,枣仁,柏子仁,龙齿,熟地
寒水石,黄金,丁子香,磁石,犀角,木香
朱砂,柏子仁,肉苁蓉,紫石英,人参,麝香
茯神,远志,枣仁,地黄,人参,羚羊角
