珍珠母,磁石,酒曲,赭石,酒曲,牛膝,半夏,薄荷
茯神,远志,菖蒲,麦门冬,天门冬,人参,地黄,丹参
寒水石,牡蛎,桂枝,干姜,大黄,紫石英,白石脂,龙骨
茯神,枣仁,独活,远志,细辛,干姜,防风,桂
白糖等份,米粉,茯苓细粉
枣仁,粳米,茯苓粉
茯神,远志,菖蒲,辰砂,人参,天南星,真铁粉,半夏
茯神,远志,菖蒲,辰砂,人参,天南星,真铁粉,茯苓
茯神,枣仁,远志,独活,细辛,干姜,防风,桂心
茯神,麦门冬,防风,龙齿,枳实,白鲜,人参,甘草
茯神,枣仁,远志,独活,细辛,干姜,防风,桂心
茯神,菖蒲,麦门冬,丹皮,芍药,石斛,陈皮,生地
寄生,风仙花全草,五味子,益母草,泽兰
枣仁,小麦,甘草
枣仁,小麦,甘草
枣仁,小麦,甘草
牡蛎,桂枝,龙骨,甘草
枣仁,牡蛎,芍药,桂心,龙骨,甘草,生姜
朱砂,21克
珍珠母,仙茅酒,丹皮,磁石,钩藤,麦冬,地黄,地黄
枣仁,枣仁,远志,当归,龙眼肉,黄芪,茯苓,白术
獖猪心,颗块朱砂,灯心
茯神,金箔,枣仁,远志,龙齿,当归,真银箔,颗块大朱砂
茯神,远志,山萸,山药,五味子,莲须,黄柏
远志,菖蒲,当归,茱萸,人参,龟版,五味子,五倍子
远志,菖蒲,陈皮,丹参,旋覆花,五灵脂,茜草,干地龙
朱砂,琥珀,当归,百草霜,白僵蚕,白附子,血苗灰,京墨
茯神,枣仁,黄耆,秦艽,麦门冬,枸杞,枳壳,芍药
牡丹,覆盆子,黑附子,肉苁蓉,鹿角胶,黄耆,牛膝,天门冬
拣人参,乌犀角,枸杞,菟丝子,防风,肉苁蓉,当归,枳壳
甘桑椹,黄精,枸杞,麦门冬,天门冬,牛膝,地黄,地黄
远志,菖蒲,巴戟,枸杞,肉苁蓉,牛膝,茱萸,山药
朱砂,芍药,枳壳,槟榔,黄芩,苏枋,蓝叶,人参
朱砂,远志,菖蒲,琥珀,白芍,人参,丹参,煅磁石
茯神,枣仁,朱砂,远志,菖蒲,琥珀,人参,乳香
檀香,朱砂,天竺黄,琥珀,枳壳,枳实,山药,红参
朱砂,天竺黄,琥珀,赤苓,丹参,全蝎,雄黄,天南星
朱砂,天竺黄,珍珠,琥珀,天麻,防风,贝母,钩藤
茯神,远志,菖蒲,人参,大辰砂,人乳,天南星,茯苓
茯神,枣仁,远志,辰砂,琥珀,当归,地黄,犀角
茯神,远志,人参,真琥珀,甘草,羚羊角
茯神,枣仁,朱砂,远志,琥珀,香附,当归,节蒲
茯神,枣仁,远志,菖蒲,辰砂,黑附子,琥珀,牡蛎
辰砂,琥珀,乳香,麝香,没药
茯神,金箔,远志,辰砂,黄耆,香附,甘松,益智
朱砂,珍珠,琥珀,丹参,犀角粉,麝香,龙涎香,薄荷
红糖,粳米,合欢花
鸡蛋,去芯莲子,芡实,山药
朱砂,铁粉,蛇黄,羌活,山药,蜈蚣,乳香,人参
茯神,金箔,朱砂,天竺黄,防风,片脑,蝉蜕,白附
茯神,金箔,朱砂,天竺黄,远志,铁粉,青龙齿,人参
金箔,辰砂,天麻,防风,丹参,犀角,羌活,全蝎
金箔,天竺黄,铁粉,龙齿,铅霜,丹参,银箔,虎睛
茯神,金箔,朱砂,远志,犀角屑,铁粉,麦门冬,防风
金箔,天竺黄,辰砂,白矾,二,生白龙脑,皂荚仁,铅白霜
金箔,天竺黄,辰砂,白矾,生白龙脑,皂荚仁,铅白霜,半夏
茯神,金箔,远志,辰砂,菖蒲,人中黄,五味子,丹参
茯神,枣仁,合欢花,郁金,白芍,当归,橘饼,丹参
辰砂,明矾,天南星,半夏
茯神,枣仁,朱砂,远志,菖蒲,芍药,当归,人参
枣仁,远志,熟地,丹皮,麦门冬,白芍,枳壳,生地
枣仁,远志,厚朴,熟地,丹皮,生地,枳壳,蝉蜕
朱砂,琥珀,天麻,牵牛,钩藤,大黄,丹参,全蝎
2钱,土鳖虫,熟军,钱,当归,自然铜,乳香,血竭
朱砂,雄黄,黄芩,减半,黄柏,山栀仁,黄连
谷蘖,大腹子,随风子,五味子,薏仁,石斛,槟榔,陈皮
川姜,天麻,天南星,白僵蚕,白附子,干蝎,川乌,半夏
茯神,远志,菖蒲,贝母,钩藤,陈皮,代赭石,麦冬
枣仁,远志,枳实,陈皮,人参,竹茹,地黄,五味子
茯神,枣仁,远志,菖蒲,柏子仁,人参
枣仁,远志,朱砂,菖蒲,柏子仁,当归,人参,地黄
茯神,远志,厚朴,茯苓,紫苏,甘草,半夏
茯神,枣仁,菖蒲,琥珀,肉苁蓉,熟地,枸杞,白人参
川姜,天麻,天南星,白僵蚕,白附子,干蝎,川乌,半夏
茯神,枣仁,远志,白芍,石斛,丹皮,生地,麦冬
茯神,远志,当归,麦冬,犀角,知母,羚羊角
茯神,黑附子,阳起石,肉苁蓉,巴戟,干姜,厚朴,菟丝子
生川连,肉桂心
琥珀,香附,茯苓
檀香,石灰华,洪连,榜嘎,高山辣根菜,红景天,红花,丹参
檀香,石灰华,洪连,榜嘎,高山辣根菜,红景天,红花,丹参
珍珠母,太子参,地骨皮,菟丝子,当归,山药,女贞子,地黄
远志,菖蒲,龙骨,龟甲
茯神,远志,麦门冬,地骨皮,桂心,龙齿,天门冬,山药
枣仁,远志,菖蒲,琥珀,牡蛎,桂枝,芍药,龙骨
枣仁,粳米,龙眼肉
红糖,粳米,莲子粉
茯神,朱砂,琥珀,郁金,灯心100厘米,姜皮,广皮,青皮
菟丝子,再用酒调成膏,醋,面,新莲肉,控干,洗去蜜酒令尽,先将猪肚净洗
金铃子,葫芦芭,肉蔻,巴戟,钟乳,灵砂,阳起石,黑附子
辰砂,蝎梢,真麝香1字,蜈蚣,白僵蚕,人参,藿香,甘草
干百合,蜂蜜
茯神,枣仁,当归,陈皮,人参,五味子,赤芍,甘草
茯神,金箔,枣仁,远志,辰砂,菖蒲,琥珀,柏子仁
茯神,枣仁,远志,黄耆,当归,陈皮,莲肉,茯苓
茯神,天竺黄,贝母,防风,枳壳,钩藤,陈皮,明天麻
羊心,鲜玫瑰花,食盐
茯神,远志,辰砂,人参,山药,黄蓍,茯苓,麝香
茯神,枣仁,朱砂,远志,麦门冬,龙齿,天门冬,人参
茯神,远志,菖蒲,麦冬,丹参,丹参,花粉,黄连
茯神,肉苁蓉,芡实,枸杞,韭子,牛膝,莲花须,紫石英
珍珠母,枣仁,钩藤,合欢皮,夏枯草,丹参,甘草
梅花片,大朱砂,真豆粉,丹参,甘草
珍珠母,猪脱氧胆酸,板蓝根,胆酸,水牛角,栀子,金银花,黄芩
枣仁,枫香脂,牛心粉,沉香,木香,肉豆蔻,丁香
菖蒲,芍药,当归,地黄,人参,乌梅肉,川芎
茯神,枣仁,朱砂,远志,牡蛎,益智,人参,茯苓
枣仁,知母,茯苓,甘草,芎藭
枣仁,粳米
枣仁,夜交藤,生地,龙骨,丹参,炒柏子仁
光明砂,磁石,神曲
辰砂,琥珀,当归,麝香,滴乳,没药,木香
铁粉,使君子仁,蛇黄,天南星,茯苓
茯神,远志,菖蒲,辰砂,贝母,陈皮,钩藤,麦冬
远志,肉苁蓉,巴戟天,山萸,牛膝,菟丝子,山药,杜仲
枣仁,干姜,当归,山药,莲肉,人参急者用30克,白术,甘草
朱砂,琥珀,天南星
朱砂,远志,琥珀,黄耆,白芍,生地,当归,陈皮
檀香,朱砂,琥珀,天麻,降香,香附,萎仁,京丹参
檀香,朱砂,琥珀,天麻,郁金,降香,香附,瓜蒌子
茯神,枣仁,远志,辰砂,黄耆,柏子仁,龙齿,紫石英
檀香,枣仁,石灰华,高山辣根菜,红花,野姜,木藤蓼,悬钩子茎
金箔,朱砂,琥珀,白附子,羌活,全蝎,真铁粉,白僵蚕
茯神,金箔,远志,铁粉,白附子,银箔,丹参,丹参
远志,巴戟,牛膝,菟丝子,杜仲,地黄,苁蓉,青皮
檀香,三,白芷,甘草,川芎,桔梗
枣仁,远志,柏子仁,麦门冬,当归,人参,丹参,地黄
茯神,枣仁,远志,菖蒲,柏子仁,麦门冬,天门冬,当归
枣仁,远志,朱砂,菖蒲,柏子仁,当归,麦冬,丹参
枣仁,山萸,山药,破故纸60宽,五味子,党参,益智仁,茯苓
枣仁,远志,麦门冬,桂心,人参,萆薢,茯苓,黄芩
葱,酒,乌灵参,鸡,姜,盐
朱砂,郁金,丹参,黄芩,栀子,黄连
枣仁,柏子仁,丹皮,丹参,莲子心,玄参
茯神,犀角屑,麦门冬,龙齿,人参,甘草,黄芩
辰砂,琥珀,青龙齿,枸杞,白芍,香附,赤芍,党参
茯神,珍珠母,合欢皮,钩藤,夏枯草,丹参
红糖,小米,龙眼肉
鸡蛋,小米
枣仁,小米,蜂蜜
朱砂,人参,胆南星,脑,真珠,茯苓,麝,半夏
菖蒲,天竺黄,西丹参,珠粉,贝母,胡连,煅青礞石,飞朱砂
远志,辰砂,牡蛎,肉苁蓉,干姜,人参,茯苓
茯神,枣仁,远志,黄耆,白芍,柏子仁,紫石英,当归
朱砂,钩藤,白术,人参,茯苓,甘草
枣仁,远志,黄耆,麦门冬,当归,人参,淡竹叶,胆南星
葱,白糖,猪心,花椒,玉竹,香油,味精,食盐
枣仁,合欢皮,女贞子,灵芝,浮小麦,何首乌,甘草
枣仁,白糖,夜交藤,粳米
远志,黄耆,芍药,桂心,当归,茯苓X克,地黄,陈皮
枣仁,薏仁,当归,山药,麦冬,建莲肉,大茴,大热地
茯神,枣仁,柏子仁,丹皮,枳壳,当归,香附,陈皮
茯神,枣仁,远志,黄耆,柏子仁,熟地,龙齿,紫石英
寒水石,黄金,丁子香,磁石,犀角,羚羊角,沉香,升麻
朱砂,柏子仁,肉苁蓉,紫石英,龙骨,人参,麝香,螵蛸
茯神,枣仁,远志,当归,人参,地黄,甘草,羚羊角
