珍珠母,磁石,酒曲,赭石,酒曲,半夏
茯神,远志,辰砂,菖蒲,人参,天南星
茯神,远志,辰砂,菖蒲,人参,天南星
茯神,远志,枣仁,独活,细辛,防风
茯神,防风,麦门冬,龙齿,人参,白鲜
茯神,远志,枣仁,独活,细辛,防风
茯神,菖蒲,麦门冬,丹皮,知母,芍药
寄生,风仙花全草,五味子,益母草,泽兰
枣仁,小麦,甘草
枣仁,小麦,甘草
枣仁,小麦,甘草
牡蛎,桂枝,龙骨,甘草
枣仁,牡蛎,芍药,桂心,龙骨,生姜
朱砂,21克
珍珠母,磁石,丹皮,仙茅酒,五味子,地黄
远志,枣仁,枣仁,龙眼肉,当归,白术
獖猪心,颗块朱砂,灯心
茯神,金箔,远志,枣仁,龙齿,颗块大朱砂
茯神,远志,山药,五味子,山萸,黄柏
远志,菖蒲,茱萸,五味子,人参,当归
远志,菖蒲,丹参,旋覆花,陈皮,薤白
朱砂,琥珀,百草霜,当归,白附子,白僵蚕
茯神,枣仁,秦艽,黄耆,枸杞,麦门冬
牡丹,覆盆子,黑附子,肉苁蓉,黄耆,鹿角胶
乌犀角,拣人参,枸杞,防风,肉苁蓉,麦门冬
黄精,甘桑椹,枸杞,麦门冬,牛膝,地黄
远志,菖蒲,巴戟,枸杞,肉苁蓉,山药
朱砂,芍药,枳壳,麝香,黄芩,人参
远志,朱砂,琥珀,菖蒲,白芍,丹参
茯神,远志,枣仁,朱砂,琥珀,菖蒲
檀香,天竺黄,朱砂,琥珀,山药,枳壳
朱砂,天竺黄,琥珀,赤苓,丹参,麝香
朱砂,天竺黄,琥珀,珍珠,天麻,防风
茯神,远志,菖蒲,人参,天南星,真琥珀
茯神,远志,枣仁,琥珀,辰砂,地黄
茯神,远志,人参,真琥珀,羚羊角,甘草
茯神,远志,枣仁,朱砂,琥珀,生地
茯神,远志,枣仁,琥珀,辰砂,菖蒲
辰砂,琥珀,麝香,乳香,没药
茯神,金箔,远志,辰砂,黄耆,山药
朱砂,琥珀,珍珠,龙涎香,麝香,丹参
红糖,合欢花,粳米
鸡蛋,芡实,去芯莲子,山药
朱砂,铁粉,蛇黄,羌活,山药,麝香
茯神,金箔,天竺黄,朱砂,防风,山药
茯神,金箔,天竺黄,远志,朱砂,铁粉
金箔,辰砂,防风,天麻,羌活,丹参
金箔,天竺黄,铁粉,龙齿,丹参,虎睛
茯神,金箔,远志,朱砂,铁粉,犀角屑
金箔,天竺黄,辰砂,白矾,二,皂荚仁
金箔,天竺黄,辰砂,白矾,皂荚仁,生白龙脑
茯神,金箔,远志,辰砂,菖蒲,乌梅肉
茯神,枣仁,合欢花,郁金,白芍,丹参
辰砂,明矾,天南星,半夏
茯神,远志,枣仁,朱砂,菖蒲,芍药
远志,枣仁,熟地,生地,丹皮,麦门冬
远志,枣仁,熟地,生地,丹皮,厚朴
朱砂,琥珀,天麻,牵牛,丹参,胆南星
土鳖虫,熟军,2钱,钱,自然铜,乳香
朱砂,黄芩,雄黄,减半,黄柏,山栀仁
谷蘖,随风子,大腹子,薏仁,石斛,陈皮
川姜,天麻,干蝎,天南星,白附子,白僵蚕
茯神,远志,菖蒲,贝母,丹参,胆南星
远志,枣仁,五味子,地黄,人参,竹茹
茯神,远志,枣仁,菖蒲,柏子仁,人参
远志,枣仁,朱砂,菖蒲,柏子仁,地黄
茯神,远志,厚朴,紫苏,半夏,茯苓
茯神,枣仁,琥珀,菖蒲,肉苁蓉,熟地
川姜,天麻,干蝎,天南星,白附子,白僵蚕
茯神,远志,枣仁,丹皮,白芍,石斛
茯神,远志,知母,麦冬,犀角,当归
茯神,巴戟,阳起石,黑附子,肉苁蓉,干姜
肉桂心,生川连
琥珀,香附,茯苓
檀香,石灰华,红景天,榜嘎,洪连,高山辣根菜
檀香,石灰华,红景天,榜嘎,洪连,高山辣根菜
珍珠母,太子参,山药,五味子,菟丝子,地黄
远志,菖蒲,龙骨,龟甲
茯神,远志,麦门冬,龙齿,山药,五味子
远志,枣仁,琥珀,菖蒲,牡蛎,桂枝
枣仁,粳米,龙眼肉
红糖,粳米,莲子粉
茯神,朱砂,琥珀,郁金,丹参,广皮
复以葱,用药同水酒入银石器内煮半日,研为细末,面,醋,新莲肉
灵砂,金铃子,钟乳,葫芦芭,巴戟,肉蔻
辰砂,蝎梢,真麝香1字,人参,蜈蚣,白僵蚕
干百合,蜂蜜
茯神,枣仁,五味子,人参,当归,陈皮
茯神,金箔,远志,枣仁,辰砂,琥珀
茯神,远志,枣仁,黄耆,莲肉,当归
茯神,天竺黄,防风,贝母,胆南星,钩藤
羊心,鲜玫瑰花,食盐
茯神,远志,辰砂,山药,麝香,人参
茯神,远志,枣仁,朱砂,麦门冬,龙齿
茯神,远志,菖蒲,丹参,丹参,麦冬
茯神,肉苁蓉,枸杞,紫石英,韭子,五味子
珍珠母,枣仁,合欢皮,丹参,夏枯草,钩藤
真豆粉,大朱砂,梅花片,丹参,甘草
珍珠母,水牛角,猪脱氧胆酸,板蓝根,胆酸,黄芩
枣仁,牛心粉,沉香,枫香脂,丁香,肉豆蔻
菖蒲,芍药,地黄,乌梅肉,人参,当归
茯神,远志,枣仁,朱砂,牡蛎,人参
枣仁,知母,茯苓,芎藭,甘草
枣仁,粳米
枣仁,夜交藤,生地,丹参,龙骨,炒柏子仁
光明砂,磁石,神曲
辰砂,琥珀,麝香,滴乳,当归,没药
铁粉,使君子仁,蛇黄,天南星,茯苓
茯神,远志,辰砂,菖蒲,贝母,丹参
远志,肉苁蓉,巴戟天,山萸,山药,菟丝子
枣仁,干姜,山药,莲肉,当归,人参急者用30克
朱砂,琥珀,天南星
远志,朱砂,琥珀,黄耆,生地,白芍
檀香,朱砂,琥珀,天麻,降香,麝香
檀香,朱砂,琥珀,降香,天麻,郁金
茯神,远志,枣仁,辰砂,柏子仁,龙齿
檀香,枣仁,石灰华,高山辣根菜,红花,木藤蓼
金箔,朱砂,琥珀,羌活,天南星,白僵蚕
茯神,金箔,远志,铁粉,丹参,丹参
远志,巴戟,牛膝,菟丝子,杜仲,地黄
檀香,三,白芷,川芎,桔梗,甘草
远志,枣仁,柏子仁,麦门冬,五味子,地黄
茯神,远志,枣仁,菖蒲,柏子仁,麦门冬
远志,枣仁,朱砂,菖蒲,柏子仁,五味子
枣仁,山萸,山药,五味子,破故纸60宽,益智仁
远志,枣仁,麦门冬,黄芩,桂心,人参
葱,乌灵参,酒,鸡,姜,盐
朱砂,郁金,丹参,黄芩,栀子,黄连
枣仁,柏子仁,丹皮,丹参,莲子心,玄参
茯神,犀角屑,麦门冬,龙齿,人参,黄芩
辰砂,琥珀,青龙齿,枸杞,白芍,赤芍
茯神,珍珠母,合欢皮,丹参,钩藤,夏枯草
红糖,小米,龙眼肉
鸡蛋,小米
枣仁,小米,蜂蜜
朱砂,人参,胆南星,脑,真珠,麝
天竺黄,菖蒲,贝母,飞朱砂,胆南星,西丹参
远志,辰砂,牡蛎,肉苁蓉,干姜,人参
茯神,远志,枣仁,柏子仁,黄耆,白芍
朱砂,人参,钩藤,白术,茯苓,甘草
远志,枣仁,黄耆,麦门冬,地黄,胆南星
葱,白糖,猪心,味精,玉竹,花椒
枣仁,合欢皮,女贞子,浮小麦,何首乌,灵芝
枣仁,白糖,夜交藤,粳米
远志,黄耆,芍药,地黄,五味子,桂心
枣仁,薏仁,山药,麦冬,当归,甘杞子
茯神,枣仁,柏子仁,丹皮,生地,丹参
茯神,远志,枣仁,柏子仁,熟地,黄耆
寒水石,丁子香,黄金,磁石,犀角,羚羊角
朱砂,柏子仁,肉苁蓉,紫石英,麝香,人参
茯神,远志,枣仁,地黄,人参,当归
