半夏,白芥子,薏仁,诃黎勒,白术
贝母,冰糖,粳米
贝母,粳米,砂糖
贝母,陈皮,桔梗,瓜蒌,花粉
贝母,百部,紫菀,杏仁,五味子
贝母,款冬花,杏仁,五味子,知母
贝母,柴胡,杏仁,麻黄,石膏
贝母,紫菀,杏仁,桔梗,甘草
紫菀,五味子,地黄,黄耆,人参
半夏,胆南星,远志,黄芪,当归
半夏,紫菀,杏仁,黄芪,桔梗
缩砂仁,盐,白檀,栝楼,薄荷
缩砂仁,四,三,桔梗,薄荷
缩砂仁,桔梗,薄荷,川芎,防风
缩砂仁,桔梗,薄荷,川芎,防风
鸡苏叶,缩砂仁,盐,瓜蒌根十,荆芥
鸡苏叶,缩砂仁,盐,瓜蒌根,荆芥
鸡苏叶,缩砂仁,盐,瓜蒌根,荆芥
蓬莪荗,京三棱,陈皮,枳实,黑牵牛
百部,杏仁,麻黄
熊胆,象牙末,麝香5厘,丹参5厘,梅片
紫菀,葶苈,杏仁,五味子,清夏
贝母,柴胡,辰砂,上肉桂,巴豆
贝母,桔梗,麦冬,当归,元参
贝母,桔梗,麦冬,当归,白芍
牵牛,甘遂末,雷丸末,龙脑,粉霜
贝母,板蓝根,麦冬,蝉蜕,黄芩
千年古石灰不拘多少
生龙脑,朱砂,麦门冬,茯苓,枣仁
贝母,知母,诃黎勒皮,地黄,玄参
上好片术
半夏,白术,干姜,人参,甘草
乌嘴凤头白鸭
天南星,白僵蚕,全蝎,地龙干,五灵脂
天南星,远志,辰砂,天麻,麝1字
天竺黄,檀香,天南星,金箔,辰砂
天竺黄,胆南星,僵蚕,辰砂,琥珀
天竺黄,郁金,雄黄,白矾
半夏,杏仁,枳实,茶叶,瓜蒌霜
贝母,天南星,杏仁,陈皮,桔梗
甜杏,白冰
天南星,半复,黄芩
半夏,黑附子,生姜
半夏,苍术,厚朴,广皮,茯苓
贝母,半夏,桔梗,瓜萎仁,枳亮
半夏,杏仁
半夏,芍药,桔梗,旋复花,陈皮
半夏,柴胡,升麻,苍术,神曲
半夏,泽泻,黄柏,陈皮,天麻
半夏,天麻,白术
半夏,陈皮,天麻,蔓荆子,白术
半夏,陈皮,泽泻,天麻,黄柏
半夏,秫米
半夏,麦芽,陈皮,香附,苍术
半夏,紫苏,厚朴,诃黎勒皮,茯苓
半夏,昆布,杏仁,桔梗,槟榔
半夏,干苏叶,厚朴,生姜,茯苓
贝母,半夏,天南星,白附子,白术
半夏,防风
半夏,朱砂,黄丹,白矾
半夏,白矾
半夏,瓜蒌子
半夏,朴消,茯苓,枳壳
半夏,陈皮,郁李仁,槟榔,木香
半夏,沉香,破故纸,猪苓
半夏,天南星,香附,石膏,栀子
雪梨,北杏,白砂糖
檀香,白葡萄干,拳参,丁香,北沙参
檀香,白葡萄干,拳参,丁香,北沙参
片脑,桂花,霍香叶,硼砂,甘松
贝母,柴胡,黄柏,当归,金银花
天南星,朱砂,巴豆,神曲
胆南星,朱砂,全蝎,神曲,巴豆
荸荠,雪梨,白萝卜,生藕,麦冬
胆南星,淡全蝎,芥穗,独活,天麻
半夏,胆南星,党参,天麻,橘络
贝母,天竺黄,天南星,远志,僵蚕
贝母,半夏,胆南星,焦三仙,僵蚕
贝母,胆南星,梅片,僵蚕,朱砂
天南星,僵蚕,辰砂,天麻,全蝎
半夏,天南星,皂角,生姜,白矾
贝母,琥珀,莲肉,五味子,麦门冬
半夏,杏仁,豆
半夏,干蝎,甘菊,独活,防风
半夏,陈皮,京三棱,黑牵牛,青皮
半夏,天南星,黑牵牛,猪牙皂角,白矾
天南星,木香
半夏,天南星,干姜
贝母,百部,紫菀,杏仁,柿霜
半夏,蝎尾,干姜,胡椒
半夏,僵蚕,桔梗,蝉蜕,活蝎子
杏仁,远志,款冬花,胡桃肉,五味子
贝母,葶苈,杏仁,僵蚕,陈皮
半夏,款冬花,杏仁,苏子,白果
半夏,款冬花,杏仁,苏子,白果
杏仁,陈皮,五味子,石膏,麻黄
贝母,半夏,莱菔,白芥子,杏仁
天竺黄,银箔,生犀角,远志,金箔
玄明粉,姜汁,竹沥膏,煅金礞石,生硼砂
半夏,麦芽,陈皮,广荗,荜澄茄
生犀屑,龙脑,菊花,细辛,白芷
半夏,款冬花,枳实,五味子,苦梗
半夏,天南星,藿香,薄荷,寒水石
半夏,天南星,藿香,蛤粉,薄荷
半夏,杏仁,巴豆,马兜铃
贝母,杏仁,旋复花,陈皮,麦冬
天南星,龙脑,干蝎,天麻,真珠末
天竺黄,龙脑,天麻,铅白霜,麝香
瑇瑁,真珠,龙脑,犀角,麝香
贝母,陈皮,五味子,麦门冬,菖蒲
半夏,丁香,白檀香,姜黄,白术
半夏,紫团参,鳖甲,阿胶,甘草
贝母,半夏,葶苈,杏仁,板蓝根
半夏,广皮,茯苓,羌活,防风
杏仁,桔梗,麻黄
半夏,昆布,白芥子,海藻,胆草
半夏,陈皮,茯苓,甘草
半夏,陈皮,茯苓,甘草
半夏,苍术,厚朴,广皮,茯苓
半夏,陈皮,厚朴,苏梗,茯苓
半夏,枳实,陈皮,当归,香附
半夏,陈皮,茯苓,甘草
贝母,石膏,知母
贝母,紫菀,款冬花,杏仁,麦门冬
贝母,半夏,陈皮,知母,茯苓
贝母,麦门冬,知母,天门冬
半夏,天南星,川朴,僵蚕,桔梗
天竺黄,竹茹,百部,瓜蒌仁,陈皮
贝母,麦冬,知母,天门冬
贝母,北沙参,淡天冬,提麦冬,南沙参
竹茹,远志,泽泻,龙骨,菖蒲
半夏,天南星,白僵蚕,飞过枯矾
半夏,黑附子,陈皮,厚朴,白姜
贝母,陈皮,桔梗,前胡,元参
贝母,芍药,陈皮,桔梗,前胡
半夏,天麻,独活,芎,茯苓
杏仁,木香,防己
贝母,半夏,玉竹,麦冬,蛤粉
白皮大萝卜,蜂蜜
半夏,陈皮,茯苓,甘草
山芋,芍药,远志,桔梗,陈皮
贝母,葶苈,杏仁,陈皮,桔梗
鱼腥草,黄芪,党参,铁树叶,白花蛇舌草
贝母,贝母,半夏,半夏,白芥子
贝母,竹茹,蒌仁,麦冬,郁金
半夏,粉霜,黑牵牛子,白矾
片脑,白豆蔻末,白檀香末,芽茶
贝母,半夏,玄明粉,陈皮,桔梗
贝母,半夏,玄明粉,陈皮,桔梗
半夏
半夏,檀香,百药煎,五味子,陈皮
半夏,天南星,皂角,干姜,白矾
半夏,天南星,杏仁,陈皮,萝卜子
半夏,莱菔,天南星,瓜蒌仁,枳实
竹茹,陈皮,郁金,缩砂,菖蒲
杏仁,百药煎,黑矾,乌梅,甘草
半夏,丁香,草豆蔻,白矾
半夏,枳实,丁香,五味子,陈皮
半夏,明矾,硝石
贝母,海藻,白酒,黄药子
鱼腥草,百部,穿心莲,开金锁,生干蟾
知柏,蜈蚣,僵蚕,桔梗,当归
贝母,半夏,远志,陈皮,桔梗
四季青,平地木,鼠曲草,干日红
半夏,竹茹,枳实,陈皮,麦门冬
天竺黄,枳实,生石决明,牡蛎,钩藤
贝母,枳实,陈皮,桔梗,片芩
杏仁,瓜蒌仁,黄连
橄榄,萝卜
半夏,杏仁,龙骨,瓜蒌皮,桂枝
半夏,远志,五味子,桂枝,白术
炮干姜,栝蒌实,败酱草,桔梗,厚朴
薤白,白酒700毫升,栝楼
山芋,杏仁,栝楼,甘草
半夏,昆布,海藻,陈皮,夏枯草
半夏,陈皮,龙涎香,伽楠香
贝母,郁金,香附,白芍,人参
半夏,陈皮,当归,白术,白芍
海藻,鸡血藤,黄芪,黄精,丹参
半夏,党参,陈皮,白术,破故纸
半夏,天南星,百药煎,明矾,五味子
半夏,天南星,香墨,白附子,续断
贝母,半夏,杏仁,皂荚,知母
半夏,天南星,陈皮,泽泻,白术
贝母,桔梗,诃子,蝉蜕,薄荷
贝母,天竺黄,半夏,胆南星,白芥子
半夏,海粉,杏仁,诃子,栝楼
成炼钟乳,款冬花,蛤蚧,肉桂,白矾
贝母,半夏,莱菔,白芥子,杏仁
远志,虎睛,犀角屑,栀子,大黄
半夏,陈皮,藿香,苍术,厚朴
半夏,陈皮,藿香,厚朴,甘草
半夏,陈皮,藿香,厚朴,甘草
半夏,丁香,陈皮,藿香,生姜
半夏,竹茹,青子芩4,碧玉散,陈广皮
僵蚕,桔梗,天麻,全蝎,麻黄
半夏,朱砂,雄黄,白矾
天南星,海藻,海带,琥珀,血竭
胆南星,朱砂,地龙,制军,苏珠
贝母,半夏,天冬,血琥珀,京知母
天竺黄,檀香,天南星,枳实,朱砂
天竺黄,檀香,天南星,金箔,枳实
天竺黄,天南星,僵蚕,朱砂,琥珀
天竺黄,檀香,天南星,金箔,蜂蜜
贝母,天竺黄,胆南星,僵蚕,琥珀
天竺黄,胆南星,辰砂,琥珀,腰黄
天竺黄,天南星,僵蚕,辰砂,琥珀
贝母,天竺黄,胆南星,僵蚕,天麻
天南星,远志,人乳,大辰砂,菖蒲
贝母,天竺黄,青礞石,月石,伽楠香
贝母,青礞石,沉香,天竹黄,月石
远志,金箔,麝香3厘,桔梗,甘松
海粉,黄芩,青黛,神曲
荸荠,海蜇皮
荸荠,海蜇
贝母,半夏,昆布,海藻,海带
昆布,海藻,柴胡,小麦,龙胆草
海石,香附
海石,蚶壳,石礞,香附,红花
透骨草,老葱胡,马前子,烧酒,牛膝
半夏,昆布,陈皮,当归,白芍
半夏,陈皮,当归,白芍,地黄
贝母,桔梗,麦冬,当归,枸杞
天竺黄,梅片,蝎子,酒军,乌蛇肉
半夏,桂心,芍药,枳实,旋覆花
葶苈,杏仁,蛤蚧,商陆,麻黄
黄酒,山慈菇,核桃肉
白芥子,白僵蚕,全丝瓜,上肉桂,陈皮
天竺黄,天南星,柴胡,僵蚕,天麻
半夏,丁香,厚朴,生姜,枣仁
杏仁,紫苏,陈皮,麻黄,茯苓
天南星,天麻,独活,全蝎,粉草
天南星,天麻,独活,全蝎,粉草
半夏,天南星,白附子,皂角,寒水石
天南星,蒌仁,清夏,陈皮,陈皮
贝母,半夏,昆布,海藻,海带
半夏,桔梗,干姜,茯苓
半夏,天南星,杏仁,麦蘖,陈皮
半夏,天南星,明矾,白附子
半夏,天南星,皂角,生姜,白矾
天络丝
半夏,天南星,巴豆,枯矾,干姜
半夏,天南星,杏仁,瓜蒌仁,陈皮
半夏,葶苈,杏仁,桔梗,五味子
半夏,葶苈,麦蘖,荆三棱,硼砂
半夏,天南星,辰砂,陈皮,腻粉
半夏,紫菀,葶苈,杏仁,桔梗
贝母,紫菀,款冬花,葶苈,杏仁
半夏,葶苈,款冬花,杏仁,桔梗
檀香,柿霜,硼砂,白葛粉,白冰糖
半夏,紫菀,葶苈,远志,杏仁
天南星,乳香,赤金箔,净全蝎,梅冰片
半夏,陈皮,京三棱,黑牵牛,青皮
天南星,蝉壳,僵蚕,蜈蚣,朱砂
天竺黄,胆南星,片脑,金箔,僵蚕
半夏,天南星,金箔,龙脑,丁香
半夏,芍药,旋覆花,前胡,麻黄
半夏,当归,陈皮,熟地,茯苓
贝母,半夏,天南星,葶苈,柴胡
半夏,天南星,皂角,白矾
白芥子,透骨草,芍药,僵蚕,鸡血藤膏
半夏,天麻,秦艽,葛根,夏枯草
海粉,桔梗,瓜蒌仁,陈皮,连翘
天南星,当归,陈皮,天麻,肉桂
天南星,远志,僵蚕,天麻,全蝎
贝母,半夏,杏仁,陈皮,桔梗
贝母,杏仁,陈皮,桔梗,前胡
贝母,半夏,杏仁,陈皮,桔梗
贝母,紫菀,小蓟,白芍,丹皮
海藻,党参,柴胡,大青叶,黄芪
贝母,柴胡,陈皮,麦门冬,地骨皮
贝母,柴胡,远志,桔梗,赤苓
贝母,半夏,紫菀,款冬花,远志
贝母,半夏,紫菀,款冬花,杏仁
贝母,半夏,紫菀,杏仁,陈皮
贝母,杏仁,陈皮,五味子,净金灯
贝母,半夏,紫菀,款冬花,杏仁
贝母,半夏,紫菀,杏仁,陈皮
粳米,陈皮
半夏,莱菔,陈皮,香附,白术
半夏,枳实,陈皮,白术
半夏,桔梗,陈皮,黑山栀,黄芩
紫菀,鱼腥草,四季青,金荞麦,前胡
天竺黄,胆南星,僵蚕,朱砂,天麻
杏仁,五味子,米仁,麦门冬,知母
半夏,天南星,白芥子,杏仁,麦芽
贝母,杏仁,桔梗,片芩,麻黄
半夏,杏仁,1,栝楼,小枳实
半夏,杏仁,桔梗,五味子,陈皮
半夏,草果,青皮,广皮,生姜
半夏,黄柏,桔梗,黄芩,栀子
半夏,柴胡,桔梗,陈皮,当归
半夏,陈皮,粉草,香附,益智
半夏,党参,枳实,三七,桂枝
贝母,党参,五味子,麦冬,山药
紫菀,嫩苏梗,桔梗,旋复花,陈皮
半夏,五味子,陈皮,白术,干姜
半夏,竹茹,柴胡,麦冬,桔梗
半夏,竹茹,枳实,陈皮,葛根
杏仁,远志,羚羊粉,琥珀粉,陈皮
半夏,陈皮,紫苏,白术,北梗
远志,郁金,菖蒲,琥珀,茯苓
半夏,远志,紫苏,厚朴,茯神
半夏,天南星,益智仁,枳实,陈皮
半夏,紫苏,菖蒲,厚朴,木香
杏仁,藕节,生瓦楞,刀豆子,玫瑰花
半夏,海藻,党参,陈皮,当归
半夏,枳实,桔梗,前胡,白术
杏仁,款冬花,桔梗,麦冬,枇杷叶
半夏,昆布,海藻,白僵蚕,陈皮
半夏,竹茹,桔梗,陈皮,当归
半夏,陈皮,茅术,生姜,茯苓
玄明粉,柿霜,白粉,硼砂,寒水石
胆南星,苏叶子,蒌子,于术,羚羊
竹茹,焦三仙,干青果,陈皮
三仙饮,炙桑白皮
焦三仙,陈皮
胆南星,僵蚕,杭芍,苏合油3毫升,钩蘑
贝母,海藻,柴胡,漏芦,元参
半夏,桂枝,黄芩,干姜,白芍
半夏,天南星,辰砂,桔梗,枳实
贝母,半夏,柴胡,陈皮,当归
贝母,半夏,天南星,芍药,枳实
百部,穿心莲,玉竹,葎草,黄精
倭硫,朱砂
半夏,半夏,桔梗,陈皮,藿香
杏仁,陈皮,桂枝,苏叶,薄荷
葶苈,杏仁,天冬,木通,石膏
半夏,醋2500毫升
钟乳粉,款冬花,川姜,白术,人参
杏仁,款冬花,麻黄,甘草
川朴,灵脂,榔片,生芍,陈皮
半夏,桔梗,桂,枳壳
半夏,天南星,葶苈,枳实,黑牵牛
半夏,大腹子,京三棱,青皮,木香
生龙脑,生犀角,朱砂,麦门冬,石膏
生龙脑,生犀角,朱砂,麦门冬,石膏
鸡苏叶,黍粘子,龙脑,桔梗,紫苏
半夏,天南星,草龙脑,白矾
半夏,龙骨,白术,附片,白芍
白芥子,杏仁,蛤壳,紫苏,瓜蒌皮
白芥子,杏仁,蛤壳,回克,紫苏
白芥子,杏仁,蛤壳,桅子,瓜萎皮
万年干,青礞石,硼砂,石膏
京元参,细川连,淡条芩,上广皮,桔梗
紫菀,款冬花,杏仁,桔梗,五味子
粳米,新鲜萝卜约
新鲜白萝卜
贝母,莱菔,冰糖,白糖,豆腐皮
莱菔,粳米
莱菔
贝母,款冬花,鹅管石,肉桂,甘草
缩砂仁,丁香,巴豆,胡椒,乌梅
绿茶,醋
葶苈,杏仁,桔梗,陈皮,马兜铃
半夏,党参,桔梗,陈皮,苏叶
半夏,白术,苏子,干姜,茯苓
半夏,白术,干姜,茯苓,人参
贝母,萝卜,麦冬,秋梨,鲜藕
半夏,茴香,草乌,香附,茯苓
莱菔,麦芽,果仁,桔梗,茅术
贝母,桔梗,薄荷,元参,石膏
半夏,胆南星,紫菀,款冬花,杏仁
半夏,杏仁,陈皮,茯苓,甘草
半夏,陈皮,白术,茯苓,人参
半夏,款冬花,杏仁,苏子,黄芩
半夏,清炙草,钩藤钩,广红皮,茯神
贝母,杏仁,陈皮,麻黄,石膏
半夏,杏仁,豆腐1小块,麻黄,甘草
半夏,莱菔,白芥子,杏仁,茶叶
半夏,杏仁,巴豆,马兜铃
白萝卜,蜂蜜
远志,罗参,莲肉,当归,陈皮
贝母,天竺黄,胆南星,陈皮,桔梗
半夏,桔梗,陈皮,当归,大力子
梅花脑,五,牙硝,硼砂,寒水石
梅花脑,牙消,硼砂,寒水石,麝香
贝母,麦冬,枇杷叶,天冬,莲子
冰糖,粳米,枇杷叶
冰糖,粳米,枇杷叶
半夏,莱菔,麦芽,枳实,陈皮
半夏,天南星,枳实,法制消,黄芩
远志,麦冬,菖蒲,黄芩,茯神
半夏,竹茹,旋复花,胆草,黄芩
贝母,半夏,杏仁,瓜蒌仁,陈皮
贝母,半夏,紫菀,杏仁,桔梗
紫菀,白芥子,百部,东白薇,剖麦冬
贝母,瓜蒌仁,陈皮,桔梗,麦门冬
半夏,陈皮,香附,苍术,神曲
半夏,陈皮,香附,苍术,神曲
贝母,海石,胆南星,陈皮,木通
半夏,良姜,草果,乌梅,厚朴
葶苈,杏仁,地龙,石膏,牛蒡
贝母,桔梗,前胡,黄柏,黄芩
贝母,天竺黄,鱼腥草,紫菀,杏仁
贝母,鱼腥草,杏仁,败酱草,桔梗
昆布,海粉,牙皂,当归,芦荟
贝母,海藻,柴胡,僵蚕,当归
半夏,白芥子,柴胡,桔梗,枳实
檀香,薄荷,石膏,荆芥,细辛
檀香,四,一了,二,薄荷
檀香,薄荷,石膏,荆芥,细辛
半夏,瓜蒌仁,黄芩,香附,苍术
贝母,半夏,天南星,白芥子,玄明粉
半夏,天南星,杏仁,枳实,陈皮
半夏,莱菔,天南星,海粉,牙皂
半夏,天南星,杏仁,瓜蒌仁,枳实
贝母,贝母,紫菀,杏仁,蛤壳
半夏,五味子,麻黄,石膏,射干
贝母,半夏,杏仁,瓜蒌仁,枳实
半夏,昆布,白芥子,海藻,玄明粉
贝母,郁金,杵头糠,荷叶蒂,砂仁壳
僵蚕,全虫,炙穿山甲,蜈蚣,蝉衣
贝母,陈皮,桔梗,麦门冬,知母
五倍子,诃子,五味子,甘草
百药煎,桔梗,粉草,香附,紫河车
半夏,天南星,陈皮,黄芩,黄连
半夏,天南星,陈皮,黄芩,黄连
半夏,天南星,天麻,干姜,川乌
半夏,天南星,天麻,干姜,川乌
天竺黄,党参,15克,24克,24克
天南星,黑附子,乌头,木香
天南星,辰砂,蛇含,白附子,麝香
蛇胆汁,陈皮
半夏,柴胡,茱萸,黑附子,当归
竹茹,桔梗,陈皮,苏子,甘草
文蛤,红芽大戟,续随子,山慈菇,麝香
远志,金箔,铁粉,菖蒲,丹砂
贝母,半夏,杏仁,陈皮,桔梗
半夏,柴胡,白术,肉桂,白芍
贝母,胆南星,远志,辰砂,陈皮
半夏,陈皮,生姜,茯苓,甘草
贝母,半夏,杏仁,苏子,黄芩
半夏,僵蚕,辰砂,槐角子,陈皮
天南星,朱砂,琥珀
胆南星,远志,朱砂,陈皮,五味子
半夏,芍药,远志,玫瑰花,绿萼梅
昆布,海藻,海带,陈皮,海蛤粉
半夏,厚朴,肉豆蔻,山药
半夏,陈皮,吴萸,桃仁,黄连
半夏,陈皮,白术,草果,乌梅肉
半夏,紫苏,厚朴,茯苓
半夏,昆布,升麻,桔梗,粉葛
檀香,降香,朱砂,苏合香,僵蚕
檀香,降香,朱砂,苏合香,僵蚕
杏仁,麦蘖,神僸,萝卜子,青皮
莱菔,白芥子,山楂
半夏,天南星,金箔,朱砂,白僵蚕
银箔,远志,白僵蚕,金箔,升麻
半夏,丁香,诃子,草豆蔻,干姜
贝母,半夏,天南星,海藻,枳实
半夏,桔梗,陈皮,苏叶,前胡
天南星,蜈蚣,直僵蚕,麝香,猪牙皂角
半夏,薤白,麦芽,陈皮,厚朴
贝母,莱菔,葶苈,杏仁,陈皮
葶苈,杏仁,黑牵牛,麻黄,防己
海石,胆南星,栝楼,青黛,抚芎
莱菔,杏仁,僵蛹,薄荷,夏枯草
贝母,海藻,没药,乳香,蓖麻子肉
半夏,天南星,白芥子,红芽大戟,僵蚕
贝母,款冬花,杏仁,桔梗,麦门冬
文蛤,红芽大戟,朱砂,山茨菇,千金子
半夏,天麻,白术,老生姜,茯苓
百部,远志,桔梗,五味子,当归
天南星
鸡血藤,蜈蚣,地龙,当归,赤芍
苇茎,瓜瓣,薏仁,桃仁
半夏,竹茹,陈皮,茯苓,枳壳
半夏,竹茹,枳实,陈皮,生姜
半夏,桂心,远志,麦门冬,萆薢
半夏,陈皮,白术,干姜
半夏,芍药,二十,桔梗,陈皮
半夏,芍药,桔梗,陈皮,苍术
藕汁,牛乳60毫升,梨汁10毫升,生姜汁,韭汁
半夏,陈皮2,白术,木香,砂仁
半夏,党参,炒广皮,西砂仁,白术
半夏,栝楼,小枳实,小川连,生川军
贝母,半夏,天南星,柴胡,当归
半夏,天南星,黄柏,辛夷,苍术
贝母,杏仁,桔梗,麦冬,淡竹叶
青连翘,犀角汁20毫升,生姜汁2滴,淡竹沥60毫升,生赤芍
半夏,麦芽,陈皮,藿香,山植
蝉壳,白僵蚕,陈皮,厚朴,羌活
半夏,杏仁,桔梗,陈皮,苏叶
昆布,白芥子,海藻,山茨菇,桔梗
半夏,昆布,海藻,通草,海蛤粉
贝母,半夏,昆布,海藻,柴胡
昆布,海藻,炒山甲,夏枯草,牡蛎
昆布,海藻,海带,海红蛤,海马
海藻,海带,猪琰子,海昆布,桔梗
半夏,皂角,生马钱子,生山甲,血竭
贝母,牡蛎,元参
贝母,没药,乳香,生黄耆,牡蛎
海石,杏仁,桔梗,栝楼,连翘
半夏,白芥子,柴胡,陈皮,香附
海藻,元参,红娘子,糯米,牡蛎
半夏,僵蚕,桔梗,陈皮,栝楼
半夏,茯苓,甘草
半夏,黑附子,陈皮,菖蒲,神曲
半夏,杏仁,桔梗,陈皮,苏叶
半夏,桂心,紫菀,杏仁,陈皮
杏仁,桃仁,人参,桑白皮
杏仁,萝卜子
百部,杏仁,远志,桔梗,陈皮流浸膏
僵蚕,旋复花,石膏,防风
半夏,旋复花,代赭石,生姜,枣仁
半夏,缩砂仁,丁香,陈皮,草果仁
半夏,茱萸,桔梗,枳实,陈皮
竹茹,姜汁3茶匙,柿蒂,陈皮
半夏,栝楼,黄连
半夏,胆南星,朱砂,真珠,脑
贝母,半夏,天南星,水牛角浓缩粉,大青叶
贝母,天南星,白芥子,僵蚕,琥珀
天竺黄,天南星,僵蚕,朱砂,麦芽
贝母,没药,乳香,珍珠,赤芍
贝母,胆南星,杏仁,桔梗,麦冬
贝母,天竺黄,半夏,胆南星,菖蒲
贝母,天竺黄,半夏,天南星,僵蚕
牵牛,陈皮,槟榔,甘草
天竺黄,半夏,竹茹,佩兰,藿香
新鲜大力子根,梗,活白凤仙梗,没药60克苏合油,叶
白芥子,乳没,黑附子,当归,姜黄
半夏,莱菔,枳实,陈皮,当归
半夏,天南星,芫花,莪术
香梗芋艿,不拘多少
贝母,百部,羊胆干膏,白及,甘草
贝母,五味子,麦冬,地骨皮,薏仁
胆南星,远志,当归,淡竹叶,麦门冬
竹茹,远志,玉竹,麦冬,女贞子
天南星,防风
半夏,三,寒水石,白矾
贝母,半夏,百部,紫菀,葶苈
半夏,天南星,僵蚕,牙皂,牛膝
半夏,天南星,远志,金箔,僵蚕
半夏,天南星,僵蚕,蜈蚣,朱砂
天竺黄,金箔,炒白牵牛子,琥珀,黄连
红豆,盐,丁香,陈皮,缩砂
天南星,白僵蚕,地龙,乳香,天麻
天南星,白僵蚕,地龙,乳香,天麻
天南星,僵蚕,地龙,乳香,天麻
半夏,黄芪,党参,陈皮,代赭石
贝母,白芷
贝母,半夏,款冬花,杏仁,犀角
紫菀,桔梗,木通,白茅根,朴消
贝母,紫菀,款冬花
杏仁,紫苏,五味子,青皮,麻黄
半夏,陈皮,紫苏,白术,桂
葶苈,葶苈,潞州人参,始蚧,白牵牛
竹黄,白酒
半夏,竹茹,陈皮,生姜,茯苓
半夏,天南星,白芥子,枳实,陈皮
贝母,百部,款冬花,杏仁,糯米
天南星,天麻,全蝎,白附子,腻粉
半夏,胆南星,白僵蚕,秦艽,白附子
半夏,竹茹,牛膝,夏枯草,枸杞
紫菀,百部,桔梗,陈皮,白前
莱菔,胆南星,葶苈,杏仁,白前
贝母,半夏,百部,款冬花,葶苈
半夏,紫菀,款冬花,杏仁,麦冬
半夏,天南星,杏仁,麦芽,枳实
半夏,桔梗,黄芩,枳壳,甘草
梅花脑,五,牙硝,朱砂,硼砂
贝母,昆布,海藻,郁金,当归
天竺黄,檀香,豆蔻,水牛角浓缩粉,黄芪
