半夏,白芥子,薏仁,诃黎勒,肉桂,人参,益智
半夏,川芎,干蝎,甘菊,独活,防风
半夏,陈皮,黑牵牛,京三棱,槟榔,木香,青皮
半夏,天南星,黑牵牛,猪牙皂角,白矾
天南星,木香
半夏,天南星,干姜
贝母,紫菀,杏仁,百部,瓜蒌仁,玄明粉,桔梗
半夏,胡椒,蝎尾,干姜
半夏,桔梗,僵蚕,活蝎子,蝉蜕,麻黄,黄连
杏仁,款冬花,远志,苏子,代赭石,胡桃肉,枸杞
贝母,杏仁,葶苈,僵蚕,苏子,代赭石,陈皮
半夏,杏仁,款冬花,苏子,黄芩,麻黄,甘草
半夏,杏仁,款冬花,苏子,黄芩,麻黄,甘草
杏仁,陈皮,石膏,五味子,砂仁,麻黄,甘草
贝母,半夏,莱菔,杏仁,白芥子,苏子,蒌皮
天竺黄,金箔,银箔,生犀角,远志,龙脑,真珠末
玄明粉,郁金,生硼砂,薄荷,朱砂面,竹沥膏,煅金礞石
朱砂,薄荷,天麻,川芎,白芷,甘草,细辛
半夏,麦芽,陈皮,广荗,川丁皮,荜澄茄,青皮
半夏,枳实,款冬花,五味子,人参,苦梗,麻黄
半夏,天南星,薄荷,寒水石,藿香,白蛤粉,人参
半夏,天南星,薄荷,寒水石,藿香,蛤粉,人参
半夏,杏仁,巴豆,马兜铃
贝母,旋复花,杏仁,陈皮,麦冬,桑叶,石斛
天南星,龙脑,天麻,真珠末,白附子,丹参,犀角
天竺黄,龙脑,天麻,丹参,人参,丹砂,麝香
贝母,菖蒲,陈皮,丹参,麦门冬,当归,五味子
半夏,白檀香,姜黄,丁香,人参,生姜,白术
半夏,紫团参,鳖甲,甘草,阿胶
贝母,半夏,杏仁,葶苈,青礞石,瓜蒌皮,紫苏
半夏,广皮,羌活,甘草,茯苓,防风
杏仁,桔梗,麻黄
半夏,昆布,海藻,白芥子,胆草,陈皮,茯苓
半夏,陈皮,茯苓,甘草
半夏,陈皮,茯苓,甘草
半夏,广皮,甘草,茯苓,苍术,厚朴
半夏,陈皮,茯苓,甘草,苏梗,厚朴
半夏,枳实,陈皮,当归,香附,川芎,茯苓
半夏,陈皮,茯苓,甘草
贝母,石膏,知母
贝母,紫菀,杏仁,款冬花,百合,麦门冬,罂粟壳
贝母,半夏,陈皮,茯苓,甘草,知母
贝母,麦门冬,知母,天门冬
半夏,天南星,桔梗,僵蚕,陈皮,菖蒲,川朴
天竺黄,竹茹,百部,瓜蒌仁,陈皮,麦冬,天冬
贝母,麦冬,知母,天门冬
贝母,北沙参,提麦冬,淡天冬,南沙参,知母
竹茹,远志,菖蒲,牡蛎,白芍,茯苓,山药
半夏,天南星,白僵蚕,飞过枯矾
半夏,陈皮,黑附子,白姜,甘草,草果子,厚朴
贝母,桔梗,陈皮,元参,前胡,花粉,黄芩
贝母,桔梗,陈皮,芍药,前胡,花粉,黄芩
半夏,天麻,人参,白芷,芎,独活,茯苓
贝母,半夏,玉竹,北沙参,麦冬,广皮,蛤粉
半夏,陈皮,茯苓,甘草
山芋,远志,桔梗,陈皮,麦门冬,芍药,桂
贝母,杏仁,桔梗,葶苈,代赭石,陈皮,薏仁
鱼腥草,黄芪,陈皮,党参,铁树叶,白花蛇舌草,薏仁
贝母,贝母,半夏,半夏,白芥子,杏仁,苏子
贝母,竹茹,蒌仁,石膏,麦冬,郁金,石斛
半夏,黑牵牛子,粉霜,白矾
硼砂,陈皮,薄荷,乌梅,五味子,甘草
贝母,半夏,玄明粉,桔梗,陈皮,香附,神曲
贝母,半夏,玄明粉,桔梗,陈皮,香附,神曲
半夏
半夏,檀香,百药煎,薄荷,陈皮,乌梅肉,花粉
半夏,天南星,皂角,干姜,白矾
半夏,天南星,杏仁,皂角,紫苏,陈皮,香附
半夏,天南星,莱菔,枳实,瓜蒌仁,紫苏,陈皮
竹茹,陈皮,缩砂,菖蒲,郁金,苍术,厚朴
杏仁,百药煎,乌梅,黑矾,甘草
半夏,丁香,草豆蔻,白矾
半夏,枳实,薄荷,陈皮,丁香,砂仁,川芎
半夏,明矾,硝石
贝母,海藻,白酒,黄药子
鱼腥草,百部,穿心莲,开金锁,生干蟾
蜈蚣,僵蚕,桔梗,知柏,钩藤,丹参,生耆
贝母,半夏,桔梗,远志,陈皮,五味子,麻黄浸膏
四季青,平地木,干日红,鼠曲草
半夏,竹茹,枳实,陈皮,石膏,麦门冬,人参
天竺黄,枳实,生川军,钩藤,生石决明,牡蛎,黄芩
贝母,枳实,桔梗,陈皮,片芩,当归,砂仁
杏仁,瓜蒌仁,黄连
半夏,杏仁,桂枝,瓜蒌皮,牡蛎,白芍,黄连
半夏,远志,合桃肉,桂枝,熟附块,五味子,云苓
桔梗,败酱草,炮干姜,栝蒌实,人参,细辛,厚朴
杏仁,山芋,栝楼,甘草
半夏,昆布,海藻,陈皮,牡蛎,夏枯草,莪术
半夏,陈皮,龙涎香,伽楠香
贝母,郁金,香附,人参,白芍
半夏,陈皮,当归,人参,白芍,白术,茯苓
海藻,鸡血藤,黄芪,黄精,丹参,玄参
半夏,党参,陈皮,紫河车,黄耆,茯苓,白术
半夏,天南星,明矾,百药煎,乌梅肉,池矾,五味子
半夏,天南星,香墨,白附子,芎,杜仲,续断
贝母,半夏,杏仁,皂荚,知母
半夏,天南星,陈皮,黄芩,黄芩,黄连,白术
贝母,桔梗,诃子,薄荷,薄荷,川芎,胖大海
贝母,天竺黄,半夏,胆南星,白芥子,桔梗,葶苈
半夏,海粉,杏仁,栝楼,诃子,香附,青黛
款冬花,蛤蚧,成炼钟乳,肉桂,甘草,白矾
贝母,半夏,莱菔,白芥子,杏仁,党参,桔梗
半夏,陈皮,藿香,人参,茯苓,甘草,苍术
半夏,陈皮,藿香,甘草,厚朴
半夏,陈皮,藿香,甘草,厚朴
半夏,陈皮,丁香,藿香,生姜,茯苓
半夏,竹茹,青子芩4,青蒿脑4,碧玉散,陈广皮,茯苓
桔梗,僵蚕,天麻,全蝎,川芎,白芷,麻黄
半夏,朱砂,雄黄,白矾
天南星,海藻,海带,琥珀,木香,京墨,血竭
胆南星,朱砂,琥珀,薄荷,钩藤,竺黄,犀角
贝母,半夏,百合,石膏,天冬,血琥珀,京知母
天竺黄,天南星,檀香,枳实,朱砂,琥珀,红参
天竺黄,天南星,檀香,金箔,枳实,粉草,水飞朱砂
天竺黄,天南星,朱砂,僵蚕,琥珀,全蝎,丹参
天竺黄,天南星,檀香,金箔,枳实,蜂蜜,朱砂
贝母,天竺黄,胆南星,僵蚕,琥珀,全蝎,飞腰黄
天竺黄,胆南星,辰砂,琥珀,腰黄,沉香,麝香
天竺黄,天南星,僵蚕,辰砂,琥珀,真麝香,钩藤
贝母,天竺黄,胆南星,桔梗,朱砂,天麻,僵蚕
天南星,远志,人乳,大辰砂,菖蒲,茯神,人参
贝母,天竺黄,青礞石,伽楠香,麝香,月石,枣仁
贝母,青礞石,沉香,麝香,天竹黄,月石,羚羊角
远志,金箔,桔梗,粉草,辰砂,麝香3厘,丹参
荸荠,海蜇皮
荸荠,海蜇
贝母,半夏,昆布,海藻,海带,陈皮,当归
昆布,海藻,柴胡,小麦,龙胆草
海石,香附
海石,石礞,蚶壳,红花,香附,莪术,桃仁
透骨草,烧酒,马前子,老葱胡,三七,川羌,红花
半夏,昆布,陈皮,当归,红花,川芎,肉桂
半夏,陈皮,当归,川芎,白芍,茯苓,甘草
贝母,桔梗,麦冬,当归,枸杞,黄芩,白芍
天竺黄,朱砂,油松节,僵蚕,天麻,梅片,白蔻
半夏,枳实,旋覆花,麦门冬,桂心,芍药,防己
杏仁,葶苈,蛤蚧,商陆,防己,麻黄,茯苓
白芥子,陈皮,全丝瓜,上肉桂,白僵蚕,莪术,麻黄
天竺黄,天南星,桔梗,天麻,僵蚕,白附子,陈皮
半夏,丁香,生姜,甘草,枣仁,厚朴
杏仁,陈皮,紫苏,麻黄,甘草,茯苓,桑白皮
天南星,天麻,粉草,全蝎,川芎,人参,荆芥
天南星,天麻,粉草,全蝎,川芎,人参,荆芥
半夏,天南星,皂角,白附子,寒水石,干生姜,轻粉
天南星,蒌仁,元芩,陈皮,陈皮,清夏,海浮石
贝母,半夏,昆布,海藻,海带,枳实,牡蛎
半夏,桔梗,茯苓,干姜
半夏,天南星,杏仁,皂角,紫苏,陈皮,麦蘖
半夏,天南星,明矾,白附子
半夏,天南星,皂角,生姜,白矾
半夏,天南星,巴豆,干姜,枯矾,滑石
半夏,天南星,杏仁,瓜蒌仁,紫苏,陈皮,香附
半夏,杏仁,桔梗,葶苈,陈皮,旋覆花,五味子
半夏,桔梗,葶苈,硼砂,紫苏,陈皮,麦蘖
半夏,天南星,辰砂,陈皮,腻粉,皂,人参
半夏,紫菀,杏仁,桔梗,葶苈,陈皮,五味子
贝母,紫菀,杏仁,款冬花,桔梗,葶苈,北沙参
半夏,杏仁,桔梗,款冬花,葶苈,陈皮,旋覆花
檀香,硼砂,柿霜,白葛粉,薄荷,紫苏,白冰糖
半夏,紫菀,杏仁,瓜蒌仁,葶苈,远志,桔梗
天南星,直僵蚕,明天麻,代赭石,真麝香,净全蝎,梅冰片
半夏,陈皮,黑牵牛,京三棱,槟榔,木香,青皮
天南星,蜈蚣,朱砂,蝉壳,僵蚕,全蝎,川芎
天竺黄,胆南星,金箔,朱砂,僵蚕,片脑,真麝香
半夏,天南星,金箔,龙脑,天麻,丁香,犀角
半夏,旋覆花,芍药,前胡,荆芥,麻黄,甘草
半夏,陈皮,当归,茯苓,甘草,熟地
贝母,半夏,天南星,瓜蒌仁,葶苈,枳实,桔梗
半夏,天南星,皂角,白矾
白芥子,透骨草,僵蚕,片姜黄,鸡血藤膏,橘络,菖蒲
半夏,天麻,杭白菊,牡蛎,秦艽,夏枯草,白芷
海粉,桔梗,陈皮,瓜蒌仁,丹参,香附,青黛
天南星,天麻,陈皮,当归,川芎,人参,肉桂
天南星,远志,天麻,僵蚕,白附子,菖蒲,全蝎
贝母,半夏,杏仁,桔梗,紫苏,陈皮,花粉
贝母,杏仁,桔梗,紫苏,陈皮,石膏,桑叶
贝母,半夏,杏仁,桔梗,紫苏,陈皮,花粉
贝母,紫菀,小蓟,白芍,桃仁,甘草,丹皮
海藻,黄芪,党参,大青叶,丹参,板蓝根,柴胡
贝母,薄荷,陈皮,麦门冬,柴胡,当归,香附
贝母,远志,桔梗,柴胡,广皮,赤苓,银花
贝母,半夏,紫菀,杏仁,款冬花,远志,桔梗
贝母,半夏,紫菀,杏仁,款冬花,桔梗,栝楼
贝母,半夏,紫菀,杏仁,陈皮,马兜铃,五味子
贝母,杏仁,陈皮,五味子,净金灯,米壳,甘草
贝母,半夏,紫菀,杏仁,款冬花,桔梗,紫苏
贝母,半夏,紫菀,杏仁,桔梗,苏子,瓜蒌皮
粳米,陈皮
半夏,莱菔,陈皮,神曲,香附,川芎,山楂
半夏,枳实,陈皮,白术
半夏,桔梗,黑山栀,陈皮,黄芩,茯苓,黄连
紫菀,鱼腥草,四季青,金荞麦,前胡,麻黄,甘草
天竺黄,胆南星,朱砂,天麻,僵蚕,钩藤,薄荷
杏仁,百合,米仁,麦门冬,五味子,人参,知母
半夏,天南星,白芥子,杏仁,瓜蒌仁,枳实,桔梗
贝母,杏仁,桔梗,石膏,片芩,麻黄,甘草
半夏,杏仁,小枳实,栝楼,1,石膏,广皮红
半夏,杏仁,桔梗,桂枝,陈皮,当归,川芎
半夏,草果,广皮,人参,生姜,青皮
半夏,桔梗,黄芩,人参,黄柏,黄连,大黄
半夏,桔梗,陈皮,柴胡,当归,黄芩,白芷
半夏,粉草,陈皮,香附,人参,益智,茯苓
半夏,党参,枳实,三七,桂枝,牡蛎,干姜炭
贝母,党参,麦冬,五味子,沙参,山药,熟地
紫菀,旋复花,桔梗,陈皮,嫩苏梗,白前,香附
半夏,陈皮,五味子,人参,白术,细辛,茯苓
半夏,竹茹,枳实,桔梗,陈皮,麦冬,柴胡
半夏,竹茹,枳实,陈皮,钩藤,丹参,生磁石
杏仁,远志,陈皮,郁金,琥珀粉,羚羊粉,佩兰
半夏,北梗,陈皮,紫苏,槟榔,木香,辣桂
远志,琥珀,郁金,菖蒲,人参,茯苓
半夏,远志,紫苏,茯神,茯苓,甘草,厚朴
半夏,天南星,枳实,陈皮,益智仁,神曲,砂仁
半夏,菖蒲,紫苏,白芷,木香,茯苓,厚朴
杏仁,陈皮,生瓦楞,藕节,玫瑰花,刀豆子,代赭石
半夏,海藻,党参,陈皮,黄药子,蛇舌草,蛇六谷
半夏,枳实,桔梗,前胡,香附,人参,白术
杏仁,款冬花,桔梗,麦冬,前胡,枇杷叶,桑叶
半夏,昆布,海藻,白僵蚕,陈皮,当归,白术
半夏,竹茹,桔梗,陈皮,当归,茯苓,黄连
半夏,陈皮,茅术,茯苓,生姜,甘草,枳壳
玄明粉,硼砂,柿霜,薄荷,白粉,乌梅肉,寒水石
胆南星,小枳实,陈皮,蒌子,苏叶子,蒌皮,羚羊
竹茹,焦三仙,干青果,陈皮
胆南星,僵蚕,陈皮,郁金,天麻,苏合油3毫升,钩蘑
贝母,海藻,皂刺,元参,漏芦,香附,柴胡
半夏,桂枝,黄芩,白芍,细辛,麻黄,甘草
半夏,天南星,枳实,桔梗,栝楼,辰砂,陈皮
贝母,半夏,陈皮,柴胡,当归,黄耆,人参
贝母,半夏,天南星,枳实,栝楼,陈皮,芍药
百部,穿心莲,玉竹,葎草,黄精,白及
半夏,半夏,桔梗,紫苏,陈皮,藿香,人参
杏仁,陈皮,薄荷,桂枝,苏叶,麻黄,甘草
杏仁,葶苈,石膏,百合,天冬,大黄,木通
半夏,醋2500毫升
杏仁,款冬花,甘草,麻黄
陈皮,川朴,生芍,榔片,巴豆,香附,灵脂
半夏,桔梗,桂,枳壳
半夏,天南星,枳实,葶苈,黑牵牛,或加旋复花,木香
半夏,京三棱,大腹子,木香,青皮
生龙脑,朱砂,生犀角,石膏,麦门冬,川芎,人参
生龙脑,朱砂,生犀角,石膏,麦门冬,川芎,人参
鸡苏叶,桔梗,龙脑,黍粘子,紫苏,瓜蒌根,荆芥
半夏,天南星,草龙脑,白矾
半夏,附片,牡蛎,茯苓,白术,生姜,白芍
杏仁,白芥子,蛤壳,紫苏,瓜蒌皮,龙延香,石膏
杏仁,白芥子,蛤壳,紫苏,瓜蒌皮,石膏,回克
杏仁,白芥子,蛤壳,紫苏,桅子,瓜萎皮,丹参
硼砂,青礞石,万年干,石膏
桔梗,上广皮,京元参,淡条芩,细川连,香附,甘草
紫菀,杏仁,款冬花,桔梗,紫苏,五味子,甘草
粳米,新鲜萝卜约
贝母,莱菔,冰糖,白糖,白果仁,豆腐皮
莱菔,粳米
莱菔
贝母,款冬花,鹅管石,肉桂,甘草
缩砂仁,乌梅,丁香,巴豆,胡椒
杏仁,葶苈,桔梗,陈皮,马兜铃,茯苓
半夏,党参,桔梗,陈皮,苏叶,前胡,黄芩
半夏,苏子,人参,白术,茯苓,甘草,干姜
半夏,人参,白术,茯苓,甘草,干姜
贝母,萝卜,秋梨,鲜藕,鲜姜,麦冬
半夏,草乌,香附,茴香,细辛,茯苓
莱菔,桔梗,果仁,制野军,茅术,麦芽,陈皮
贝母,桔梗,薄荷,石膏,元参,花粉,牛蒡
半夏,胆南星,紫菀,杏仁,款冬花,牙皂肉,川椒
半夏,杏仁,陈皮,茯苓,甘草
半夏,陈皮,人参,白术,茯苓,甘草
半夏,杏仁,款冬花,苏子,黄芩,麻黄,甘草
半夏,广红皮,明天麻,钩藤钩,清炙草,茯神,荆芥
贝母,杏仁,陈皮,石膏,牛蒡,麻黄,甘草
半夏,杏仁,豆腐1小块,麻黄,甘草
半夏,莱菔,杏仁,白芥子,苏子,茶叶,诃子
半夏,杏仁,巴豆,马兜铃
远志,陈皮,粉草,罗参,莲肉,茯神,当归
贝母,天竺黄,胆南星,桔梗,明天麻,薄荷,钩藤
半夏,桔梗,大力子,重楼,陈皮,皂刺,当归
梅花脑,硼砂,五,牙硝,寒水石,麝香,甘草
梅花脑,硼砂,牙消,寒水石,麝香,甘草
贝母,麦冬,莲子,枇杷叶,天冬,枣仁,玄参
粳米,冰糖,枇杷叶
粳米,冰糖,枇杷叶
半夏,莱菔,枳实,麦芽,干生姜,陈皮,香附
半夏,天南星,枳实,法制消,黄芩,礞石
远志,丹参,丹参,麦冬,菖蒲,茯神,花粉
半夏,竹茹,旋复花,胆草,黄芩,黄连,枳壳
贝母,半夏,杏仁,桔梗,瓜蒌仁,陈皮,石膏
贝母,半夏,紫菀,杏仁,桔梗,百合,防己
紫菀,百部,白芥子,苏子,剖麦冬,东白薇,牛蒡
贝母,桔梗,瓜蒌仁,陈皮,麦门冬,黄芩,茯苓
半夏,陈皮,神曲,川芎,香附,甘草,茯苓
半夏,陈皮,神曲,香附,川芎,白芍,甘草
贝母,胆南星,海石,陈皮,木通
半夏,乌梅,良姜,草果,青皮,甘草,厚朴
杏仁,葶苈,石膏,丹参,地龙,牛蒡,麻黄
贝母,桔梗,前胡,花粉,黄芩,黄柏,大黄
贝母,天竺黄,紫菀,鱼腥草,杏仁,陈皮,元参
贝母,鱼腥草,杏仁,桔梗,败酱草,薏仁,黄芩
昆布,海粉,牙皂,芦荟,当归,川芎,白芍
贝母,海藻,僵蚕,柴胡,当归,夏枯草,昆布海带
半夏,白芥子,枳实,桔梗,苏子,蝉衣,柴胡
檀香,薄荷,石膏,人参,荆芥,羌活,细辛
檀香,四,二,一了,薄荷,石膏,人参
檀香,薄荷,石膏,人参,荆芥,羌活,细辛
半夏,瓜蒌仁,黄芩,香附,黄连,苍术
贝母,半夏,天南星,白芥子,玄明粉,枳实,陈皮
半夏,天南星,杏仁,枳实,陈皮,黄芩,瓜蒌仁霜
半夏,天南星,莱菔,海粉,瓜蒌仁,枳实,苏子
半夏,天南星,杏仁,枳实,瓜蒌仁,陈皮,黄芩
贝母,贝母,紫菀,杏仁,蛤壳,北沙参,白花蛇舌草
半夏,石膏,射干,五味子,麻黄,细辛,甘草
贝母,半夏,杏仁,枳实,桔梗,瓜蒌仁,麦门冬
半夏,昆布,海藻,白芥子,玄明粉,陈皮,香附
贝母,郁金,荷叶蒂,杵头糠,丹参,砂仁壳,沙参
蜈蚣,僵蚕,全虫,炙穿山甲,蝉衣,夜明砂
贝母,桔梗,陈皮,麦门冬,花粉,茯苓,甘草
百药煎,桔梗,粉草,紫河车,香附
半夏,天南星,陈皮,黄芩,黄连,甘草
半夏,天南星,陈皮,黄芩,黄连,白矾
半夏,天南星,天麻,川芎,川乌,甘草,干姜
半夏,天南星,天麻,川芎,川乌,甘草,干姜
天竺黄,党参,60克,60克,60克,60克,60克
天南星,乌头,黑附子,木香
天南星,蛇含,白附子,辰砂,麝香
半夏,黑附子,柴胡,当归,人参,茱萸,白芍
竹茹,桔梗,苏子,陈皮,甘草
文蛤,红芽大戟,山慈菇,续随子,麝香
远志,金箔,菖蒲,铁粉,人参,丹砂,茯苓
贝母,半夏,杏仁,桔梗,陈皮,干葛,前胡
半夏,柴胡,肉桂,茯苓,白术,白芍,枳壳
贝母,胆南星,远志,辰砂,钩藤,菖蒲,陈皮
半夏,陈皮,生姜,茯苓,甘草
贝母,半夏,杏仁,苏子,黄芩,山栀,黄连
半夏,天麻,僵蚕,辰砂,陈皮,槐角子,人参
天南星,朱砂,琥珀
胆南星,朱砂,远志,琥珀,陈皮,黄耆,当归
半夏,远志,玫瑰花,绿萼梅,芍药,厚朴花,佛手花
昆布,海藻,海带,陈皮,海蛤粉,木香,螵蛸
半夏,山药,肉豆蔻,厚朴
半夏,陈皮,吴萸,黄连,桃仁
半夏,陈皮,乌梅肉,草果,人参,生姜,茯苓
半夏,紫苏,茯苓,厚朴
半夏,昆布,桔梗,粉葛,天南星片,黄芩,连翘
檀香,朱砂,苏合香,天麻,僵蚕,琥珀,诃子
檀香,朱砂,苏合香,天麻,僵蚕,诃子,琥珀
杏仁,神僸,麦蘖,萝卜子,青皮,三棱,干漆
莱菔,白芥子,山楂
半夏,天南星,金箔,朱砂,琥珀,白附子,白僵蚕
远志,金箔,银箔,白附子,白僵蚕,丹参,丹参
半夏,丁香,诃子,草豆蔻,生姜,干姜
贝母,半夏,天南星,海藻,枳实,桔梗,陈皮
半夏,桔梗,陈皮,苏叶,前胡,人参,木香
天南星,蜈蚣,直僵蚕,麝香,猪牙皂角
半夏,薤白,麦芽,陈皮,全瓜蒌,生姜,苏梗
贝母,莱菔,杏仁,葶苈,苏子,陈皮,牛蒡
杏仁,葶苈,黑牵牛,防己,麻黄
海石,胆南星,栝楼,抚芎,香附,青黛,山栀
莱菔,杏仁,大力子,薄荷,僵蛹,夏枯草,连翘
贝母,海藻,猫头骨牙爪1副,生明矾,蓖麻子肉,没药,乳香
半夏,天南星,白芥子,红芽大戟,僵蚕,制甘遂,麻黄
贝母,杏仁,桔梗,款冬花,薄荷,麦门冬,当归
朱砂,文蛤,红芽大戟,山茨菇,千金子,麝香,雄黄
半夏,天麻,老生姜,白术,茯苓,甘草
