糯米,胡椒末,山药,白糖
人参,半夏,白芥子,诃黎勒,益智,肉桂
甘草,何首乌,茯苓,青盐,大黑豆
甘草,云苓,枣仁,蔻仁,木香,谷芽
甘草,当归,桔梗,升麻,广皮,晚蚕砂
人参,木通,紫苏,大腹皮,木瓜,白芍
甘草,茯苓,陈皮,麦芽,山楂,苍术
苡米,小白菜
牛膝,花粉,白豆蔻,茯苓,薏仁,芡实
干柿不拘多少
上好片术
绵白糖,白术
槟榔,生姜,白术
甘草,荆芥,橘络,茯苓,白术
甘草,人参,茯苓,白术
牡蛎,芎藭,川椒,白术
甘草,人参,葛根,藿香,木香,茯苓
大腹皮,生姜,茯苓,陈皮,白术
干姜,人参,厚朴,白术
粳米,扁豆
人参,粳米,扁豆
甘草,川芎,干姜,人参,半夏,藿香
甘草,半夏,广皮,茯苓,厚朴,苍术
黑附子,干姜,半夏,枣仁,木香,陈皮
防风,桂心,远志,半夏,枳实,宿姜
天麻,半夏,白术
天南星,白矾,滑石,贝母,人参,白附子
甘草,人参,莲肉,茯苓,薏仁,芡实
使君子肉,米仁,茯苓,莲心,炙鸡内金,白砂糖
建莲,糯米,茯苓,白米,生米仁,使君子
米仁,茯苓,糯米,莲子,南芡实,粳米
百合,莲肉,枣仁,大米,薏仁,芡实
甘草,黄连,桔梗,人参,藿香,泽泻
破故纸,杜仲,胡桃仁,菟丝子,玫瑰花,韭子
黄芩,黄连,连翘,半夏,枳实,香附
1两,1两,1两,川白姜,厚朴,肉豆蔻
甘草,白盐,削术,椒子
生姜,面粉,肉豆蔻,红糖
甘草,人参,高良姜,丁香,木香,茯苓
大腹皮,枳实,大豆,白蔻仁,姜滓,陈皮白
炙草,香附,白芍,楂肉,木香,豆蔻
蜂王浆
甘草,生姜,盐,橘子
人参,麦冬,五味子,芡实,山药
当归,川芎,芍药,泽泻,茯苓,白术
当归,芎,芍药,泽泻,茯苓,白术
黄芩,当归,芎藭,芍药,白术
桑白皮,木香,茯苓,陈皮,白术
甘草,陈皮,厚朴,苍术
甘草,桑白皮,陈皮,厚朴,苍术
甘草,陈皮,厚朴,苍术
草果,良姜,羊肉1脚子
甘草,川芎,人参,黄耆,木通,芍药
甘草,当归,黄柏,麦门冬,远志,阿胶
当归,人参,青皮,枳实,姜连,木香
甘草,黑附子,干姜,人参,麦糵,肉桂
桂,人参,麦糵,胡椒,茯苓,川姜
黄连,人参,半夏,青皮,枳实,木香
黄连,人参,半夏,枳实,白蔻仁,广青皮
地骨皮,桑白皮,大腹皮,白鲜皮,丹皮,五加皮
地骨皮,桑白皮,大腹皮,丹皮,五加皮,干姜皮
防风,甘草,羌活,川乌,天南星,地龙
冬麻子,薏仁,粳米
生地,当归,升麻,黄耆,紫河车,熟地
麦门冬,白术
桂园肉,绵黄耆,于潜术,党参
薄荷,甘草,当归,栀子,龙胆草,柴胡
麦冬,桑枝,何首乌,炒麦芽,枣仁,茯苓
牛膝,金银花,茯苓皮,薏仁,苍术,白术
茱萸,破故纸,广皮,厚朴,苍术,白术
当归,麦门冬,人参,车前子,熟地,元参
熟地,菟丝子,茯苓,匾蓄,凤尾草,飞廉草
甘草,黑附子,干姜,党参,白术
枣仁,胡桃,栗子,柿饼
防风,麻黄,苍术,白术
甘草,黄耆,防己,白术
白糖等份,茯苓细粉,米粉
车前子,茯苓粉,白糖,粳米
枣仁,茯苓粉,粳米
茯苓,粳米
茯苓,鸡肝
茯苓,白术
甘草,桂枝,茯苓,白术
戎盐,茯苓,白术
枣仁,茯苓粉,白糖,粳米
薄荷,黄芩,防风,菊花,羌活,栀子
白鲜皮,藿香,泽泻,佩兰,茯苓,陈皮
茱萸,天冬,枣仁,风栗,黄精,莲肉
茯苓,莲子,蛋白干,苯甲酸钠,苡米,白糖
大黄,槟榔,乌梅肉,百部,鹤虱,雷丸
糯米,茯苓,陈皮,建莲肉,薏仁,芡实
黄连,槟榔,麦蘖,肉豆蔻,使君子,神曲
甘草,黄连,黄连,人参,芦荟,山植肉
甘草,黄连,黄耆,麦冬,丹皮,枳实
黄连,槟榔,枳实,使君子仁,木香,肉豆蔻
黄连,藿香,泽泻,使君子肉,炒米仁,茯苓
槟榔,青皮,石斛,百部,生草,炒麦芽
黄连,槟榔,麦糵,使君子仁,木香,肉豆蔻
甘草,黄连,槟榔,连翘,龙胆草,蓬术
甘草,人参,青皮,木香,莲肉,茯苓
当归,干姜,人参,枸杞,熟地,肉桂
甘草,黄芩,黄连,天南星,半夏,紫苏
菖蒲,郁金,竹茹,缩砂,陈皮,厚朴
半夏,生姜,丁皮,晋州绛矾,草豆蔻
甘草,黑附子,干姜,芍药,官桂,拣参
川椒,柏子仁,破故纸,枸杞,何首乌,桑叶
薄荷,地骨皮,丹皮,香附,白芍,鹿角胶
甘草,黄芩,黄连,当归,菖蒲,羌活
枯矾,高良姜,肉桂,木香,蓍草,七叶一枝花
黄耆,胎盘粉,陈皮,麦芽,党参
红参,扶芳藤,黄芪
赤芍,泽泻,猪苓,六一散,萆,陈皮
泽泻,猪苓,六一散,赤苓,萆薢,陈皮
泽泻,五加皮,车前子,猪苓,太子参,茯苓
佛手柑
当归,干姜,枳壳,青皮,橘饼,木香
鸡肫皮,锅焦,莲肉,山楂,砂仁,神曲
人参,枳壳,青皮,香附,三棱,莪术
人参,葛花,猪苓,泽泻,莲花青皮,木香
人参,葛花,猪苓,泽泻,莲花青皮,木香
防风,生地,甘草,菊花,细辛,柴胡
枳壳,大腹皮,藿香,木香,佩兰,焦三仙
甘草,旋覆花,青黛,百草霜,陈皮,厚朴
甘草,高良姜,肉桂,生姜,枣仁,陈皮
当归,黑附子,丹参,车前子,泽泻,猪苓
甘草,黑附子,人参,肉桂,炒干姜,白术
甘草,干姜,肉桂,附片,党参,白术
甘草,桂心,香附,三棱,陈皮,厚朴
半夏,泽泻,红皮,拣桂,茯苓,干生姜
甘草,干姜,人参,桂枝,高良姜,丁香
甘草,生地,当归,柴胡,熟地,白芍
甘草,当归,丹参,龙眼肉,木香,鸡血藤
甘草,人参,黄耆,茯神,龙眼肉,枣仁
甘草,当归,远志,人参,黄耆,龙眼肉
甘草,当归,远志,龙眼肉,枣仁,枣仁
甘草,当归,人参,黄耆,茯神,五味子
甘草,黄连,槟榔,连翘,龙胆草,蓬术
甘草,白芷,螵蛸,何首乌,菟丝子,白芍
甘草,柴胡,熟地,白芍,归身,茯苓
黑豆,大蒜,红糖
白蒺藜,马料豆
地黄,夏,川姜冬,春,苍术
甘草,半夏,木香,茯苓,黑丑,陈皮
芫荽,黄豆
糯米,金橘饼,赤小豆,薏仁,黄芪
枣仁,茯苓皮,白糖,冬瓜皮,生姜皮,黄芪
黄耆,昆布,赤小豆
甘草,黄芩,黑附子,阿胶,地黄,灶中黄土
甘草,黄芩,黑附子,阿胶,地黄,灶中黄土
黑附子,穿山甲,马钱子
甘草,半夏,藿香,木香,陈皮,厚朴
杏仁,半夏,藿香,茯苓,白蔻,厚朴
枣仁,西瓜皮,葫芦壳,冬瓜皮
新鲜胡萝卜,粳米
玉米渣,胡萝卜
甘草,人参,芍药,桂枝,茯苓,陈皮
新鲜红薯,白糖,粳米
甘草,桔梗,远志,滑石,花粉,人参
黄芩,青黛,海粉,神曲
丹参,大腹皮,泽兰,车前子,泽泻,茯苓皮
甘草,当归,人参,巴戟天,柴胡,白芍
白于术,槐角米
柴胡,五味子,茵陈,猪胆粉,板蓝根,绿豆
甘草,黄芩,防风,天南星,羌活,黄柏
甘草,郁金,全瓜蒌,片姜黄,神曲
甘草,芍药,乌梅,砂糖,陈仓米,粟壳
甘草,生地,黄连,穿山甲,茯苓,芜荑
杏仁,天南星,白矾,半夏,紫苏,青皮
甘草,枳壳,乌药,青皮,蓬术,香附
甘草,桔梗,连翘,枳壳,香附,京三棱
食盐,鲜韭菜,粳米
甘草,麝香,槟榔,雄黄,朱砂,冰片
防风,甘草,薄荷,杏仁,菖蒲,当归
槟榔,川芎,乌药,青皮,香附,枳实
槟榔,人参,半夏,麦糵,藿香,丁香
薄荷,当归,栀子,枳壳,人参,白芍
黄连,玄参,金银花,茯苓,柞木枝,薏仁
黄连,黄柏,猪苓,白芍,木香,秦皮
泽泻,茯苓,白术
菊花,山楂
甘草,生地,黄连,黄芩,当归,蒲黄
黄芩,甘草,槟榔,柴胡,常山,乌梅
甘草,半夏,青皮,枳实,香附,石斛
甘草,薄荷,当归,麦门冬,贝母,地骨皮
肉桂,茵陈,茯苓,薏仁,芡实,白术
红花,沉香,寒水石,木瓜,丁香,木香
红花,沉香,寒水石,木瓜,丁香,木香
甘草,黑附子,干姜,川椒,半夏,赤石脂
茴香,厚朴,青盐,汉椒
防风,滑石,泽泻,猪苓,姜连,佛手
干姜,人参,茱萸,小麦蘖,木香,茯苓
生姜,牛奶,韭菜
生姜,食糖,神曲
甘草,桑白皮,槟榔,人参,五味子,沉香
当归,牡蛎,人参,黄耆,芍药,麻黄根
甘草,人参,枳壳,五味子,柴胡,干葛
甘草,当归,柴胡,芍药,丹皮,山栀
甘草,薄荷,当归,柴胡,丹皮,白芍
当归,远志,丹参,狗脊,柏子仁,枸杞
当归,远志,丹参,狗脊,柏子仁,枸杞
天南星,人参,茯神,钩藤,天竺黄,灯心
黄芩,甘草,当归,升麻,柴胡,猪苓
黄芩,甘草,升麻,柴胡,川归,猪苓
甘草,牡蛎,桂枝,半夏,枳实,三七
生地,黄芩,防风,秦艽,丹皮,紫草
生地,黄芩,防风,秦艽,丹皮,白鲜皮
甘草,当归,川芎,干姜,山药
当归,黑附子,干姜,麻黄,茱萸,骨碎补
菖蒲,鸡冠花,菟丝子,益智仁,莲须,萆
甘草,干姜,人参,青皮,陈皮,缩砂仁
甘草,槟榔,枳壳,五灵脂,半夏,紫苏
连翘,枳实,荷叶,泽泻,茵陈,茯苓
半夏,枳实,陈皮,山楂,麦芽,神曲
黄连,半夏,枳实,葛花,泽泻,卜子
枣仁,建莲肉,蜜半杯,枇杷叶50,大梨
甘草,黑附子,木香,肉豆蔻,白术
生地,川芎,升麻,白术
甘草,当归,远志,人参,柴胡,龙眼肉
甘草,人参,生姜,枣仁,茯苓,陈皮
甘草,续断,广皮,蕲艾,乌鲗骨,茯苓
生料平胃散,麦芽,神曲
麦冬,猪苓,泽泻,石莲肉,人参减半,茯苓
当归,白僵蚕,桑白皮,阿胶,白茅根,肉桂
当归,川芎,地黄,白芍,葳蕤,茯苓
甘草,牛膝,三棱,莪术,茯苓,党参
甘草,当归,黄柏,川芎,香附,熟地
甘草,金樱子,薏米,莲须,益智仁,茯苓
甘草,黄连,川芎,芍药,半夏,枳实
川芎,山楂,苍术,白术
甘草,黄耆,蔓荆子,陈皮,党参,白术
甘草,黄柏,滑石,枳壳,猪苓,泽泻
黑附子,干姜,茯苓,厚朴,白术
牡蛎,龙骨,海金沙,金樱子,竹叶,豆蔻
甘草,黄连,黄芩,当归,麦门冬,地骨皮
甘草,黄芩,黄连,当归,升麻,人参
当归,川芎,羚羊角,茯神,葛根,钩藤
乳香,当归,没药,地黄,红花,芍药
乳香,当归,没药,地黄,红花,芍药
石斛,白芍,益元散,茯苓,建曲,灶心土
丹皮,香附,女贞子,白芍,鹿角胶,归身
甘草,人参,茯苓,陈皮,厚朴,苍术
当归,干姜,白芷,莲肉,艾碳,苍术
甘草,黄芩,当归,川芎,枳壳,地黄
甘草,茯神,木香,淮药,泡参,砂仁
甘草,人参,枳壳,茯苓,陈皮,厚朴
甘草,当归,川芎,干姜,桂枝,熟地
甘草,当归,川芎,人参,地黄,乌梅
甘草,生地,当归,川芎,人参,青皮
桔梗,紫苏,枇杷叶,木香,三仙,茯苓
甘草,人参,半夏,香附,益智仁,茯苓
黄柏,花粉,枳壳,桂枝,草蔻,茯苓
甘草,生地,黄芩,枳壳,灯心,泽泻
黄柏,枳壳,大豆,萆薢,茯苓,生薏米至
黄柏,枳壳,大豆,茯苓,萆藓,生薏米
甘草,黄连,桔梗,藿香,炒麦芽,豆蔻
贝母,芍药,陈皮,山楂,白术
当归,五味子,续断,香附,菟丝子,白芍
甘草,黄连,当归,黄耆,半夏,枳实
百合,雷丸,茯苓,榧子肉,陈皮,土粉沙参
甘草,黄连,连翘,人参,泽泻,莲肉
防风,羌活,荆芥,乌药,泽泻,生姜
郁金,柴胡,川楝,延胡索,丹参,白芍
桂枝,大腹皮,防己,淡附片,陈广皮,青防风
当归,丹参,鸡血藤,赤白芍,茯苓,陈皮
甘草,黄连,茱萸,半夏,白芍,瓦楞子
贝母,淮山,薏米,饭党,南豆,建莲
甘草,黑豆,陈皮,厚朴,山楂,苍术
当归,川芎,人参,黑姜,陈皮,白术
甘草,黄芩,当归,鳖甲,人参,贝母
甘草,黄芩,黄连,天南星,栀子,川芎
甘草,黄芩,元参,茯苓,白芨,鸡内金
麦冬,五味子,葛根,车前子,通草,猪苓
枳实,陈皮,山楂,麦芽,白术,党参
甘草,黄连,人参,木香,茯苓,陈皮
人参,枳实,陈皮,山楂,麦芽,白术
当归,川芎,芍药,半夏,茯苓,陈皮
甘草,黄连,人参,炒麦芽,云苓,鸡肫皮
茯苓,茯苓,建莲肉,山楂,麦芽,白术
甘草,黄连,枳实,白芍,木香,麦芽粉
甘草,桔梗,黄耆,泽泻,猪苓,白芍
甘草,黄连,人参,楂肉,白豆蔻,茯苓
莲肉,茯苓,柿霜,大麦芽,白糖,薏仁
甘草,黄连,当归,枳壳,鸦胆子仁,椿皮
蒸饼
黄芩,甘草,当归,川芎,桔梗,枳壳
甘草,当归,川芎,槟榔,枳壳,乌药
甘草,前胡,人参,枳壳,柴胡,半夏
槟榔,枳壳,六曲,鸡内金,山楂,麦芽
枳实,陈皮,厚朴,白术
甘草,槟榔,人参,半夏,青皮,枳实
黄连,黄耆,人参,半夏,苏子,沉香
龙眼肉,枣仁,粳米
牡蛎,龙骨,半夏,生姜,附片,白芍
甘草,牡蛎,龙骨,麦冬,五味子,枣仁
蔓荆子,高良姜,鹿头肉,香子,粳米
落花生,冰糖,粳米
甘草,杏仁,当归,桔梗,桑白皮,干姜
嫩莲实,粳米
黄连,黄连,麝香,槟榔,朱砂,柴胡
木通,藿香,车前子,泽泻,生姜,红曲
甘草,当归,干姜,熟地,或加肉桂
甘草,当归,桔梗,半夏,枳实,香附
黄连,当归,枳壳,半夏,炙草,香附
甘草,干姜,人参,半夏,苏子,茯苓
甘草,干姜,人参,白术
甘草,干姜,人参,半夏,茯苓,白术
甘草,干姜,人参,白术
大黄,槟榔,干姜,五灵脂,枳实,三棱
槟榔,葱白,豉,肉桂,生姜,陈皮
栗子肉,柿饼
白矾,柴胡,赤石脂,乌贼骨,菟丝子,三七
乳香,杏仁,槟榔,巴豆,干姜,黄蜡
乳香,杏仁,槟榔,巴豆,干姜,黄蜡
大黄,寒水石,木香,碱花,山柰,诃子
大黄,寒水石,木香,碱花,山柰,诃子
甘草,人参,半夏,茯苓,陈皮,白术
乌梅,半夏,炙草,茯苓,陈皮,党参
甘草,人参,半夏,茯苓,陈皮,白术
甘草,羌活,枳壳,柴胡,藿香,木瓜
甘草,麦门冬,人参,半夏,小麦,茯苓
神曲60克米粉,陈皮,白糖,麦芽,白术
甘草,远志,人参,五味子,枣仁,金楔子
牡蛎,人参,黄耆,麻黄根,茯苓,白术
甘草,黑附子,干姜,桂,高良姜,诃黎勒
甘草,萆薢,黄皮树叶,太子参,茯苓,白术
甘草,防风,当归,天南星,干姜,人参
甘草,防风,当归,桔梗,前胡,鳖甲
甘草,蝉蜕,当归,川芎,白蒺藜,牛膝
槟榔,沉香,青皮,枳实,香附,丁香
丹参,何首乌,白芍,莲肉,猪腰,车前
延胡索,青皮,三棱,莪术,陈皮,神曲
鲜荠菜,粳米
甘草,制附片,茯苓,黄芪,薏仁,白术
当归,郁金,丹参,白芍,重楼,料姜石
甘草,螵蛸,白芍,鹿角胶,元胡,甘松
糯米粉,白糖,芡实,山药
百合,枇杷叶,菟丝子,金樱子,黄精,茯苓
甘草,黄连,黄芩,石膏,茯苓,陈皮
甘草,杏仁,黄芩,桔梗,桑白皮,贝母
防风,甘草,生地,羌活,蝉蜕,菊花
甘草,人参,半夏,木瓜,白芍,苏叶
甘草,黑附子,干姜,人参,青皮,丁香
甘草,人参,泽泻,莲子,茯苓,陈皮
甘草,人参,泽泻,莲肉,茯苓,陈皮
甘草,当归,没药,骨碎补,人参,五味子
当归,远志,人参,枣仁,木香,茯苓
甘草,当归,远志,人参,贝母,黄耆
粉霜,槟榔,人参,沉香,丁香,木香
甘草,京三棱,缩砂,草果,陈皮,良姜
芍药,枳实,陈皮,白术
枳壳,沉香,川楝,木香,生白芍,蔻仁
大米,砂仁
甘草,枳壳,藿香,丹皮,石斛,赤芍等份
牛膝,茱萸,石斛,熟地,白酒,白术
枳壳,柴胡,半夏,肉桂,白芍,茯苓
甘草,黑附子,人参,木香,茯苓,陈皮
黄柏,鹿茸,紫河车,桑枝,稻芽,白术
当归,川芎,远志,牛膝,人参,地黄
金樱子,芡实米
小枳实,车前草,大麦须,生于术,茯苓,赤小豆
人参,肉桂,茯苓,肉豆蔻,芡实,白术
人参,肉桂,茯苓,肉豆蔻,芡实,白术
白面粉,鲜生姜,益智仁,白糖,白术
紫荆皮,枣仁,山药
砂糖,山楂,粳米
干姜,肉桂,陈皮,白术
泽泻,猪苓,茯苓,白术
半夏,厚朴,肉豆蔻,山药
甘草,牛膝,三棱,莪术,茯苓,党参
甘草,茯苓,党参,白术
甘草,当归,黄柏,川芎,地黄,芍药
熟地,苍耳子,元参,茯苓,薏仁,苍术
甘草,乳香,生地,当归,没药,牡蛎
甘草,人参,黄耆,木瓜,香薷叶,茯苓
甘草,人参,半夏,香附,藿香,木香
乌头,茴香,苍术
瞿麦,木通,车前子,猪苓,泽泻,茵陈
当归,川芎,天麻,独活,白术
甘草,生地,当归,川芎,白僵蚕,白芷
鹿茸,丹参,赤芍,续断,钩藤,淫羊藿
木香,陈皮,白樟柳根,赤小豆
甘草,黑牵牛,陈皮,肉豆蔻,30屯,陈米
甘草,人参,柴胡,巴戟天,苏子,菟丝子
鲜土豆
茯苓,猪脊骨
甘草,丹参,香附,青黛,茯苓,良姜
黄连,泽泻,猪苓,生姜,附片,苏叶
甘草,破故纸,淫羊藿,覆盆子,肉苁蓉,枸杞
当归,人参,黑姜L,茯苓,厚朴,草豆蔻
防风,甘草,干姜,白芍,秦皮,茯苓
甘草,人参,柴胡,车前子,白芍,黑芥穗
麻黄,益母草,车前子,鱼腥草,白花蛇舌草,鹿衔草
天冬,枸杞,细曲,松叶,黄精,糯米
桑白皮,大腹皮,陈皮,茯苓皮,生姜皮
姜,盐,乌灵参,鸡,酒,葱
木香,炒广皮,生冬术,小青皮,清炙草,小川连
香薷,厚朴,扁豆
木香,藕粉白糖,砂仁
白砂糖,香橼,砂仁
枳实,木香,砂仁,白术
枳实,木香,砂仁,白术
甘草,半夏,西砂仁,木香,炒广皮,茯苓
甘草,当归,柴胡,芍药,茯苓,白术
甘草,薄荷,当归,柴胡,白芍,茯苓
甘草,薄荷,当归,柴胡,白芍,茯苓
黄芩,防风,荆芥,白蒺藜,川芎,龙骨
五味子,菟丝子,茯苓,干莲肉
甘草,胡椒,红豆,良姜,缩砂仁,白术
干姜,枳实,茯苓,白术
甘草,黄连,栀子,川芎,枳壳,半夏
槟榔,积壳等份,谷芽,山楂
甘草,川芎,人参,半夏,青皮,枳实
干姜,炒乌梅肉,麦芽,神曲
甘草,大黄,黑附子,人参,雷丸,萝卜子
苏子,沉香,葶苈,萝卜子,山栀,椒目
甘草,黑附子,鳖甲,人参,半夏,白芥子
人参,半夏,蓬莪术,京三棱,杭青皮,白云苓
乳香,牡蛎,玄参,没药,龙胆草,贝母
甘草,黄芩,黄连,人参,半夏,枳实
黄芩,甘草,黄连,菊花,栀子,桔梗
甘草,干姜,半夏,木香,茯苓,草果
甘草,半夏,丁香,白豆蔻,陈皮,草果仁
生地,花粉,人参,知母,青蒿,茯苓
小米白糖,山药
茱萸,肉桂,丁香,白胡椒
桔梗,滑石,白芷,花粉,半夏,藿香
泽泻,六一散,炒麦芽,茯苓,陈皮,苍术
甘草,人参,藿香,茯苓,白术,扁豆
薏仁
羊骨左右,细盐,生姜葱白,粳米
杏仁,木香,糯米,曲,嫩肥羊肉
甘草,青皮,肉桂,茴香,缩砂,陈皮
甘草,青皮,丁香,陈皮,诃子
甘草,当归,阿胶,人参,肉桂,白芍
甘草,青皮,丁香,陈皮,诃子,山药
甘草,丹参,茯苓,石苇,制萸肉,黄芪
桃仁,大黄,栀子,龙胆草,阿胶,地鳖虫
当归,牡蛎,泽兰,藿香,香附,王不留行
甘草,半夏,竹茹,枳实,五爪龙,茯苓
甘草,干姜,升麻,人参,白芍,肉蔻
防风,地龙,赤芍,桂枝,鬼箭羽,生姜
天门冬,地骨皮,地黄,何首乌,茯苓,苍术
甘草,甘草,地榆,砂仁
甘草,当归,川芎,柴胡,钩藤钩,茯苓
甘草,当归,郁金,麦冬,丹皮,香附
甘草,人参,茯苓,陈皮,白术
桂圆肉,猫肉,党参
甘草,藿香,丁香,木香,白豆蔻,缩砂仁
甘草,沉香,藿香,生姜,丁香,木香
甘草,当归,川芎,人参,地黄,白芍
当归,槟榔,皂矾,白芍,枣仁,厚朴
甘草,人参,大麦蘖,茯苓,厚朴,陈皮
当归,麦冬,丁香,甘杞子,川断,枣仁
川椒,糯米,茯苓,莲子肉,薏仁,芡实
甘草,当归,郁金,柴胡,桂枝,露蜂房
甘草,黄连,桔梗,人参,藿香,泽泻
甘草,人参,茯神,丹参,白芍,莲肉
杏仁,槟榔,沉香,乌梅,半夏,丁香
猪苓,茯苓,白术
椒,姜,豆豉,雄猪肚,葱,粳米
甘草,半夏,藿香,生姜,陈皮,厚朴
枳实,白术
枳实,白术
半夏,枳实,茯苓,蓬莪茂,白术
防风,芍药,半夏,益智仁,茯苓,苍术
甘草,人参,沉香,青皮,藿香,丁香
乳香,当归,没药,干姜,牛膝,知母
当归,人参,30克,30克,30克,30克
乳香,当归,没药,厚朴,陈皮,白术
甘草,干姜,陈皮,大麦芽,草豆蔻,神曲
甘草,黄芩,黄连,干姜,人参,半夏
人参,莲肉,燕窝,老米,山药,扁豆
甘草,干姜,乌梅肉,茴香,小麦芽,茯苓
雄黄,苦楝皮,槐皮
